M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.94,1.14,0.64,
128,1.00,1.75,1.14,0.79,0.40
256,1.00,1.67,1.12,0.58,
512,1.00,3.04,1.23,,
