beta,mean obj,mean constr,obj_q10,obj_q25,obj_q50,obj_q75,obj_q90,constr_q10,constr_q25,constr_q50,constr_q75,constr_q90
0.1,0.6290047393364927,0.0,0.5971563981042654,0.6104265402843602,0.6293838862559241,0.6469194312796209,0.6599052132701422,0.0,0.0,0.0,0.0,0.0
0.15,0.6290047393364927,0.0,0.5971563981042654,0.6104265402843602,0.6293838862559241,0.6469194312796209,0.6599052132701422,0.0,0.0,0.0,0.0,0.0
0.2,0.6290047393364927,0.0,0.5971563981042654,0.6104265402843602,0.6293838862559241,0.6469194312796209,0.6599052132701422,0.0,0.0,0.0,0.0,0.0
0.25,0.6287393364928907,0.000930232558139535,0.5971563981042654,0.6104265402843602,0.6293838862559241,0.6469194312796209,0.6599052132701422,0.0,0.0,0.0,0.0,0.0
0.3,0.6107677725118482,0.07004878931929928,0.545781990521327,0.5909952606635072,0.6180094786729858,0.6426540284360189,0.6580094786729859,0.0,0.0,0.0,0.19150943396226416,0.281803136726643
0.35,0.5271469194312796,0.24087501205304349,0.4358293838862559,0.481042654028436,0.5270142180094787,0.557345971563981,0.6354502369668247,0.0,0.23260594560404807,0.27082380673291817,0.31433577572475313,0.3461882881619583
0.4,0.4314123222748815,0.32601185074999306,0.3675829383886256,0.3848341232227488,0.4066350710900474,0.45829383886255926,0.5334597156398104,0.2698520984554931,0.29864243943191315,0.33592435399635434,0.3711963149147676,0.3965876777251185
0.45,0.3750331753554502,0.3691968358649622,0.34104265402843603,0.36018957345971564,0.37725118483412323,0.390521327014218,0.40398104265402845,0.334932578103966,0.35550018186457333,0.3696399415656957,0.3848341232227488,0.40013605442176875
0.5,0.3745402843601895,0.36939041556119034,0.3391469194312796,0.36018957345971564,0.376303317535545,0.390521327014218,0.40398104265402845,0.33720025754106375,0.35550018186457333,0.3696399415656957,0.3848341232227488,0.40013605442176875
