dataset,metric,mean,std
227_cpu_small_sample_1638,mse,0.011094089240750615,0.00337071461321871
227_cpu_small_sample_1638,aug_mse,0.011066176266935821,0.0032597522692675743
227_cpu_small_sample_1638,delta_mse,0.041814624569379996,2.231490815727084
227_cpu_small_sample_1638,p_wilcoxon,0.46139322916666664,0.13520500660993104
227_cpu_small_sample_1638,should_proceed,0.0,0.0
227_cpu_small_sample_3276,mse,0.01093458477351072,0.002229348164041798
227_cpu_small_sample_3276,aug_mse,0.011011989770636447,0.002340326677437652
227_cpu_small_sample_3276,delta_mse,0.5832619461118992,1.5757413848170574
227_cpu_small_sample_3276,p_wilcoxon,0.50625,0.1459716722014462
227_cpu_small_sample_3276,should_proceed,0.0,0.0
227_cpu_small_sample_4914,mse,0.009789338980895047,0.001142372468054858
227_cpu_small_sample_4914,aug_mse,0.009784005077875016,0.001144912562357396
227_cpu_small_sample_4914,delta_mse,-0.0471015939052888,0.8810020364905266
227_cpu_small_sample_4914,p_wilcoxon,0.451953125,0.1464488672242398
227_cpu_small_sample_4914,should_proceed,0.0,0.0
227_cpu_small_sample_6552,mse,0.009833658382560206,0.0013936253513376837
227_cpu_small_sample_6552,aug_mse,0.009886920437631943,0.001397986445783286
227_cpu_small_sample_6552,delta_mse,0.5498973778403464,0.7083916493002629
227_cpu_small_sample_6552,p_wilcoxon,0.5147135416666667,0.11361048301599845
227_cpu_small_sample_6552,should_proceed,0.0,0.0
227_cpu_small_sample_8190,mse,0.009704714875576928,0.0013432155770108337
227_cpu_small_sample_8190,aug_mse,0.009708927260931902,0.0013404890785740117
227_cpu_small_sample_8190,delta_mse,0.049108042486176125,0.38226916543866235
227_cpu_small_sample_8190,p_wilcoxon,0.4559244791666667,0.15684249102036993
227_cpu_small_sample_8190,should_proceed,0.0,0.0
