algorithm,seed,budget,evaluations,best_observed,post_mean_best_observed,post_median_best_observed,post_cvar20_best_observed,post_mean,post_median,post_cvar20,postselect_k
CMA-ES-Resample(k=10),4,800,800,3309.6301208927184,7805.9109889310685,6173.055392461383,16040.129758813857,6396.187955499928,5109.717992181616,12802.139220036379,5
CMA-ES-Resample(k=10),5,800,800,3318.552810942565,71911.33266780339,8537.36271792592,322613.6671406004,10048.220806986963,6655.929693646589,24398.096350345102,5
CMA-ES-Resample(k=10),6,800,800,3850.9073315924575,146775.04722210157,7167.945723497422,696375.2189208854,7659.855307666352,6228.429111185274,15115.081008435987,5
CMA-ES-Resample(k=10),7,800,800,3280.236155185018,15444.429113879218,5113.910506628043,56853.41457817833,6099.012478657654,5207.297446058794,10841.85105622749,5
CMA-ES-Resample(k=10),8,800,800,2535.441622901444,7339.007961070687,6603.45195900605,12107.071961710142,8234.087992864626,7554.474823870985,12917.539560611422,5
CMA-ES-Resample(k=10),9,800,800,3313.357865696386,24616.809050988955,5987.579399116806,98576.97899155339,13188.162534643901,5576.832879221298,44448.61433788652,5
CMA-ES-Resample(k=10),10,800,800,4939.605138011873,9838.763042953095,7430.093958360131,21114.916094579636,9602.632876821794,7838.591136058903,18614.187757032898,5
CMA-ES-Resample(k=10),11,800,800,2279.7273754350567,5245.41449806164,4906.4881102441705,7777.343268824337,4455.8804766266585,3311.1035068807905,10114.662810159884,5
CMA-ES-Resample(k=10),12,800,800,3248.1221406915565,15081.188556393452,5166.522411455006,54821.18043403394,112829.84051288383,6116.848362202605,532993.5887289165,5
CMA-ES-Resample(k=10),13,800,800,5117.682831627832,13806.569927526043,10914.771968951656,27463.76793742099,9207.48785238326,8304.238879354249,15260.899001058599,5
CMA-ES-Resample(k=10),14,800,800,3303.1122498207596,8179.339755403362,7086.83454160229,14980.780943594067,7674.814589742319,6914.325170422941,12603.115184371853,5
CMA-ES-Resample(k=10),15,800,800,4203.9024030138935,1364916.9496443367,6235.977683288882,6695609.784482565,8832.849722788884,5955.706693725282,21621.527249602656,5
CMA-ES-Resample(k=10),16,800,800,1989.6775291378042,3930.633019990394,3442.245959558497,6435.575874630939,4122.952699742591,3803.775917110521,6242.4911576053355,5
CMA-ES-Resample(k=10),17,800,800,2694.465952246427,4835.68763815925,4524.473258185281,7170.380388536356,4812.1858180403315,4397.302863987326,7270.3083719134365,5
CMA-ES-Resample(k=10),18,800,800,9127.572054765023,294109.88737493963,62603.3760220833,1178358.8464051185,147771.0013582801,63760.27695805479,475482.3441389376,5
CMA-ES-Resample(k=10),19,800,800,4878.935661122183,12228.910532470878,9955.708447595514,23300.404713781507,25250.27504481849,11134.599607569766,83501.40629614406,5
CMA-ES-Resample(k=10),20,800,800,5913.5719242799105,15871.817512426505,12513.89139355208,33845.762109579824,17812.28731882874,13190.403351869958,39476.623025230016,5
CMA-ES-Resample(k=10),21,800,800,5460.74556155767,12752.177397612166,10706.748433381521,23504.23981232043,12167.550183534131,11250.595456017727,18705.916634236113,5
CMA-ES-Resample(k=10),22,800,800,2156.093506854595,3958.450240898674,3671.6353516546533,5916.259025921828,3725.4768711026018,3369.471788247186,5677.043407676827,5
CMA-ES-Resample(k=10),23,800,800,7876.644399349475,24952.254465052836,19690.048584406242,52483.486766127986,14356.519734770602,11606.918714285672,28161.810599378212,5
CMA-ES-Resample(k=10),24,800,800,25633.881048051775,412630.93229337403,82711.47754359353,1733478.3895491867,278660.9549918194,110245.436291377,977257.0486123606,5
CMA-ES-Resample(k=10),25,800,800,6533.006950725708,35267.102473818915,19349.96686403604,100074.95177770835,17512.821546599953,13527.501526674507,37133.995258709794,5
CMA-ES-Resample(k=10),26,800,800,4456.435357564282,32990.33778210642,17809.543619666583,102206.08521121218,14301.274400227594,9968.021398745284,33454.986071226136,5
CMA-ES-Resample(k=10),27,800,800,4043.8363605510035,410262.63253052125,32786.50096552137,1880577.275445722,38489.96526902181,12535.376107593904,144115.03411813095,5
CMA-ES-Resample(k=10),28,800,800,11046.091094915379,567297.583024668,45735.154946848794,2516236.3070247327,696752.1950844639,28043.988513820168,3322799.5983763626,5
CMA-ES-Resample(k=10),29,800,800,2196.9629802185764,5239.759244046371,4317.4283522227115,10132.790108240395,3866.8332584525256,3633.4418080070013,5782.78998286202,5
CMA-ES-Resample(k=10),30,800,800,2991.1879043938943,33143.84004783988,5832.95684544727,141495.05224591788,6269.016203721738,4547.2263751220635,13933.177735792317,5
CMA-ES-Resample(k=10),31,800,800,3033.037520169899,11893.435630329008,8409.232170846055,27934.635838779683,9242.440661652403,6703.347649999861,20882.005682250783,5
CMA-ES-Resample(k=10),32,800,800,6629.190818251556,47319.721881785386,16986.6012084595,170617.72753083828,52995.61645744239,12151.356334949965,217284.62875119472,5
CMA-ES-Resample(k=10),33,800,800,3962.0252734228293,8900.444338255154,7245.187720412269,17729.202323476915,7925.772382245685,7264.895094529527,12966.495584202119,5
CMA-ES-Resample(k=10),34,800,800,5023.734744940984,13481.271736932924,11017.255669651571,26524.85437481121,10306.521474826102,8702.619231525357,18416.66341219146,5
CMA-ES-Resample(k=10),35,800,800,2441.8137416914365,5106.26290831416,4277.1015726294745,9020.885551859315,5650.704814456523,4945.369338331552,9383.781237075109,5
CMA-ES-Resample(k=10),36,800,800,4218.915861065794,8809.379986191723,7305.246364600553,16376.792321363228,8334.62555252317,5856.166848371464,18578.03163311749,5
CMA-ES-Resample(k=10),37,800,800,5167.154618412507,46364.120201072335,14591.831807129733,175480.5753987879,12896.030366334191,9998.527508065956,26710.90864452486,5
CMA-ES-Resample(k=10),38,800,800,2159.235364480351,3772.115878290917,3461.573792254588,5797.868136704338,3752.0283803497714,3324.2841735430866,6173.871079957599,5
CMA-ES-Resample(k=10),39,800,800,2055.5264517440273,4205.934159508601,4001.1669188591404,6167.498930278995,4970.6793272690975,4643.565978423069,7266.741937180305,5
CMA-ES-Resample(k=10),40,800,800,5358.943581580461,36969.362392834824,15382.762948205305,125792.99741750072,18387.39964413231,13990.742779871887,39962.67546916388,5
CMA-ES-Resample(k=10),41,800,800,2955.737485886458,8971.521270940415,6639.339198325751,19873.643860814325,5941.456294836633,3968.963640274625,14879.755329334921,5
CMA-ES-Resample(k=10),42,800,800,2606.6303364440223,5534.459076741445,5190.635053715834,8283.877248026196,5488.935284417314,5008.850859750832,8310.47852285201,5
CMA-ES-Resample(k=10),43,800,800,2510.4757102318904,21809.85040222484,11461.232701439814,66978.05338414604,32419.766180465773,5689.683665764186,138269.12086174544,5
CMA-ES-Resample(k=10),44,800,800,3089.5815283412394,6392.364725664793,5442.888345913336,11556.46683799724,5269.3183387523895,4924.5555291414175,7544.819982615207,5
CMA-ES-Resample(k=10),45,800,800,2293.6155152649676,4491.704085857013,4210.502570618125,6386.024610450414,4979.783065900454,4720.982457663318,7015.041111117244,5
CMA-ES-Resample(k=10),46,800,800,8028.289199204864,2047437.4628925733,582668.0537024807,7677381.231744798,1941409.2084732594,484872.5990408609,7375565.003142951,5
CMA-ES-Resample(k=10),47,800,800,4684.420932338569,139562.0910301917,10305.189235021395,648616.4570914849,22021.53603275591,10286.023179679181,69793.45153525566,5
CMA-ES-Resample(k=10),48,800,800,6420.404733947245,50680.08831803478,13740.53625455156,196800.407071799,16144.847918594354,13429.583458792207,30217.027094192785,5
CMA-ES-Resample(k=10),49,800,800,2772.018143173568,5163.37383099448,4437.215616369455,8943.077588184233,67894.7464186667,5153.763434396016,315051.1295620252,5
CMA-ES-Resample(k=10),50,800,800,2319.9167623012595,107383.70234654029,7272.750073924521,496989.91017441865,13887.771614523479,8859.686589478239,35221.12637026764,5
CMA-ES-Resample(k=5),1,800,800,2039.9184769729052,4111.319464696386,3151.039199708881,8416.715596486782,3665.590583888958,3377.7648565703917,5364.9019839687135,5
CMA-ES-Resample(k=5),2,800,800,3407.453688058505,9395.996261196671,8788.21933946057,14602.937457984588,7994.9850951732005,7466.620141229391,12456.700321735454,5
CMA-ES-Resample(k=5),3,800,800,4227.360006767112,10861.430955253156,8921.313698532296,20563.190161394286,9521.266947908553,8591.483373906647,15094.792781073103,5
CMA-ES-Resample(k=5),4,800,800,2352.1246373511267,4755.101725243972,4157.50866119075,8419.423226580064,5329.269779975039,4351.856988953292,10143.825984860641,5
CMA-ES-Resample(k=5),5,800,800,2751.126363515898,31842.849554283293,8824.282687688712,124040.35235830095,6614.7267079557005,5366.33841668192,12425.542499366824,5
CMA-ES-Resample(k=5),6,800,800,2922.189183319012,222634.1643439941,5458.854301717133,1075294.9436316686,9923.178496306195,7438.426496112812,21596.657840412758,5
CMA-ES-Resample(k=5),7,800,800,2719.9943552456484,12074.524552218933,4971.018543106365,41424.410205007654,5392.122938208564,4867.339383658753,8747.842797921694,5
CMA-ES-Resample(k=5),8,800,800,3366.2079243269377,6042.884529623506,5403.419694857243,9922.025249707902,5145.604431359021,4642.465031240419,8084.6575251871245,5
CMA-ES-Resample(k=5),9,800,800,1916.2452420858228,16769.020551623264,3435.492165188658,69502.5102155006,5667.336008285099,3613.966591511995,14368.061473289554,5
CMA-ES-Resample(k=5),10,800,800,4355.454334557161,11711.115964890705,10286.076945821307,20505.70902864556,11167.029015670467,9979.853210590703,18496.51888354859,5
CMA-ES-Resample(k=5),11,800,800,2185.683595913132,3699.103486889297,3427.9979425850306,5574.79406260471,3724.6672884217214,3307.396068484787,6029.272853344372,5
CMA-ES-Resample(k=5),12,800,800,2759.777110827809,4494.967142700496,4170.7852891659495,6807.603801979266,82549.68894537617,4151.053806182618,391100.69119325624,5
CMA-ES-Resample(k=5),13,800,800,6120.867820008907,10321.088681504152,9196.770734700045,17723.263921037113,10456.793718336197,9081.537286750929,17659.75506020795,5
CMA-ES-Resample(k=5),14,800,800,3215.6423499916523,10396.133055732284,8408.27837035376,19969.326596047755,6217.816939203698,5384.418602036415,10556.436098678645,5
CMA-ES-Resample(k=5),15,800,800,3263.232885308545,1461652.4373337904,10525.022634720719,7148745.933190985,13245.77131806928,5126.122864457425,46244.12053349588,5
CMA-ES-Resample(k=5),16,800,800,2074.26696271163,3689.256046710235,3162.097632580152,6368.170063545356,3565.437463760143,3166.9124000835104,5726.664817858184,5
CMA-ES-Resample(k=5),17,800,800,2823.3738979674217,5142.309903341562,4865.547059127649,7396.866641083863,5401.891664048526,5044.904668039633,8028.059210264717,5
CMA-ES-Resample(k=5),18,800,800,8318.491631760662,84436.49929101036,29050.018426915063,304515.4180893983,37260.622567605096,19547.898964607495,112900.6051180211,5
CMA-ES-Resample(k=5),19,800,800,6962.131306490234,11578.918574600782,10319.579375926818,19883.695762959833,25157.274724284944,11098.274196073055,84569.03052349281,5
CMA-ES-Resample(k=5),20,800,800,3393.9142694345073,51475.33515423762,7811.633778159268,222882.80431935628,6762.734169112899,5795.140844599311,11612.135723306452,5
CMA-ES-Resample(k=5),21,800,800,3286.7445814981943,10922.26291818199,8176.967155945147,23617.4794214803,7303.626584247677,6504.9448743583725,12069.403378184785,5
CMA-ES-Resample(k=5),22,800,800,2105.0480540967264,3844.9958706370935,3572.5601861759637,5594.709825521912,4026.2561322666643,3669.5639972753484,6123.677268676523,5
CMA-ES-Resample(k=5),23,800,800,4617.740359641955,11500.02940392447,8691.458957211476,25153.144340668114,9747.712601545965,7625.039060035332,19154.43949848781,5
CMA-ES-Resample(k=5),24,800,800,10819.96038315015,258083.13746544195,62885.62665997102,1034726.323989522,118850.75526934981,47872.17360931756,401438.9304267113,5
CMA-ES-Resample(k=5),25,800,800,4176.362262848844,13446.488318782718,9354.849682417256,31703.829699909817,10193.671428008933,8470.092472925204,19506.91486903897,5
CMA-ES-Resample(k=5),26,800,800,3345.7362544604894,34543.921558590795,8793.988523313838,137277.55920326384,13309.017316832409,6627.441771149555,41235.23910540314,5
CMA-ES-Resample(k=5),27,800,800,4574.988801808444,422969.7854366631,13300.334169892283,2017088.8208076472,43380.44933758948,11432.706951905082,171173.06108385278,5
CMA-ES-Resample(k=5),28,800,800,6750.288333911324,605305.1609662867,58919.011893773575,2653766.066162083,625382.7941680978,17146.573567714564,3015496.3163162298,5
CMA-ES-Resample(k=5),29,800,800,2069.8240755500774,4555.289702932381,3772.4494090952776,8391.330307714186,3816.296197099081,3641.3210170612156,5426.868711885884,5
CMA-ES-Resample(k=5),30,800,800,2912.058023500096,43681.53414545156,5600.71090212792,194257.38987828692,17659.278307549626,6570.689099503735,62816.72189063184,5
CMA-ES-Resample(k=5),31,800,800,2702.8920210453107,7808.93285106149,5357.017548684441,19219.172617066917,7295.21658108976,4863.604572899801,17721.277838780505,5
CMA-ES-Resample(k=5),32,800,800,5091.826281800274,72540.58412138064,16091.777093427178,299022.00755061046,53971.501708068914,9686.615972947275,229818.62253559136,5
CMA-ES-Resample(k=5),33,800,800,3117.7039251089063,9277.07735825841,7263.941989395304,18849.439282852374,5991.127969637233,5302.657133341044,10018.738009363946,5
CMA-ES-Resample(k=5),34,800,800,4213.762001484042,10474.832849318998,8747.227423659006,18905.13715081583,9917.623972224581,7738.74821551924,20268.685267710556,5
CMA-ES-Resample(k=5),35,800,800,2273.4093661153333,4760.0730302625425,4128.028889542264,7886.0502487379945,4619.547049477174,3966.091608184155,7827.148485169941,5
CMA-ES-Resample(k=5),36,800,800,3716.5296955573995,6976.267629154572,5976.979690632104,12151.915720923058,6488.822178503563,5574.230862652963,11212.816879718439,5
CMA-ES-Resample(k=5),37,800,800,3806.077331612578,85356.92135686731,18319.475807838884,340216.8689653888,8738.479938379125,7417.538571565921,15926.79210238834,5
CMA-ES-Resample(k=5),38,800,800,2375.70412972283,3899.209721089706,3630.1375975826713,5725.682608380651,4053.5396317187906,3586.1787981747348,6525.644080564022,5
CMA-ES-Resample(k=5),39,800,800,2096.4632636159286,3680.757531367777,3494.941535844805,5335.050220689024,3555.986105668902,3307.283339661488,5193.056327630025,5
CMA-ES-Resample(k=5),40,800,800,5313.437798789822,36515.22262352407,12087.371785368287,134680.53083330183,16165.60860017805,13338.479140944153,32060.54530714027,5
CMA-ES-Resample(k=5),41,800,800,2362.337784908056,6100.696042287349,3951.8608575360163,15455.89626274166,4789.254122721261,3513.7316236662255,10754.734617717228,5
CMA-ES-Resample(k=5),42,800,800,2320.298590877287,4414.047189314504,3960.2902625781308,7292.719540286955,3563.5409725646887,3322.682504138542,5166.8939475897605,5
CMA-ES-Resample(k=5),43,800,800,2665.107938355859,5571.180293768747,4560.236379265583,10568.302648834455,29459.62067297632,6652.850418231023,120496.55454225448,5
CMA-ES-Resample(k=5),44,800,800,2638.675191313908,4750.6096210690175,4401.707721661249,7215.834969792066,4409.967687498253,3856.885188862011,7131.447505170231,5
CMA-ES-Resample(k=5),45,800,800,1835.982355204354,4564.3504527345485,4275.669828306709,6738.848878829091,3358.6000366840894,3146.8602172511737,4775.148284415229,5
CMA-ES-Resample(k=5),46,800,800,7249.703302570862,2653703.440365587,404557.69427204767,10730859.032195965,1402322.0873842216,277303.6266998825,5585691.215909582,5
CMA-ES-Resample(k=5),47,800,800,5161.094046243019,307523.8240094555,21421.229230312565,1423077.1450100925,17831.05119751108,12343.289482866676,44366.870498967786,5
CMA-ES-Resample(k=5),48,800,800,6931.460392664532,17401.65445776426,14450.72351627893,32420.074578868385,17471.97991459258,14420.945357479683,33217.374099448665,5
CMA-ES-Resample(k=5),49,800,800,2633.470722982051,7552.0541011986925,4901.755514076597,18907.765099989898,77385.21699144843,4268.28279905177,365058.75221692055,5
CMA-ES-Resample(k=5),50,800,800,3035.9979471578554,7159.565365908701,5205.464545796169,15741.82794013045,6523.339942752345,4801.025975335578,14651.831881640084,5
CMA-ES-sep,1,800,800,1888.6492344987837,4048.2650098874255,3143.7010270001774,8330.315964477324,3095.4491483810707,2860.4674762718087,4665.831974130308,5
CMA-ES-sep,2,800,800,2251.9650073263747,6067.334100300015,5537.386467613569,10209.624024779932,5251.593135104751,4662.767362614587,8741.545268978505,5
CMA-ES-sep,3,800,800,2837.3525010589383,7382.152788549436,6587.834329218338,13229.344803637794,6207.711553423663,5722.407455531627,9846.812444835241,5
CMA-ES-sep,4,800,800,2524.856306786337,5277.914573211164,4750.431572703999,8562.868561746158,5541.7760861365705,4430.5079163717755,11005.268723413985,5
CMA-ES-sep,5,800,800,2227.9561015240074,36194.81878286849,5330.189919298893,158607.51492125762,5226.886963185034,4240.035849778731,10124.10682621506,5
CMA-ES-sep,6,800,800,2983.872649822543,280635.84336638916,6397.858563167572,1358174.2057044937,10766.159744799728,5975.235000722215,30724.71972986521,5
CMA-ES-sep,7,800,800,1985.582984550103,9780.140013643817,3361.9694296745133,35498.18671396925,3898.903420290585,3364.3611322796996,6745.678200650421,5
CMA-ES-sep,8,800,800,2909.9343656630854,7890.011354212535,6808.097839301018,13553.230913088246,5445.7026915120305,4867.292016701571,9036.447175736977,5
CMA-ES-sep,9,800,800,1933.7809403884999,4372.788118752604,2960.1386943216876,10391.298755788976,6599.266567293702,2918.970361614426,21624.5091514139,5
CMA-ES-sep,10,800,800,3325.8444502086436,6962.597613329195,5518.010248149712,13710.584340785215,6571.078031147146,5708.77536733092,11335.2018940708,5
CMA-ES-sep,11,800,800,1933.798726600901,3437.6017918859434,3172.4820157622507,5233.14442602885,3427.0087747603484,3046.857488874147,5644.715675320177,5
CMA-ES-sep,12,800,800,2316.699214597701,4668.573426072186,4334.70493716962,6941.366299498517,95785.61130573522,3728.64889258116,457735.2327527631,5
CMA-ES-sep,13,800,800,3612.3480450048855,8466.14867249535,7369.380125983902,15393.638125644622,6940.521579326,6060.764719726043,12020.545104647013,5
CMA-ES-sep,14,800,800,2563.770750041652,6666.54862898496,5221.577637097412,13542.397057279788,5098.31005428657,4375.087868472302,8810.354864030478,5
CMA-ES-sep,15,800,800,2689.6629985617055,949136.2010830485,4164.292431667054,4657056.165289401,18382.01727110841,4853.13258741311,72768.72355012617,5
CMA-ES-sep,16,800,800,1766.6828573709104,3891.0131901135037,3380.6487245177864,6638.516433295662,3242.0564816112133,2865.488538525604,5164.1248435246625,5
CMA-ES-sep,17,800,800,2959.4536758825316,5339.143678143602,5021.717696111435,7629.659802225815,4379.250125866527,4048.000482896358,6740.2636487498485,5
CMA-ES-sep,18,800,800,3167.5739267129393,37313.88225122185,8259.473708910005,153468.30314293335,21581.512132707896,9237.40436763854,71921.62303651354,5
CMA-ES-sep,19,800,800,4471.093930950237,11018.263926406187,9215.857892578812,21061.839470539588,27031.58092315272,9205.74925494444,99139.6512726038,5
CMA-ES-sep,20,800,800,2481.2737474599785,16204.842887405295,5448.770607743225,59016.670907355336,5046.286632194427,4582.896566210295,8175.99800289823,5
CMA-ES-sep,21,800,800,3735.1980102789157,7782.193317001938,7090.555940840266,12408.88215644683,7721.216649864722,7141.025045855176,12257.395990146577,5
CMA-ES-sep,22,800,800,2235.6302411564498,4125.257789467058,3859.2896345129834,6046.204316937442,3866.7237560927897,3509.5574565985626,5882.73606466262,5
CMA-ES-sep,23,800,800,3552.1917981418956,13843.96603945829,10520.501824242087,30290.520022639445,9483.588490541762,7438.366791731345,19004.061125826254,5
CMA-ES-sep,24,800,800,13985.28518576012,661180.6764955455,160504.3842723422,2588537.9592558304,98885.01051793135,55670.31900925952,270078.7536843245,5
CMA-ES-sep,25,800,800,3407.3452472603276,12836.386074520773,8907.151267614136,30971.605450474504,9638.083101633623,6976.936005617012,21660.326382187173,5
CMA-ES-sep,26,800,800,2301.2350018576676,15685.305131276255,4749.178435481615,59587.97061500757,7231.574161030248,4615.424039177002,18331.29151568432,5
