algorithm,seed,budget,evaluations,best_observed,post_mean_best_observed,post_median_best_observed,post_cvar20_best_observed,post_mean,post_median,post_cvar20,postselect_k
CMA-ES-Resample(k=10),9,800,800,3348.138631507539,9532.830845643455,6229.933784533294,23474.237072310727,15532.041919271054,6502.4442049433455,52436.787646788354,5
CMA-ES-Resample(k=10),10,800,800,5114.631646044142,9774.496127394616,8335.456418021826,17597.15997540886,10192.800188041107,8801.36920509522,17735.87648539245,5
CMA-ES-Resample(k=10),11,800,800,2364.123752025961,4062.6265836581642,3764.9119153680317,6074.171018288815,4503.4505880309625,4010.992809507714,7171.673092743895,5
CMA-ES-Resample(k=10),12,800,800,3440.311206184708,13246.912733125582,6098.381264227914,42942.86052420845,163088.3604499974,8034.167696810551,773019.1002080457,5
CMA-ES-Resample(k=10),13,800,800,6022.107216992256,16836.5102650774,14666.537861623441,29414.374422656405,10504.45284884334,9604.64538379383,16659.360985777064,5
CMA-ES-Resample(k=10),14,800,800,3735.759774029778,6313.690936590127,5780.289531036915,9778.25496716494,6782.7081397846805,6037.116668856717,11135.03222374577,5
CMA-ES-Resample(k=10),15,800,800,4376.640800177981,1081884.3059141736,6354.296981948701,5302335.271983342,7511.9178403551105,5948.093008680122,14791.047259167934,5
CMA-ES-Resample(k=10),16,800,800,1890.1246665352692,3985.132602326251,3548.4837491201533,6507.817825411675,3756.895353259618,3493.653388816755,5589.849129513443,5
CMA-ES-Resample(k=10),17,800,800,2983.824974918974,5380.26483736499,5036.800135807612,7782.312103939053,5330.407833197081,4985.685357255172,8054.37153782303,5
CMA-ES-Resample(k=10),18,800,800,16554.261751982067,277802.85821672506,45037.045612584254,1158663.6164239843,240048.36708701256,90149.94771461826,796435.9145702408,5
CMA-ES-Resample(k=10),19,800,800,4676.918903593591,15440.944065256546,11350.040617380702,33190.28960907755,27153.374001468732,11207.6576163948,93112.21978340505,5
CMA-ES-Resample(k=10),20,800,800,7097.042925790281,31197.392336047793,24170.25251654363,67855.89654643739,14099.899926683349,12686.628265067233,24635.906381825804,5
CMA-ES-Resample(k=10),21,800,800,4549.193644379499,11652.184762406432,11058.509629006823,17194.293984950342,14178.503386455917,10682.091597492403,30361.280466656226,5
CMA-ES-Resample(k=10),22,800,800,2301.625618894842,4017.767199023764,3775.8056708662752,5846.259730355571,4010.238705069168,3707.368188771702,5932.538464039246,5
CMA-ES-Resample(k=10),23,800,800,4283.281054481318,22333.7919673289,17964.336712268694,44449.4492294601,14191.139000250354,11791.939148497022,27650.231222934806,5
CMA-ES-Resample(k=10),24,800,800,22437.55264656867,438969.95699687244,112451.06761348053,1728219.0977348587,212873.18631067322,75827.13864392374,774022.6505666604,5
CMA-ES-Resample(k=10),25,800,800,6666.807785368601,15783.162079266891,12586.725010729595,30357.01252656404,15677.606022609838,11170.902021239657,34996.69171636625,5
CMA-ES-Resample(k=10),26,800,800,4754.419347263328,38231.383908945136,11500.977570860787,145975.55517452888,19928.79695398442,9468.939135671018,62861.64580968974,5
CMA-ES-Resample(k=10),27,800,800,4517.218087626713,756212.3988859351,29904.955274250948,3566192.5653863656,43208.653358946554,11796.75810313642,167690.1633639373,5
CMA-ES-Resample(k=10),28,800,800,8668.736871927953,168699.01541450332,23014.10295709667,743016.5460995077,801730.838700191,35059.64534237696,3819405.719189653,5
CMA-ES-Resample(k=10),29,800,800,2629.466546824357,4637.876147212681,3954.3674267229717,8106.85156658818,4260.594214573608,3990.941917778816,6030.392884403505,5
CMA-ES-Resample(k=10),30,800,800,3610.9676612830717,10710.30339909335,6604.171616244867,28212.651826774214,8256.992974537156,7220.5260875072745,14019.540854233566,5
CMA-ES-Resample(k=10),31,800,800,3183.1962530014707,8731.971259440217,6280.507718459743,19836.067503589005,8756.73894104333,6627.299595949771,18970.218851495734,5
CMA-ES-Resample(k=10),32,800,800,4919.005485214536,149360.76296809912,30099.454200396038,624468.991234706,50775.3577533747,10967.041378709517,209949.95486167545,5
CMA-ES-Resample(k=10),33,800,800,5036.330732430779,10705.348336272778,8907.599059408663,19173.13303572449,9597.357570551467,8161.337341003139,16922.13267128007,5
CMA-ES-Resample(k=10),34,800,800,3627.3742696801964,8711.050807758009,7137.43690492289,16137.815932343814,9068.87742120392,7374.04006475654,17748.41986656436,5
CMA-ES-Resample(k=10),35,800,800,2752.2226267526416,5724.998284839625,4869.5995169407615,10237.447193070731,5633.512949776951,4976.832387202215,9284.650956694835,5
CMA-ES-Resample(k=10),36,800,800,3848.0894275226847,8835.224951638535,7440.460645411529,16057.165233618833,7571.553473853059,5842.217974049143,15518.124551183157,5
CMA-ES-Resample(k=10),37,800,800,5039.412808136002,27160.410352626517,13150.916359148245,87556.10214839542,15927.208186886222,12404.057120514246,33888.969850789086,5
CMA-ES-Resample(k=10),38,800,800,2091.6088753008257,3990.616748640804,3549.556478881167,6264.353995074156,3924.4750785086176,3445.36761207588,6460.676517823862,5
CMA-ES-Resample(k=10),39,800,800,2481.5833244906858,4034.418242325786,3777.4080083963813,5960.538389986425,4750.846494052955,4393.754778656437,6950.969365110113,5
CMA-ES-Resample(k=10),40,800,800,6189.964155641573,43170.755894200265,16929.11425644949,151994.74296608922,19297.088044840748,15051.520156387262,42380.310218386316,5
CMA-ES-Resample(k=10),41,800,800,3247.0418350259306,8151.969834238901,5411.54273942386,20377.111954658518,6420.762379958251,5081.779287365939,12750.65770587584,5
CMA-ES-Resample(k=10),42,800,800,2441.9773458905065,7094.759277779127,6111.796485763852,12464.5654788467,3992.8594391316,3727.6506174224587,5942.230326065166,5
CMA-ES-Resample(k=10),43,800,800,2560.372536894817,21501.564577733974,12105.965022875484,61133.06420028009,41193.5436479327,8325.473858257212,171619.946578909,5
CMA-ES-Resample(k=10),44,800,800,3686.315165881224,6426.992670335801,5842.765437002954,10094.25897041808,5494.310630342938,4971.606965470011,8457.411177406535,5
CMA-ES-Resample(k=10),45,800,800,2641.4891972963715,4562.49574137523,4256.465160729169,6557.649126538445,4487.118405307938,4248.204228602473,6477.172694257018,5
CMA-ES-Resample(k=10),46,800,800,8192.557565768811,2261285.8852428393,472009.5732337981,8987098.885827882,2237005.034470718,343292.9089325065,8962900.937308159,5
CMA-ES-Resample(k=10),47,800,800,4300.329525394594,73906.29268589879,8098.442976852639,334253.9120509982,16311.302659862387,8510.610693739725,49695.26544366974,5
CMA-ES-Resample(k=10),48,800,800,6162.374312955854,46977.18329682002,13039.113961363837,181306.74896079022,18123.47859992258,15256.057185369289,32878.42852044438,5
CMA-ES-Resample(k=10),49,800,800,2902.011807069918,5512.837624618554,4570.88483262877,9793.176845186457,64983.867925625,5144.715784329772,300710.36766789656,5
CMA-ES-Resample(k=10),50,800,800,2396.0012835199186,109626.450958673,6284.779920477578,513443.94927513326,11897.262164994056,5830.894895930507,37044.4035286291,5
CMA-ES-Resample(k=5),1,800,800,2282.81031789492,5145.9802553172585,4115.913624732199,10145.881670229448,3358.953075853076,3089.929795640225,5035.973544660056,5
CMA-ES-Resample(k=5),2,800,800,3874.0794191046903,9146.619560667697,8471.168598918048,15005.452763581348,8638.646382109811,7747.159324942167,14499.735959193255,5
CMA-ES-Resample(k=5),3,800,800,3476.651169579484,14757.042375754343,11458.36010714247,30393.009314888513,8801.941351096752,7934.673168065679,14192.075788954555,5
CMA-ES-Resample(k=5),4,800,800,2662.0007046587893,4561.751955543128,4027.4222355697893,7586.756170763017,5064.396835199741,3902.986342332086,10401.46764464757,5
CMA-ES-Resample(k=5),5,800,800,3396.1752227857705,29504.24627279082,6344.283090424004,121642.43780498196,7294.811696300162,6052.208147476433,13494.536140250635,5
CMA-ES-Resample(k=5),6,800,800,4495.199344963633,139314.17232889225,7987.156520151775,655671.4106664825,11347.526649910462,7954.354187670608,25653.535053339037,5
CMA-ES-Resample(k=5),7,800,800,2919.17310231844,11216.682206762982,5746.119519040392,34554.14410838121,5520.500164115481,4880.94463403199,9081.47913832961,5
CMA-ES-Resample(k=5),8,800,800,3541.7152913764808,6796.218810457936,5977.686917835959,11438.975056174075,5971.252001710421,5422.373015977868,9558.23441126163,5
CMA-ES-Resample(k=5),9,800,800,2067.004304750694,11884.794818586906,3714.096543139033,44648.68862378283,7366.867292409781,3797.5022564686788,22268.551787479824,5
CMA-ES-Resample(k=5),10,800,800,4342.0397475735,10706.5348234177,9697.661811174263,18085.71483118096,10334.4607822797,9165.429112574753,17304.66064177262,5
CMA-ES-Resample(k=5),11,800,800,2375.1994382083435,3720.82013733134,3392.174346704024,5505.3457427111325,3837.0828190634165,3446.8586279001674,6108.165089386214,5
CMA-ES-Resample(k=5),12,800,800,2892.8217684486117,12923.818670602765,4583.149244926835,46658.153057121366,85848.3244484321,4974.786702085668,404138.039693956,5
CMA-ES-Resample(k=5),13,800,800,4807.390606973007,13578.11565806029,11619.852118533236,24323.202107707566,9566.551691021614,8468.246751360834,16236.836312101814,5
CMA-ES-Resample(k=5),14,800,800,3034.437380893697,5484.812279526454,5060.62788266501,8217.920910499397,5777.227947848791,5140.359677883198,9262.83740444486,5
CMA-ES-Resample(k=5),15,800,800,3254.303233088035,1030811.8739168873,8253.39365517089,5044620.290684858,19419.4713905382,7915.307141345655,67072.5110286641,5
CMA-ES-Resample(k=5),16,800,800,2186.1922325053047,3677.343116566951,3169.051827238336,6119.381711642854,3772.9421944888904,3296.905151818546,6436.326185733498,5
CMA-ES-Resample(k=5),17,800,800,2882.757650071261,5466.226948668197,5083.731240923404,8045.999456519615,5168.60542603288,4685.729600290175,7911.431861699158,5
CMA-ES-Resample(k=5),18,800,800,7557.442888786554,135334.01955249524,38553.43255824939,519019.97107947903,62174.01968107115,20758.33043653299,228345.97404222126,5
CMA-ES-Resample(k=5),19,800,800,5771.743966691967,98024.44774285083,39626.365028637796,330605.476232706,31617.02668661537,18649.99080121184,87843.60955976987,5
CMA-ES-Resample(k=5),20,800,800,2778.7198372350017,9494.713837246847,6970.970669973404,21282.913591572393,6384.219327110752,5672.442217312773,10707.833155264756,5
CMA-ES-Resample(k=5),21,800,800,4197.748488515668,9881.098267317451,8715.286270167722,16555.353512075053,8081.443563720253,7192.031061459141,13771.761998599915,5
CMA-ES-Resample(k=5),22,800,800,2043.4546757880005,4068.1930438297254,3721.6758839036306,6090.393866689974,3870.3060899417496,3484.785190839389,5909.094507740829,5
CMA-ES-Resample(k=5),23,800,800,4332.745475123671,15483.933923968225,11380.551174297303,34567.40098328093,13216.66800196367,10801.773932805369,26002.8752572936,5
CMA-ES-Resample(k=5),24,800,800,22024.913474279136,257995.88414461876,41731.35802167804,1122088.8324011555,167777.98958287042,77266.4634047641,524225.07767230284,5
CMA-ES-Resample(k=5),25,800,800,5682.0645983530085,14682.80193481933,11649.485353087715,30088.62139505117,10222.490916723253,8659.041263054265,18984.194729481093,5
CMA-ES-Resample(k=5),26,800,800,3719.3247736456797,180311.24861745158,20181.52346410733,804219.8736405459,11734.962346990153,6735.765655823192,33209.60172041274,5
CMA-ES-Resample(k=5),27,800,800,3563.6816109903707,456834.42412850435,13021.976292096446,2182980.9446761278,53022.11196791504,8266.446154985715,230851.02377096764,5
CMA-ES-Resample(k=5),28,800,800,6843.185809835865,230909.1884073413,18347.83089413796,1053039.3425180207,555650.7373647557,20002.70647463818,2656266.7703559054,5
CMA-ES-Resample(k=5),29,800,800,2320.234616545276,4209.899079996787,3467.25232589273,7691.547774661821,3733.503812443584,3449.9139315627967,5508.914078181568,5
CMA-ES-Resample(k=5),30,800,800,3048.549284981031,5704.558118204372,4876.1517468692255,10474.700163153595,9636.254455934995,6309.432386419716,23621.510557308287,5
CMA-ES-Resample(k=5),31,800,800,3551.6289479533057,8936.23756522329,5961.273629776213,21966.715132359248,8623.522040684848,6140.0685771866265,20112.45943422171,5
CMA-ES-Resample(k=5),32,800,800,4229.324536727746,59332.20235952199,10392.957839040955,253555.79346310502,73961.76098946069,14072.707344284596,312349.63664229715,5
CMA-ES-Resample(k=5),33,800,800,3607.822894240513,6984.5502900146,5632.086256901944,13635.973373657256,6118.466381919745,5551.211252061721,9600.533794700626,5
CMA-ES-Resample(k=5),34,800,800,4663.3228678743435,10071.898642929202,8470.872489331981,18130.565743375602,9192.646793125947,7411.6888249224,18079.616330886565,5
CMA-ES-Resample(k=5),35,800,800,2816.5354310212056,4793.588523829924,4332.451116661759,7850.925338575557,5159.330143877974,4593.470096762879,8091.719727167523,5
CMA-ES-Resample(k=5),36,800,800,4055.230101796703,10647.968914889105,8807.495306786412,20032.62597423614,8035.099868867694,6923.471788170402,13221.975956661028,5
CMA-ES-Resample(k=5),37,800,800,4134.065158410653,18024.076237845977,7895.930431521878,59610.608213841304,9784.097137031291,7825.020856617344,19714.779096989685,5
CMA-ES-Resample(k=5),38,800,800,2712.0806490847663,5658.7979699107855,4898.942231900959,9458.51453660337,4766.671297541827,4206.795629510301,7948.800431958238,5
CMA-ES-Resample(k=5),39,800,800,2046.4379215222423,3634.2074570533405,3377.5790269784193,5250.963460955571,3461.257671097374,3165.8113475132977,5207.496945604721,5
CMA-ES-Resample(k=5),40,800,800,5256.020735986264,15137.007110225648,10501.97727320122,35788.59519609088,13769.065567624653,11355.141157659305,26850.047954635636,5
CMA-ES-Resample(k=5),41,800,800,2211.2353368141885,6129.168017368196,3925.471953191453,15519.73703571851,5145.5793313922895,3804.115084332494,11081.548514039268,5
CMA-ES-Resample(k=5),42,800,800,2017.4400258064225,3722.4503815161497,3342.949703271258,5883.67912833191,3480.36852896441,3196.034258386129,5181.369639348181,5
CMA-ES-Resample(k=5),43,800,800,2526.6283957750265,35579.70056768149,5387.2314217656185,154442.54315742425,27641.495044365573,5076.131943335013,117235.89668713229,5
CMA-ES-Resample(k=5),44,800,800,2522.466818452977,5117.880276022338,4613.097637021283,8327.809296024217,4914.248883546536,4376.568044781874,7781.587733125127,5
CMA-ES-Resample(k=5),45,800,800,2493.1047608649797,4411.0844688594525,4231.473763847056,6192.561422362095,3945.3334709583214,3801.463066704405,5528.045462425593,5
CMA-ES-Resample(k=5),46,800,800,11285.178789026913,3108339.8266418176,833644.4335259686,11801614.865626646,1628178.6341460105,263402.4839812331,6565982.216201732,5
CMA-ES-Resample(k=5),47,800,800,4980.694938315599,96165.20759028301,7463.200108552918,446224.3767261185,9688.531046550126,7532.557616106231,20186.60147589759,5
CMA-ES-Resample(k=5),48,800,800,5849.277155320405,32232.74645215754,27202.01540839135,62396.163764658864,11324.006775220718,9877.74363861932,19666.526531980067,5
CMA-ES-Resample(k=5),49,800,800,2810.4585107830258,12467.173330821175,3898.5403174152775,46970.71232687551,49758.29684629827,4323.490282424753,228819.36011451628,5
CMA-ES-Resample(k=5),50,800,800,2818.0304259962177,13362.479787561695,6116.851740921351,43131.5188978417,7170.336653217802,5187.931525142587,16158.219320809107,5
CMA-ES-sep,1,800,800,1974.007533768202,3921.7928470265597,2955.3947970575427,8170.949178060057,3201.5431035972188,2949.4186448689015,4878.476568348397,5
CMA-ES-sep,2,800,800,2612.789801783643,9629.478816999992,8282.932583092468,17129.801284535824,6360.001640537198,5605.177762898575,11043.501891052681,5
CMA-ES-sep,3,800,800,2833.8811340783327,6168.256411191194,5141.054424986805,11564.34277253001,5773.280201819964,5266.0681638265905,9555.609043116281,5
CMA-ES-sep,4,800,800,2652.7527120377435,6337.9916308802185,5550.641663657501,10626.859762692195,5036.610898538908,4188.123241764111,9342.037468652386,5
CMA-ES-sep,5,800,800,2492.027302658267,15990.073335596891,4939.269321797094,60631.57799667145,5835.243397016391,4676.411935452732,11426.187063593297,5
CMA-ES-sep,6,800,800,2819.885535201477,220340.42416272388,5672.274201593613,1064178.2495454988,15159.500598404717,4789.085992261467,56979.99516527665,5
CMA-ES-sep,7,800,800,2049.670669809992,10692.550228059472,3823.9095128567283,38394.53600045485,3860.2688933826876,3329.8278391479075,6673.314133409349,5
CMA-ES-sep,8,800,800,2731.0065257766432,5447.817899898451,4772.346339914035,9639.017346285156,5160.606658239306,4544.925630209516,8779.62146309653,5
CMA-ES-sep,9,800,800,2175.3320106300525,72091.5661052739,3426.50720440611,341526.08648894995,8061.288012509032,3413.2649929402533,26842.260835377077,5
CMA-ES-sep,10,800,800,3802.3166875271036,7319.445874271087,6084.289949121022,14001.807258005661,7334.455562925577,6128.986279451747,13737.669003173243,5
CMA-ES-sep,11,800,800,1963.1013933872593,4131.865138218579,3803.8337098585152,6036.982534795513,3519.2651419221115,3073.3121815688246,5718.944653424498,5
CMA-ES-sep,12,800,800,2099.4268496522445,4183.782190106032,3744.7480519489027,6798.032625336538,105327.0207920108,4564.5632165357365,501345.9241913054,5
CMA-ES-sep,13,800,800,3384.306134380681,12180.120618517685,10437.424774810504,22178.889078674507,7477.641377092072,6604.525668038068,12687.396884273472,5
CMA-ES-sep,14,800,800,3060.3267300163848,6810.187878490065,6249.627471689913,10590.290524644408,7398.918510949161,6681.878830981641,12186.315955100203,5
CMA-ES-sep,15,800,800,2936.1160231132617,1455841.5354940048,4731.412749021238,7149050.996860191,10809.686470477045,4512.298067669755,36451.26278441955,5
CMA-ES-sep,16,800,800,1964.0471804154602,3301.7444799928467,2883.2235127324084,5466.505114014062,3233.2134612460904,2845.3258603553077,5125.228885977574,5
CMA-ES-sep,17,800,800,2681.0680198613527,4842.105668207791,4587.798657923766,6990.286218272971,4651.139474151309,4305.6380105450935,6939.5977700229605,5
CMA-ES-sep,18,800,800,4168.4759012475315,151930.95725740964,16644.90737426812,679229.3173978949,16937.813526324837,8114.118792748972,54183.72870595672,5
CMA-ES-sep,19,800,800,3011.2664049531427,7496.268021684802,6286.0690121677835,14016.129068006067,15987.42232435896,6072.191738002472,55958.18774600196,5
CMA-ES-sep,20,800,800,2920.383917073665,9755.507784551293,6132.95335672868,25545.13926076795,5873.196704395888,4709.51182758291,11813.879300745592,5
CMA-ES-sep,21,800,800,3473.96132138132,11401.50367686453,9759.456674522273,20854.18800597381,7761.173488559485,7041.639953172545,12989.671553457003,5
CMA-ES-sep,22,800,800,2171.425031311774,3474.2431048764574,3077.1030262156114,5328.371421527012,3605.605862041355,3174.5152535416046,5795.08986646566,5
CMA-ES-sep,23,800,800,4797.493677107002,15712.757721036849,12222.752368134401,33933.05293588303,13451.674484468647,11102.937531272,25837.099104132645,5
CMA-ES-sep,24,800,800,9623.850137816124,675390.304735136,72959.16063221399,2982549.0382772284,89289.01483988,49429.90096663158,264420.8150774607,5
CMA-ES-sep,25,800,800,3036.6637688889614,14548.299996648833,10262.537693588492,33917.74198223359,9332.192811610561,7219.365379379231,20028.239686771438,5
CMA-ES-sep,26,800,800,2737.9400435229827,9683.07809688977,4639.7711159102655,30772.265697619274,6169.95046992487,4533.203574611032,13486.14639368204,5
