algorithm,seed,budget,evaluations,best_observed,post_mean_best_observed,post_median_best_observed,post_cvar20_best_observed,post_mean,post_median,post_cvar20,postselect_k
BERW-HeteroRobust,1,800,800,1949.3086519568683,4321.754549873533,3411.7604398561725,8673.273739684106,3272.9073366113735,2986.368335872474,5048.147517197123,5
BERW-HeteroRobust,2,800,800,2480.134724353545,6376.527432142751,5826.708078064865,10420.004699422092,4579.052933755499,4035.3011727024486,7788.948893550686,5
BERW-HeteroRobust,3,800,800,2611.914050108601,6321.933917552408,5240.303952760392,11300.95752440803,5877.109916120389,5037.838139585391,10325.253544394463,5
BERW-HeteroRobust,4,800,800,1935.3240430774965,4023.4846058578833,3456.043349928402,7099.437928615676,4268.937737886852,3322.2808831530438,8806.233197977475,5
BERW-HeteroRobust,5,800,800,2498.1417307520387,30118.01158546089,6161.360172031562,125991.78957262626,5547.589412451723,4405.5238574477335,11033.184002310018,5
BERW-HeteroRobust,6,800,800,2533.913513580548,110106.2289993055,4651.283174211585,524730.4744440468,7581.650352963565,5267.163890778649,17895.760738531702,5
BERW-HeteroRobust,7,800,800,1816.845701359877,9169.911118330561,3474.054161863274,32470.661595373876,3723.084721819214,3237.8209597006435,6282.882071267424,5
BERW-HeteroRobust,8,800,800,2671.9234570999433,4831.93851813231,4208.724844083566,8416.287568438394,4584.5225410608855,4023.4107356709046,7578.166431070431,5
BERW-HeteroRobust,9,800,800,1770.055765546691,4174.14940046714,3095.2465508728774,8988.303594556393,5837.783467587817,3039.704770008631,17479.710482261256,5
BERW-HeteroRobust,10,800,800,2603.181625194669,9007.557774883178,8095.771608165048,15198.128368394575,7089.647268360393,6138.340161443608,12757.357098875746,5
BERW-HeteroRobust,11,800,800,1538.604039651856,3429.5434501055624,3159.7308460989443,5209.289680947057,3317.6064081734603,2857.353827803433,5662.615661238596,5
BERW-HeteroRobust,12,800,800,1875.0650667833556,3229.1690668347746,2805.234971902888,5349.377697641516,78987.05623800115,3065.8928668383296,377591.3548215398,5
BERW-HeteroRobust,13,800,800,3009.164398194701,7340.650249467449,6219.273878438442,13450.639878321248,6706.481328241152,6000.371259431155,11305.274608989042,5
BERW-HeteroRobust,14,800,800,2305.6118015211105,4840.273218467695,4394.0422120062385,7646.545959851293,5033.808223571748,4631.791636899534,8142.7027099230945,5
BERW-HeteroRobust,15,800,800,3205.873880072615,877775.2648357642,5077.941979664771,4302629.2282429105,7188.630335196105,5195.482233584467,16333.257144970006,5
BERW-HeteroRobust,16,800,800,1762.016749567682,3207.4105024057035,2733.209085171655,5516.859346984364,3005.6022178577437,2710.190372898088,4559.889576542975,5
BERW-HeteroRobust,17,800,800,2307.444040441059,4340.014714541292,4068.0997782901522,6288.073260096599,3976.6622191241713,3628.9909601447735,6069.5987866174055,5
BERW-HeteroRobust,18,800,800,3007.5469766942165,119663.77102502799,14325.055319429975,523314.8511811704,38923.33642485405,9142.587585612151,156896.80328892136,5
BERW-HeteroRobust,19,800,800,3110.2305264054567,8474.32073188742,5946.368745887061,19557.50987020297,26091.513208690496,5649.363458597128,107518.50215976416,5
BERW-HeteroRobust,20,800,800,2748.1565197895416,12884.821795112617,5366.8852748705185,43171.21950104565,6199.169700811659,5483.375767860734,10941.914872418758,5
BERW-HeteroRobust,21,800,800,2724.9875305591186,5456.124661193517,4787.800496032662,8926.630684960823,5441.573727856128,4728.9595752286605,9424.744291246587,5
BERW-HeteroRobust,22,800,800,2117.010961754451,3594.1149125403754,3340.9049082905785,5285.239300998723,3697.9604752605683,3352.425312988502,5684.818419358344,5
BERW-HeteroRobust,23,800,800,3468.2220707543884,15511.622538886377,12261.781878662565,32733.650857909925,9231.865080396183,6773.885600007572,20544.20172130782,5
BERW-HeteroRobust,24,800,800,8405.178836616684,192776.4094580149,22205.256606479394,863680.3696411228,41536.092988362274,22079.61453818896,120462.00692869816,5
BERW-HeteroRobust,25,800,800,2882.8067675776065,7345.989109320817,5599.369103924475,14990.141278456676,7123.791436999127,5604.329188002368,14418.782246579869,5
BERW-HeteroRobust,26,800,800,2068.863035240209,12828.523137724645,3432.5857031685446,50232.75502672267,5179.601772350812,3543.780577454081,12379.133592225648,5
BERW-HeteroRobust,27,800,800,2903.903791759399,229758.6944768099,7508.676599114417,1103800.472279841,27920.08595919593,7595.2501593993675,110134.07173257394,5
BERW-HeteroRobust,28,800,800,5731.142337227151,121274.93859725734,10320.755340074447,556734.3725097422,594423.5879266476,11233.659573538669,2883187.255910868,5
BERW-HeteroRobust,29,800,800,2338.068376189772,4295.790379287152,3614.5679852964545,7700.274892092387,3798.3042536893854,3526.647462114305,5524.554435035703,5
BERW-HeteroRobust,30,800,800,2085.015781598485,8014.883701168705,4031.799175865909,24310.655613001327,11039.955083680212,3961.801509625693,39680.04557329609,5
BERW-HeteroRobust,31,800,800,1698.6583209385467,7301.953862010748,5049.908359397814,18003.46979862606,6987.541507172318,4938.980367468197,16909.20251367932,5
BERW-HeteroRobust,32,800,800,3010.6935822176592,107739.4198955776,7846.723933010435,500877.4640289728,74483.64583044077,6474.086580638823,342651.2404366142,5
BERW-HeteroRobust,33,800,800,2524.9194332352827,6807.1739560631895,5219.118567363249,13964.329264340802,5657.973010944363,5146.192789930252,9053.702669504371,5
BERW-HeteroRobust,34,800,800,3197.061076614275,9007.716934485024,7512.633254723145,16721.16792247476,7901.673231369038,6247.029045814505,15946.051171851197,5
BERW-HeteroRobust,35,800,800,2234.2554194488544,5240.354482684193,4174.563090445878,10351.226771015612,4902.301129324914,3959.3671686949415,9067.20134636781,5
BERW-HeteroRobust,36,800,800,2622.835958225505,5145.718295916149,4501.780362210865,8507.234039544928,4803.787694488542,4426.620204677638,7272.66110952746,5
BERW-HeteroRobust,37,800,800,3020.459904447435,34591.11933536493,6370.81306663302,145562.90874462982,12588.820643669545,5921.627272181774,39830.0259874132,5
BERW-HeteroRobust,38,800,800,1932.8554800310458,3615.375718520013,3222.026230303147,5758.8649047960025,3633.6633243323317,3175.235625895739,6113.426711820444,5
BERW-HeteroRobust,39,800,800,1525.31124231993,3187.6888232294154,2896.482313264889,4748.9095504244115,3174.091539691059,2902.0877977349755,4722.957501614935,5
BERW-HeteroRobust,40,800,800,3747.7403333467673,17113.019067244546,9780.301289624067,48626.78269241709,11108.298380069416,8937.944588439794,22497.80383911862,5
BERW-HeteroRobust,41,800,800,1688.865265846551,5861.415512434181,3653.3709106857928,15274.081326235211,4805.917124379669,3399.029138216071,10941.355871869127,5
BERW-HeteroRobust,42,800,800,2125.509019699622,5453.982803057598,3819.021059290675,12526.198537172688,3938.0182895264525,3605.7945231364592,5994.349075464716,5
BERW-HeteroRobust,43,800,800,2220.0076851242547,10888.972226745893,3554.91795840749,40421.92221384353,16979.498048620215,3616.4245154685723,69850.11071436433,5
BERW-HeteroRobust,44,800,800,2390.724281359284,5233.018716803603,4390.9795682550375,9423.953190926923,4281.007490815855,3811.844780538424,6823.123325427864,5
BERW-HeteroRobust,45,800,800,2193.2298635069883,3983.9717124830786,3673.4610778910182,5816.491064161401,3849.5239041145255,3686.5200843787275,5460.163119610608,5
BERW-HeteroRobust,46,800,800,6680.466556952562,1054998.4262628474,91113.83596451751,4669700.596646077,1165566.5141324373,65583.61694872692,5074334.030667012,5
BERW-HeteroRobust,47,800,800,3173.412000011666,171223.67051436665,6372.311908082752,819182.4926446651,17390.640486964694,7600.162899591671,57453.6194252503,5
BERW-HeteroRobust,48,800,800,4760.081303432304,12054.350551229916,10406.621952395684,22179.6597262788,12425.858170880967,9613.74608663638,25365.69280937526,5
BERW-HeteroRobust,49,800,800,2068.312199355216,8392.367860516948,3460.4414722461406,28467.98692372599,59097.972842312716,3561.010965077093,277521.186587544,5
BERW-HeteroRobust,50,800,800,2310.4181399059567,7709.526242338842,3695.832873158446,23886.31673499162,6199.804524230984,4110.01740425766,15304.876071183106,5
CMA-ES-Resample(k=10),1,800,800,2187.974326306337,5151.015504750771,4126.191241767695,10255.052093109327,3782.947326479273,3521.346164615064,5745.8319088416565,5
CMA-ES-Resample(k=10),2,800,800,4091.7691563725843,9117.633036703133,8373.032850987885,14362.88214668417,6992.042139874277,6295.039424196515,10961.155076761315,5
CMA-ES-Resample(k=10),3,800,800,3604.9296624093854,7492.269673229496,6289.522179353176,13749.544856122866,8117.533601310799,6823.3970742121555,14465.021468068571,5
CMA-ES-Resample(k=10),4,800,800,3388.4076494632122,6667.25780490014,5970.909455543604,10892.964353302206,6493.7201011728375,5415.685898908845,11899.736339874982,5
CMA-ES-Resample(k=10),5,800,800,3016.488292498683,16257.573671215037,7763.460771433751,51986.830171746595,8750.00559489195,6743.096520516198,17842.350698256712,5
CMA-ES-Resample(k=10),6,800,800,3919.9327489126317,63659.57301500712,6222.720239740862,290876.46522510634,7620.561534213978,6558.783232055385,13589.232529007077,5
CMA-ES-Resample(k=10),7,800,800,3167.273834620538,15011.05653454044,5031.977132752402,55241.721718949375,5759.197135059974,5104.014451805411,9669.247435431414,5
CMA-ES-Resample(k=10),8,800,800,3949.1741177208464,9979.930284161044,8936.823466489179,16309.964230214278,8616.674410726795,7742.535353355243,14768.875275981904,5
