"model","theta_atlas","se","num_items","time_sec"
"YeungNLP/firefly-zephyr-6x7b",-0.296079996275489,0.113664629479462,30,1.64448237419128
"HanNayeoniee/LHK",-0.187955566765784,0.192746695516135,31,1.64902853965759
"Weyaxi/Einstein-bagel-7B",0.2495917565485,0.0748776993245321,30,1.5501446723938
"ibivibiv/orthorus-125b-v2",0.209942437182775,0.0782705761206443,30,1.54897499084473
"yeontaek/llama-2-13B-ensemble-v3",-0.452649593631457,0.121550070117817,30,1.61924242973328
"AGI-0/ThetaWave-7B-v0.1",0.0866520172401271,0.108302750328894,30,1.5721607208252
"Inv/Dykh-Tau-7B",-0.0251286684208626,0.108628097905307,30,1.59271192550659
"LeroyDyer/Mixtral_AI_SwahiliTron_7b",-0.71237464976536,0.129735835558725,30,1.58357810974121
"ResplendentAI/Paradigm_Shift_7B",0.691042114823907,0.0644045232576968,30,1.61832475662231
"AA051610/C0322-reft",-1.12560513342177,0.155857255711551,30,1.65064764022827
"allknowingroger/ROGERphi-7B-slerp",0.499823467083863,0.0672638791769037,30,1.64712285995483
"nisten/BigCodeLlama-92b",-1.54753968821509,0.13990844794073,30,1.58403825759888
"macadeliccc/Monarch-7B-SFT",-0.0857915226583314,0.106407258302574,30,1.50445342063904
"yleo/EmertonMonarch-7B",1.74793102525682,0.115389931169458,30,1.65059208869934
"MSL7/INEX8-7B",2.43285350928811,0.219356017405557,500,28.984539270401
"kyujinpy/Sakura-SOLAR-Instruct",0.421995418211706,0.0672913077922493,30,1.63491368293762
"azarafrooz/Mistral-7B-Instruct-v0.2-Selfplay-v0",-0.521472585176333,0.112907406769482,30,1.62669968605042
"dillfrescott/amadeus-v0.1",0.735735410394548,0.0587103416467539,30,1.71768832206726
"lodrick-the-lafted/Grafted-Hermetic-Platypus-D-2x7B",-0.63701993435202,0.120308547994435,30,1.60664820671082
"Josephgflowers/Cinder-Phi-2-V1-F16-gguf",-1.25937299486228,0.139949200078971,30,1.69643425941467
"ewqr2130/alignment-handbook-zephyr-7b_ppo_5e7step_102",-0.550078899566343,0.111068422026442,30,1.59059739112854
"kekmodel/StopCarbon-10.7B-v3",0.333056542031521,0.0706196813999434,30,1.56864404678345
"nextai-team/Moe-2x7b-QA-Code",0.225993426209052,0.0780608402213959,30,1.60455203056335
"freeCS-dot-org/ThetaWave-7B-v0.1",0.49727662966597,0.0697201635277997,30,1.6096978187561
"MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.1",-0.973682513532373,0.137632093063501,30,1.48883938789368
"Kukedlc/NeuralSynthesis-7b-v0.4-slerp",2.37737699768896,0.208069833535692,500,28.6458911895752
"Muhammad2003/TriMistral-7B-SLERP",-0.00130034911085399,0.106014221729987,30,1.56024765968323
"FelixChao/ShadowNeural-7B-ORPO",0.499086062561936,0.0658954314019234,30,1.54720115661621
"LTC-AI-Labs/L2-7b-Hermes-Synthia",-2.05330215978475,0.139443663568238,30,1.51494789123535
"Yuma42/KangalKhan-RawEmerald-7B",0.450767477979042,0.0683215911008028,30,1.62970280647278
"Alsebay/Kilo-2x8B",-1.18578557409248,0.146698972207243,30,1.52717781066895
"Radu1999/MisterUkrainianDPO",0.494543118792981,0.0667654463803235,30,1.58793973922729
"core-3/kuno-royale-v3-7b",1.08878699653091,0.0637333228312624,30,1.64156723022461
"Stopwolf/Bumbar-7B-slerp",0.245460939207048,0.0751773288168936,30,1.55483341217041
"raidhon/coven_7b_128k_orpo_alpha",0.252099123646867,0.0749606839648414,30,1.51456260681152
"EmbeddedLLM/Mistral-7B-Merge-14-v0.3-ft-step-9984",0.0304150162263454,0.104258905718839,30,1.63498616218567
"rhysjones/Phi-3-mini-mango-1-llamafied",-0.775387449340312,0.134093448216706,30,1.58224177360535
"bartowski/internlm2-chat-7b-sft-llama",-1.03647178567101,0.136519612170898,30,1.57988166809082
"AA051612/A0123",-0.0366886800569225,0.104758920599578,30,1.51673126220703
"Test157t/Eris-Floramix-7b",1.49750635456711,0.0697335664404897,30,1.60742616653442
"Replete-AI/Phi-Elothir",-1.00664186609118,0.170093628240809,30,1.53637623786926
"kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.32",-0.486991242808022,0.107675755701228,30,1.59873938560486
"jeiku/Garbage_9B",-0.236982154321406,0.118376892787285,30,1.50602769851685
"adamo1139/yi-34b-200k-rawrr-dpo-1",-0.423055630508382,0.108106147692279,30,1.65298676490784
"SC99/Mistral-7B-summ-lora-tuned-8h",-0.429871944185686,0.107528312497487,30,1.63673114776611
"Artples/M-LChat-7b",0.308602191451063,0.0721616657879841,30,1.58042621612549
"Kukedlc/Neural-4-QA-7b",1.94400225599779,0.157435039565908,30,1.55838751792908
"abhishekchohan/Yi-9B-Forest-DPO-v1.0",-1.24538459604465,0.13715700226938,30,1.5241801738739
"StarFox7/gemma-2b-dpo-v1",-1.62668419573658,0.175072149050621,30,1.65348601341248
"Kquant03/Samlagast-7B-laser-bf16",1.47020392127197,0.0663500502786375,30,1.60633397102356
"Gille/StrangeMerges_2-7B-slerp",0.477695243501807,0.0656147014410952,30,1.56959652900696
"ChavyvAkvar/llama-3-lumimaid-habib-v3",-1.01406774485593,0.13992313836034,30,1.48881936073303
"automerger/ShadowYam-7B",2.00691390625121,0.164414575544761,30,1.41153240203857
"DUAL-GPO-2/phi-2-gpo-renew2-b0.001-extra-v2-i1",-1.09187219785684,0.142732432575235,30,1.47211837768555
"vicgalle/Configurable-Llama-3-8B-v0.2",-0.914023788171365,0.134191197837567,30,1.54757404327393
"TomGrc/FusionNet_34Bx2_MoE",0.198469001946118,0.0794493185036735,30,1.57006764411926
"Kukedlc/NeuralSynthesis-7B-v0.3",2.22580785302985,0.19681892116899,51,2.68243479728699
"migtissera/Tess-72B-v1.5b",0.135215111843875,0.0912530850248607,30,1.62195014953613
"cloudyu/4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO",0.0972942086394076,0.0947632438234586,30,1.63994669914246
"weezywitasneezy/OxytocinErosEngineeringF1-7B-slerp",0.311133757367153,0.071383994078172,30,1.58847618103027
