algorithm,budget_multiplier,function,dimension,instance,evaluations,best_f,final_target_hit,elapsed_sec
BERW-HeteroRobust,100,126,40,12,4000,1.805048774,0,0.0
BERW-HeteroRobust,100,126,40,13,4000,1.672694373,0,0.0
BERW-HeteroRobust,100,126,40,14,4000,1.792364802,0,0.0
BERW-HeteroRobust,100,126,40,15,4000,1.608064266,0,0.0
BERW-HeteroRobust,100,128,40,1,4000,82.99026672,0,0.0
BERW-HeteroRobust,100,128,40,2,4000,80.09601269,0,0.0
BERW-HeteroRobust,100,128,40,3,4000,81.23926049,0,0.0
BERW-HeteroRobust,100,128,40,4,4000,84.41553624,0,0.0
BERW-HeteroRobust,100,128,40,5,4000,81.50601637,0,0.0
BERW-HeteroRobust,100,128,40,6,4000,79.41764167,0,0.0
BERW-HeteroRobust,100,128,40,7,4000,80.83893528,0,0.0
BERW-HeteroRobust,100,128,40,8,4000,80.77317375,0,0.0
BERW-HeteroRobust,100,128,40,9,4000,82.27837602,0,0.0
BERW-HeteroRobust,100,128,40,10,4000,81.49934248,0,0.0
BERW-HeteroRobust,100,128,40,11,4000,77.87076321,0,0.0
BERW-HeteroRobust,100,128,40,12,4000,81.33185985,0,0.0
BERW-HeteroRobust,100,128,40,13,4000,81.82472543,0,0.0
BERW-HeteroRobust,100,128,40,14,4000,80.95374609,0,0.0
BERW-HeteroRobust,100,128,40,15,4000,78.28432759,0,0.0
BERW-HeteroRobust,100,129,40,1,4000,81.78574165,0,0.0
BERW-HeteroRobust,100,129,40,2,4000,81.88460764,0,0.0
BERW-HeteroRobust,100,129,40,3,4000,76.82078771,0,0.0
BERW-HeteroRobust,100,129,40,4,4000,81.38862601,0,0.0
BERW-HeteroRobust,100,129,40,5,4000,82.43220735,0,0.0
BERW-HeteroRobust,100,129,40,6,4000,80.06687756,0,0.0
BERW-HeteroRobust,100,129,40,7,4000,82.72775616,0,0.0
BERW-HeteroRobust,100,129,40,8,4000,82.6474669,0,0.0
BERW-HeteroRobust,100,129,40,9,4000,79.98608175,0,0.0
BERW-HeteroRobust,100,129,40,10,4000,77.79726564,0,0.0
BERW-HeteroRobust,100,129,40,11,4000,80.9989816,0,0.0
BERW-HeteroRobust,100,129,40,12,4000,80.70565462,0,0.0
BERW-HeteroRobust,100,129,40,13,4000,82.84159646,0,0.0
BERW-HeteroRobust,100,129,40,14,4000,82.93432594,0,0.0
BERW-HeteroRobust,100,129,40,15,4000,80.12710027,0,0.0
BERW-HeteroTMatch,100,108,40,1,4000,234.3365959,0,0.0
BERW-HeteroTMatch,100,108,40,2,4000,282.5767055,0,0.0
BERW-HeteroTMatch,100,108,40,3,4000,206.6802182,0,0.0
BERW-HeteroTMatch,100,108,40,4,4000,253.8725099,0,0.0
BERW-HeteroTMatch,100,108,40,5,4000,208.2090522,0,0.0
BERW-HeteroTMatch,100,108,40,6,4000,231.7538917,0,0.0
BERW-HeteroTMatch,100,108,40,7,4000,224.8445746,0,0.0
BERW-HeteroTMatch,100,108,40,8,4000,308.4636883,0,0.0
BERW-HeteroTMatch,100,108,40,9,4000,162.9415769,0,0.0
BERW-HeteroTMatch,100,108,40,10,4000,306.7147155,0,0.0
BERW-HeteroTMatch,100,108,40,11,4000,251.1539265,0,0.0
BERW-HeteroTMatch,100,108,40,12,4000,279.5147551,0,0.0
BERW-HeteroTMatch,100,108,40,13,4000,183.5738761,0,0.0
BERW-HeteroTMatch,100,108,40,14,4000,292.6547859,0,0.0
BERW-HeteroTMatch,100,108,40,15,4000,253.2457044,0,0.0
BERW-HeteroTMatch,100,110,40,1,4000,4479.620776,0,0.0
BERW-HeteroTMatch,100,110,40,2,4000,48915.93186,0,0.0
BERW-HeteroTMatch,100,110,40,3,4000,50790.30681,0,0.0
BERW-HeteroTMatch,100,110,40,4,4000,44487.8352,0,0.0
BERW-HeteroTMatch,100,110,40,5,4000,9877.887354,0,0.0
BERW-HeteroTMatch,100,110,40,6,4000,14923.26813,0,0.0
BERW-HeteroTMatch,100,110,40,7,4000,29161.10539,0,0.0
BERW-HeteroTMatch,100,110,40,8,4000,86991.37878,0,0.0
BERW-HeteroTMatch,100,110,40,9,4000,33205.87783,0,0.0
BERW-HeteroTMatch,100,110,40,10,4000,15680.34017,0,0.0
BERW-HeteroTMatch,100,110,40,11,4000,68957.0503,0,0.0
BERW-HeteroTMatch,100,110,40,12,4000,44865.88422,0,0.0
BERW-HeteroTMatch,100,110,40,13,4000,6085.048766,0,0.0
BERW-HeteroTMatch,100,110,40,14,4000,25120.69669,0,0.0
BERW-HeteroTMatch,100,110,40,15,4000,6090.724918,0,0.0
BERW-HeteroTMatch,100,111,40,1,4000,228545.4033,0,0.0
BERW-HeteroTMatch,100,111,40,2,4000,94469.11128,0,0.0
BERW-HeteroTMatch,100,111,40,3,4000,221486.1792,0,0.0
BERW-HeteroTMatch,100,111,40,4,4000,132750.5378,0,0.0
BERW-HeteroTMatch,100,111,40,5,4000,49298.54211,0,0.0
BERW-HeteroTMatch,100,111,40,6,4000,168486.7327,0,0.0
BERW-HeteroTMatch,100,111,40,7,4000,131422.9768,0,0.0
BERW-HeteroTMatch,100,111,40,8,4000,100463.6634,0,0.0
BERW-HeteroTMatch,100,111,40,9,4000,72804.0607,0,0.0
BERW-HeteroTMatch,100,111,40,10,4000,127146.1132,0,0.0
BERW-HeteroTMatch,100,111,40,11,4000,145021.4738,0,0.0
BERW-HeteroTMatch,100,111,40,12,4000,108147.3667,0,0.0
BERW-HeteroTMatch,100,111,40,13,4000,72382.80303,0,0.0
BERW-HeteroTMatch,100,111,40,14,4000,75618.27696,0,0.0
BERW-HeteroTMatch,100,111,40,15,4000,159234.2985,0,0.0
BERW-HeteroTMatch,100,113,40,1,4000,543.7354998,0,0.0
BERW-HeteroTMatch,100,113,40,2,4000,679.1904744,0,0.0
BERW-HeteroTMatch,100,113,40,3,4000,760.6673919,0,0.0
BERW-HeteroTMatch,100,113,40,4,4000,506.9550751,0,0.0
BERW-HeteroTMatch,100,113,40,5,4000,590.1866973,0,0.0
BERW-HeteroTMatch,100,113,40,6,4000,701.2351464,0,0.0
BERW-HeteroTMatch,100,113,40,7,4000,649.8940463,0,0.0
BERW-HeteroTMatch,100,113,40,8,4000,739.1228018,0,0.0
BERW-HeteroTMatch,100,113,40,9,4000,800.8083516,0,0.0
BERW-HeteroTMatch,100,113,40,10,4000,356.9629412,0,0.0
BERW-HeteroTMatch,100,113,40,11,4000,371.4769907,0,0.0
BERW-HeteroTMatch,100,113,40,12,4000,343.3223201,0,0.0
BERW-HeteroTMatch,100,113,40,13,4000,1094.74609,0,0.0
BERW-HeteroTMatch,100,113,40,14,4000,497.8576089,0,0.0
BERW-HeteroTMatch,100,113,40,15,4000,765.7955501,0,0.0
BERW-HeteroTMatch,100,114,40,1,4000,967.9612564,0,0.0
BERW-HeteroTMatch,100,114,40,2,4000,1165.067466,0,0.0
BERW-HeteroTMatch,100,114,40,3,4000,942.2087406,0,0.0
BERW-HeteroTMatch,100,114,40,4,4000,1376.954603,0,0.0
BERW-HeteroTMatch,100,114,40,5,4000,683.1939396,0,0.0
BERW-HeteroTMatch,100,114,40,6,4000,1391.159544,0,0.0
BERW-HeteroTMatch,100,114,40,7,4000,1210.204231,0,0.0
BERW-HeteroTMatch,100,114,40,8,4000,1782.174698,0,0.0
BERW-HeteroTMatch,100,114,40,9,4000,1178.665241,0,0.0
BERW-HeteroTMatch,100,114,40,10,4000,1143.818496,0,0.0
BERW-HeteroTMatch,100,114,40,11,4000,1628.96804,0,0.0
BERW-HeteroTMatch,100,114,40,12,4000,1137.412941,0,0.0
BERW-HeteroTMatch,100,114,40,13,4000,1470.632742,0,0.0
BERW-HeteroTMatch,100,114,40,14,4000,976.3203253,0,0.0
BERW-HeteroTMatch,100,114,40,15,4000,1497.583663,0,0.0
BERW-HeteroTMatch,100,116,40,1,4000,51790.69141,0,0.0
BERW-HeteroTMatch,100,116,40,2,4000,35509.11653,0,0.0
BERW-HeteroTMatch,100,116,40,3,4000,58719.05646,0,0.0
BERW-HeteroTMatch,100,116,40,4,4000,26457.82861,0,0.0
BERW-HeteroTMatch,100,116,40,5,4000,60180.30423,0,0.0
BERW-HeteroTMatch,100,116,40,6,4000,45401.38995,0,0.0
BERW-HeteroTMatch,100,116,40,7,4000,48748.30022,0,0.0
BERW-HeteroTMatch,100,116,40,8,4000,23487.47451,0,0.0
BERW-HeteroTMatch,100,116,40,9,4000,10787.70739,0,0.0
BERW-HeteroTMatch,100,116,40,10,4000,22387.34857,0,0.0
BERW-HeteroTMatch,100,116,40,11,4000,14183.65479,0,0.0
BERW-HeteroTMatch,100,116,40,12,4000,21258.61893,0,0.0
BERW-HeteroTMatch,100,116,40,13,4000,27181.59077,0,0.0
BERW-HeteroTMatch,100,116,40,14,4000,13350.30938,0,0.0
BERW-HeteroTMatch,100,116,40,15,4000,46676.93863,0,0.0
BERW-HeteroTMatch,100,117,40,1,4000,83689.16083,0,0.0
BERW-HeteroTMatch,100,117,40,2,4000,62008.87974,0,0.0
BERW-HeteroTMatch,100,117,40,3,4000,60528.77635,0,0.0
BERW-HeteroTMatch,100,117,40,4,4000,63884.8017,0,0.0
BERW-HeteroTMatch,100,117,40,5,4000,87808.60573,0,0.0
BERW-HeteroTMatch,100,117,40,6,4000,100717.4191,0,0.0
BERW-HeteroTMatch,100,117,40,7,4000,89683.03302,0,0.0
BERW-HeteroTMatch,100,117,40,8,4000,53299.74654,0,0.0
BERW-HeteroTMatch,100,117,40,9,4000,72869.82004,0,0.0
BERW-HeteroTMatch,100,117,40,10,4000,76051.53479,0,0.0
BERW-HeteroTMatch,100,117,40,11,4000,54931.27733,0,0.0
BERW-HeteroTMatch,100,117,40,12,4000,35469.92693,0,0.0
BERW-HeteroTMatch,100,117,40,13,4000,120883.4786,0,0.0
BERW-HeteroTMatch,100,117,40,14,4000,43542.43504,0,0.0
BERW-HeteroTMatch,100,117,40,15,4000,44683.58282,0,0.0
BERW-HeteroTMatch,100,119,40,1,4000,28.99287719,0,0.0
BERW-HeteroTMatch,100,119,40,2,4000,32.17015646,0,0.0
BERW-HeteroTMatch,100,119,40,3,4000,26.41220333,0,0.0
BERW-HeteroTMatch,100,119,40,4,4000,33.13434112,0,0.0
BERW-HeteroTMatch,100,119,40,5,4000,26.44316204,0,0.0
BERW-HeteroTMatch,100,119,40,6,4000,34.05352553,0,0.0
BERW-HeteroTMatch,100,119,40,7,4000,28.73919484,0,0.0
BERW-HeteroTMatch,100,119,40,8,4000,35.01746558,0,0.0
BERW-HeteroTMatch,100,119,40,9,4000,30.98494,0,0.0
BERW-HeteroTMatch,100,119,40,10,4000,42.3353849,0,0.0
BERW-HeteroTMatch,100,119,40,11,4000,45.51069469,0,0.0
BERW-HeteroTMatch,100,119,40,12,4000,27.60540865,0,0.0
BERW-HeteroTMatch,100,119,40,13,4000,29.18606874,0,0.0
BERW-HeteroTMatch,100,119,40,14,4000,25.58216602,0,0.0
BERW-HeteroTMatch,100,119,40,15,4000,24.73007382,0,0.0
BERW-HeteroTMatch,100,120,40,1,4000,85.96901798,0,0.0
BERW-HeteroTMatch,100,120,40,2,4000,42.60394586,0,0.0
BERW-HeteroTMatch,100,120,40,3,4000,52.51989399,0,0.0
BERW-HeteroTMatch,100,120,40,4,4000,62.09557082,0,0.0
BERW-HeteroTMatch,100,120,40,5,4000,59.78536917,0,0.0
BERW-HeteroTMatch,100,120,40,6,4000,59.9482273,0,0.0
BERW-HeteroTMatch,100,120,40,7,4000,47.54300567,0,0.0
BERW-HeteroTMatch,100,120,40,8,4000,60.72393416,0,0.0
BERW-HeteroTMatch,100,120,40,9,4000,37.95758678,0,0.0
BERW-HeteroTMatch,100,120,40,10,4000,50.28282794,0,0.0
BERW-HeteroTMatch,100,120,40,11,4000,42.83479502,0,0.0
BERW-HeteroTMatch,100,120,40,12,4000,53.78988364,0,0.0
BERW-HeteroTMatch,100,120,40,13,4000,56.74672293,0,0.0
BERW-HeteroTMatch,100,120,40,14,4000,58.12520468,0,0.0
BERW-HeteroTMatch,100,120,40,15,4000,48.39553726,0,0.0
BERW-HeteroTMatch,100,122,40,1,4000,13.08929761,0,0.0
BERW-HeteroTMatch,100,122,40,2,4000,11.65023888,0,0.0
BERW-HeteroTMatch,100,122,40,3,4000,11.63077703,0,0.0
BERW-HeteroTMatch,100,122,40,4,4000,10.2803484,0,0.0
BERW-HeteroTMatch,100,122,40,5,4000,11.58885142,0,0.0
BERW-HeteroTMatch,100,122,40,6,4000,10.45722439,0,0.0
BERW-HeteroTMatch,100,122,40,7,4000,10.91444088,0,0.0
BERW-HeteroTMatch,100,122,40,8,4000,12.12823101,0,0.0
BERW-HeteroTMatch,100,122,40,9,4000,11.90245832,0,0.0
BERW-HeteroTMatch,100,122,40,10,4000,9.645158115,0,0.0
BERW-HeteroTMatch,100,122,40,11,4000,9.981638926,0,0.0
BERW-HeteroTMatch,100,122,40,12,4000,9.809515663,0,0.0
BERW-HeteroTMatch,100,122,40,13,4000,11.31963863,0,0.0
BERW-HeteroTMatch,100,122,40,14,4000,10.48261252,0,0.0
BERW-HeteroTMatch,100,122,40,15,4000,11.82791957,0,0.0
BERW-HeteroTMatch,100,123,40,1,4000,12.07033238,0,0.0
BERW-HeteroTMatch,100,123,40,2,4000,18.67673651,0,0.0
BERW-HeteroTMatch,100,123,40,3,4000,14.43431576,0,0.0
BERW-HeteroTMatch,100,123,40,4,4000,13.62996694,0,0.0
BERW-HeteroTMatch,100,123,40,5,4000,13.85247294,0,0.0
BERW-HeteroTMatch,100,123,40,6,4000,14.12028194,0,0.0
BERW-HeteroTMatch,100,123,40,7,4000,13.32206116,0,0.0
BERW-HeteroTMatch,100,123,40,8,4000,12.61817062,0,0.0
BERW-HeteroTMatch,100,123,40,9,4000,18.66446834,0,0.0
BERW-HeteroTMatch,100,123,40,10,4000,15.12108956,0,0.0
BERW-HeteroTMatch,100,123,40,11,4000,16.49912666,0,0.0
BERW-HeteroTMatch,100,123,40,12,4000,13.00296223,0,0.0
BERW-HeteroTMatch,100,123,40,13,4000,10.45685121,0,0.0
BERW-HeteroTMatch,100,123,40,14,4000,22.23658086,0,0.0
BERW-HeteroTMatch,100,123,40,15,4000,15.53933106,0,0.0
BERW-HeteroTMatch,100,125,40,1,4000,1.23427154,0,0.0
BERW-HeteroTMatch,100,125,40,2,4000,1.473423744,0,0.0
BERW-HeteroTMatch,100,125,40,3,4000,1.294907439,0,0.0
BERW-HeteroTMatch,100,125,40,4,4000,1.358919407,0,0.0
BERW-HeteroTMatch,100,125,40,5,4000,1.13274294,0,0.0
BERW-HeteroTMatch,100,125,40,6,4000,1.306954616,0,0.0
BERW-HeteroTMatch,100,125,40,7,4000,1.351586395,0,0.0
BERW-HeteroTMatch,100,125,40,8,4000,1.281808888,0,0.0
BERW-HeteroTMatch,100,125,40,9,4000,1.152558899,0,0.0
BERW-HeteroTMatch,100,125,40,10,4000,1.106315748,0,0.0
BERW-HeteroTMatch,100,125,40,11,4000,1.315023305,0,0.0
BERW-HeteroTMatch,100,125,40,12,4000,1.006540043,0,0.0
BERW-HeteroTMatch,100,125,40,13,4000,1.296743859,0,0.0
BERW-HeteroTMatch,100,125,40,14,4000,1.153676148,0,0.0
BERW-HeteroTMatch,100,125,40,15,4000,1.266368603,0,0.0
BERW-HeteroTMatch,100,126,40,1,4000,1.722192501,0,0.0
BERW-HeteroTMatch,100,126,40,2,4000,1.708862718,0,0.0
BERW-HeteroTMatch,100,126,40,3,4000,2.000214026,0,0.0
BERW-HeteroTMatch,100,126,40,4,4000,1.368711374,0,0.0
BERW-HeteroTMatch,100,126,40,5,4000,1.632901976,0,0.0
BERW-HeteroTMatch,100,126,40,6,4000,1.608367365,0,0.0
BERW-HeteroTMatch,100,126,40,7,4000,1.556776935,0,0.0
BERW-HeteroTMatch,100,126,40,8,4000,1.704163345,0,0.0
BERW-HeteroTMatch,100,126,40,9,4000,1.331846686,0,0.0
BERW-HeteroTMatch,100,126,40,10,4000,1.787716427,0,0.0
BERW-HeteroTMatch,100,126,40,11,4000,1.632412101,0,0.0
BERW-HeteroTMatch,100,126,40,12,4000,2.017234572,0,0.0
BERW-HeteroTMatch,100,126,40,13,4000,1.622823721,0,0.0
BERW-HeteroTMatch,100,126,40,14,4000,1.426263358,0,0.0
BERW-HeteroTMatch,100,126,40,15,4000,1.811569043,0,0.0
BERW-HeteroTMatch,100,128,40,1,4000,80.31260915,0,0.0
BERW-HeteroTMatch,100,128,40,2,4000,81.94476217,0,0.0
BERW-HeteroTMatch,100,128,40,3,4000,81.95572383,0,0.0
BERW-HeteroTMatch,100,128,40,4,4000,81.89749262,0,0.0
BERW-HeteroTMatch,100,128,40,5,4000,80.96577047,0,0.0
BERW-HeteroTMatch,100,128,40,6,4000,81.632928,0,0.0
BERW-HeteroTMatch,100,128,40,7,4000,79.55887573,0,0.0
BERW-HeteroTMatch,100,128,40,8,4000,82.3942909,0,0.0
BERW-HeteroTMatch,100,128,40,9,4000,81.691168,0,0.0
BERW-HeteroTMatch,100,128,40,10,4000,79.93629412,0,0.0
BERW-HeteroTMatch,100,128,40,11,4000,81.87579238,0,0.0
BERW-HeteroTMatch,100,128,40,12,4000,82.99496383,0,0.0
BERW-HeteroTMatch,100,128,40,13,4000,80.47518135,0,0.0
BERW-HeteroTMatch,100,128,40,14,4000,80.6478556,0,0.0
BERW-HeteroTMatch,100,128,40,15,4000,80.99343198,0,0.0
BERW-HeteroTMatch,100,129,40,1,4000,78.46563332,0,0.0
BERW-HeteroTMatch,100,129,40,2,4000,81.41576595,0,0.0
BERW-HeteroTMatch,100,129,40,3,4000,80.15642266,0,0.0
BERW-HeteroTMatch,100,129,40,4,4000,78.72046138,0,0.0
BERW-HeteroTMatch,100,129,40,5,4000,80.32495587,0,0.0
BERW-HeteroTMatch,100,129,40,6,4000,77.37353742,0,0.0
BERW-HeteroTMatch,100,129,40,7,4000,83.81566508,0,0.0
BERW-HeteroTMatch,100,129,40,8,4000,80.08889415,0,0.0
BERW-HeteroTMatch,100,129,40,9,4000,82.61419614,0,0.0
BERW-HeteroTMatch,100,129,40,10,4000,81.60648973,0,0.0
BERW-HeteroTMatch,100,129,40,11,4000,79.47641675,0,0.0
BERW-HeteroTMatch,100,129,40,12,4000,82.2906648,0,0.0
BERW-HeteroTMatch,100,129,40,13,4000,77.73065882,0,0.0
BERW-HeteroTMatch,100,129,40,14,4000,80.79121314,0,0.0
BERW-HeteroTMatch,100,129,40,15,4000,80.77461502,0,0.0
BERW-HeteroVar,100,108,40,1,4000,172.5525027,0,0.0
BERW-HeteroVar,100,108,40,2,4000,237.8186984,0,0.0
BERW-HeteroVar,100,108,40,3,4000,299.2005384,0,0.0
BERW-HeteroVar,100,108,40,4,4000,208.1848684,0,0.0
BERW-HeteroVar,100,108,40,5,4000,185.3554751,0,0.0
BERW-HeteroVar,100,108,40,6,4000,246.4630996,0,0.0
BERW-HeteroVar,100,108,40,7,4000,194.1891787,0,0.0
BERW-HeteroVar,100,108,40,8,4000,270.2525912,0,0.0
BERW-HeteroVar,100,108,40,9,4000,235.7673415,0,0.0
BERW-HeteroVar,100,108,40,10,4000,217.7277364,0,0.0
BERW-HeteroVar,100,108,40,11,4000,295.3503754,0,0.0
BERW-HeteroVar,100,108,40,12,4000,275.6242944,0,0.0
BERW-HeteroVar,100,108,40,13,4000,184.2312988,0,0.0
BERW-HeteroVar,100,108,40,14,4000,259.6833229,0,0.0
BERW-HeteroVar,100,108,40,15,4000,216.6299059,0,0.0
BERW-HeteroVar,100,110,40,1,4000,14531.52529,0,0.0
BERW-HeteroVar,100,110,40,2,4000,13239.77581,0,0.0
BERW-HeteroVar,100,110,40,3,4000,67279.6405,0,0.0
BERW-HeteroVar,100,110,40,4,4000,26809.61421,0,0.0
BERW-HeteroVar,100,110,40,5,4000,11445.60193,0,0.0
BERW-HeteroVar,100,110,40,6,4000,18439.92021,0,0.0
BERW-HeteroVar,100,110,40,7,4000,13036.63932,0,0.0
BERW-HeteroVar,100,110,40,8,4000,9155.078719,0,0.0
BERW-HeteroVar,100,110,40,9,4000,30110.71428,0,0.0
BERW-HeteroVar,100,110,40,10,4000,17595.52444,0,0.0
BERW-HeteroVar,100,110,40,11,4000,10155.62913,0,0.0
BERW-HeteroVar,100,110,40,12,4000,40122.11741,0,0.0
BERW-HeteroVar,100,110,40,13,4000,33593.93507,0,0.0
BERW-HeteroVar,100,110,40,14,4000,4913.112405,0,0.0
BERW-HeteroVar,100,110,40,15,4000,8463.068364,0,0.0
BERW-HeteroVar,100,111,40,1,4000,254027.1622,0,0.0
BERW-HeteroVar,100,111,40,2,4000,95063.37088,0,0.0
BERW-HeteroVar,100,111,40,3,4000,291468.9443,0,0.0
BERW-HeteroVar,100,111,40,4,4000,110429.6159,0,0.0
BERW-HeteroVar,100,111,40,5,4000,102179.2023,0,0.0
BERW-HeteroVar,100,111,40,6,4000,178003.6835,0,0.0
BERW-HeteroVar,100,111,40,7,4000,80528.93279,0,0.0
BERW-HeteroVar,100,111,40,8,4000,54507.98971,0,0.0
BERW-HeteroVar,100,111,40,9,4000,195168.0609,0,0.0
BERW-HeteroVar,100,111,40,10,4000,55391.15294,0,0.0
BERW-HeteroVar,100,111,40,11,4000,228643.4464,0,0.0
BERW-HeteroVar,100,111,40,12,4000,51256.21421,0,0.0
BERW-HeteroVar,100,111,40,13,4000,146640.4775,0,0.0
BERW-HeteroVar,100,111,40,14,4000,74442.20286,0,0.0
BERW-HeteroVar,100,111,40,15,4000,138277.5597,0,0.0
BERW-HeteroVar,100,113,40,1,4000,338.0812974,0,0.0
BERW-HeteroVar,100,113,40,2,4000,352.2395344,0,0.0
BERW-HeteroVar,100,113,40,3,4000,625.9128261,0,0.0
BERW-HeteroVar,100,113,40,4,4000,552.9341559,0,0.0
BERW-HeteroVar,100,113,40,5,4000,571.5950307,0,0.0
BERW-HeteroVar,100,113,40,6,4000,678.9395389,0,0.0
BERW-HeteroVar,100,113,40,7,4000,626.8657347,0,0.0
BERW-HeteroVar,100,113,40,8,4000,1149.251364,0,0.0
BERW-HeteroVar,100,113,40,9,4000,470.2431039,0,0.0
BERW-HeteroVar,100,113,40,10,4000,590.889673,0,0.0
BERW-HeteroVar,100,113,40,11,4000,619.8527708,0,0.0
BERW-HeteroVar,100,113,40,12,4000,527.3813492,0,0.0
BERW-HeteroVar,100,113,40,13,4000,803.3076648,0,0.0
BERW-HeteroVar,100,113,40,14,4000,679.5375171,0,0.0
BERW-HeteroVar,100,113,40,15,4000,856.6504818,0,0.0
BERW-HeteroVar,100,114,40,1,4000,1361.760472,0,0.0
BERW-HeteroVar,100,114,40,2,4000,1529.122328,0,0.0
BERW-HeteroVar,100,114,40,3,4000,1053.033093,0,0.0
BERW-HeteroVar,100,114,40,4,4000,1028.386057,0,0.0
BERW-HeteroVar,100,114,40,5,4000,1060.51751,0,0.0
BERW-HeteroVar,100,114,40,6,4000,1203.515519,0,0.0
BERW-HeteroVar,100,114,40,7,4000,1247.009901,0,0.0
BERW-HeteroVar,100,114,40,8,4000,1356.149537,0,0.0
BERW-HeteroVar,100,114,40,9,4000,888.7428208,0,0.0
BERW-HeteroVar,100,114,40,10,4000,1512.158169,0,0.0
BERW-HeteroVar,100,114,40,11,4000,1267.894324,0,0.0
BERW-HeteroVar,100,114,40,12,4000,1202.252885,0,0.0
BERW-HeteroVar,100,114,40,13,4000,1778.36406,0,0.0
BERW-HeteroVar,100,114,40,14,4000,1591.320057,0,0.0
BERW-HeteroVar,100,114,40,15,4000,1328.057144,0,0.0
BERW-HeteroVar,100,116,40,1,4000,38154.6977,0,0.0
BERW-HeteroVar,100,116,40,2,4000,13135.08644,0,0.0
BERW-HeteroVar,100,116,40,3,4000,27313.63848,0,0.0
BERW-HeteroVar,100,116,40,4,4000,22614.75425,0,0.0
BERW-HeteroVar,100,116,40,5,4000,32294.9539,0,0.0
BERW-HeteroVar,100,116,40,6,4000,42859.36029,0,0.0
BERW-HeteroVar,100,116,40,7,4000,46477.75318,0,0.0
BERW-HeteroVar,100,116,40,8,4000,97785.53882,0,0.0
BERW-HeteroVar,100,116,40,9,4000,9101.058286,0,0.0
BERW-HeteroVar,100,116,40,10,4000,21316.16889,0,0.0
BERW-HeteroVar,100,116,40,11,4000,56817.68544,0,0.0
BERW-HeteroVar,100,116,40,12,4000,44302.28055,0,0.0
BERW-HeteroVar,100,116,40,13,4000,38632.04524,0,0.0
BERW-HeteroVar,100,116,40,14,4000,32779.38943,0,0.0
BERW-HeteroVar,100,116,40,15,4000,29951.91614,0,0.0
BERW-HeteroVar,100,117,40,1,4000,105065.6084,0,0.0
BERW-HeteroVar,100,117,40,2,4000,104321.3569,0,0.0
BERW-HeteroVar,100,117,40,3,4000,82678.05078,0,0.0
BERW-HeteroVar,100,117,40,4,4000,82655.10421,0,0.0
BERW-HeteroVar,100,117,40,5,4000,77122.43838,0,0.0
BERW-HeteroVar,100,117,40,6,4000,58125.75502,0,0.0
BERW-HeteroVar,100,117,40,7,4000,70730.71315,0,0.0
BERW-HeteroVar,100,117,40,8,4000,140303.8085,0,0.0
BERW-HeteroVar,100,117,40,9,4000,40919.97579,0,0.0
BERW-HeteroVar,100,117,40,10,4000,37399.57339,0,0.0
BERW-HeteroVar,100,117,40,11,4000,37164.25119,0,0.0
BERW-HeteroVar,100,117,40,12,4000,82334.31165,0,0.0
BERW-HeteroVar,100,117,40,13,4000,110009.4901,0,0.0
BERW-HeteroVar,100,117,40,14,4000,68269.58345,0,0.0
BERW-HeteroVar,100,117,40,15,4000,92121.80525,0,0.0
BERW-HeteroVar,100,119,40,1,4000,41.12139697,0,0.0
BERW-HeteroVar,100,119,40,2,4000,31.43651536,0,0.0
BERW-HeteroVar,100,119,40,3,4000,31.85613133,0,0.0
BERW-HeteroVar,100,119,40,4,4000,30.3126051,0,0.0
BERW-HeteroVar,100,119,40,5,4000,32.66561079,0,0.0
BERW-HeteroVar,100,119,40,6,4000,34.03324971,0,0.0
BERW-HeteroVar,100,119,40,7,4000,35.43023002,0,0.0
BERW-HeteroVar,100,119,40,8,4000,36.30352295,0,0.0
BERW-HeteroVar,100,119,40,9,4000,26.52934946,0,0.0
BERW-HeteroVar,100,119,40,10,4000,39.18421086,0,0.0
BERW-HeteroVar,100,119,40,11,4000,28.69297643,0,0.0
BERW-HeteroVar,100,119,40,12,4000,19.94600805,0,0.0
BERW-HeteroVar,100,119,40,13,4000,15.45256928,0,0.0
BERW-HeteroVar,100,119,40,14,4000,32.56167073,0,0.0
BERW-HeteroVar,100,119,40,15,4000,36.46516231,0,0.0
BERW-HeteroVar,100,120,40,1,4000,62.15125321,0,0.0
BERW-HeteroVar,100,120,40,2,4000,52.05130425,0,0.0
BERW-HeteroVar,100,120,40,3,4000,43.402614,0,0.0
BERW-HeteroVar,100,120,40,4,4000,42.37434732,0,0.0
BERW-HeteroVar,100,120,40,5,4000,33.74400072,0,0.0
BERW-HeteroVar,100,120,40,6,4000,78.3438223,0,0.0
BERW-HeteroVar,100,120,40,7,4000,55.53474059,0,0.0
BERW-HeteroVar,100,120,40,8,4000,49.4753321,0,0.0
BERW-HeteroVar,100,120,40,9,4000,52.79883203,0,0.0
BERW-HeteroVar,100,120,40,10,4000,52.98000307,0,0.0
BERW-HeteroVar,100,120,40,11,4000,48.59353186,0,0.0
BERW-HeteroVar,100,120,40,12,4000,46.92685801,0,0.0
BERW-HeteroVar,100,120,40,13,4000,53.6055705,0,0.0
BERW-HeteroVar,100,120,40,14,4000,59.00811632,0,0.0
BERW-HeteroVar,100,120,40,15,4000,50.22382902,0,0.0
BERW-HeteroVar,100,122,40,1,4000,7.975645622,0,0.0
BERW-HeteroVar,100,122,40,2,4000,10.09586034,0,0.0
