Seed,alpha,BH_FDR,BH_Power,BH_Boundary_Error,DominoP_FDR,DominoP_Power,DominoP_Boundary_Error,Dual_FDR,Dual_Power,Dual_Boundary_Error,SL_FDR,SL_Power,SL_Boundary_Error,DominoE_FDR,DominoE_Power,DominoE_Boundary_Error,Domino2_FDR,Domino2_Power,Domino2_Boundary_Error,Domino3_FDR,Domino3_Power,Domino3_Boundary_Error,Domino4_FDR,Domino4_Power,Domino4_Boundary_Error,Domino5_FDR,Domino5_Power,Domino5_Boundary_Error,Domino2E_FDR,Domino2E_Power,Domino2E_Boundary_Error,Domino3E_FDR,Domino3E_Power,Domino3E_Boundary_Error,Domino4E_FDR,Domino4E_Power,Domino4E_Boundary_Error,Domino5E_FDR,Domino5E_Power,Domino5E_Boundary_Error,Simes_FDR,Simes_Power,Simes_Boundary_Error,Cauchy_FDR,Cauchy_Power,Cauchy_Boundary_Error,AverageP_FDR,AverageP_Power,AverageP_Boundary_Error
11,0.05,0.9649532710280374,0.9494252873563218,1,0.9947368421052631,0.8689655172413793,0,0.9947368421052631,0.8689655172413793,0,0.9949748743718593,0.9103448275862069,0,0.9973045822102425,0.8505747126436781,0,0.9949748743718593,0.9103448275862069,0,0.9949874686716792,0.9126436781609195,0,0.9949874686716792,0.9126436781609195,0,0.9949874686716792,0.9126436781609195,0,0.9973404255319149,0.8620689655172413,0,0.9947229551451188,0.8666666666666667,0,0.9947643979057592,0.8735632183908046,0,0.9947780678851175,0.8758620689655172,0,0.9949622166246851,0.9080459770114943,0,0.9949622166246851,0.9080459770114943,0,1.0,0.0,0
12,0.05,0.9601873536299765,0.9425287356321839,0,0.997275204359673,0.8413793103448276,0,0.997275204359673,0.8413793103448276,0,0.9923857868020305,0.8988505747126436,0,0.9972067039106145,0.8206896551724138,0,0.9948717948717949,0.8919540229885058,0,0.9923857868020305,0.8988505747126436,0,0.9923857868020305,0.8988505747126436,0,0.9898734177215189,0.8988505747126436,0,0.9972451790633609,0.832183908045977,0,0.9972677595628415,0.8390804597701149,0,0.9972826086956522,0.8436781609195402,0,0.997289972899729,0.8459770114942529,0,0.9974025974025974,0.8827586206896552,0,0.9974025974025974,0.8827586206896552,0,1.0,0.0,0
13,0.05,0.9493087557603687,0.9471264367816092,1,0.9947780678851175,0.8758620689655172,0,0.9947780678851175,0.8758620689655172,0,0.9873737373737373,0.8988505747126436,1,0.9945945945945946,0.8459770114942529,1,0.9873737373737373,0.8988505747126436,0,0.9848866498740554,0.8988505747126436,0,0.9849246231155779,0.9011494252873563,0,0.9849246231155779,0.9011494252873563,0,0.9946666666666667,0.8574712643678161,0,0.9946949602122016,0.8620689655172413,0,0.9947368421052631,0.8689655172413793,0,0.9947780678851175,0.8758620689655172,0,0.9898477157360406,0.896551724137931,1,0.9898477157360406,0.896551724137931,1,1.0,0.0,0
14,0.05,0.980722891566265,0.9356321839080459,1,1.0,0.8045977011494253,0,1.0,0.8045977011494253,0,0.9973544973544973,0.8666666666666667,0,1.0,0.7908045977011494,0,0.9973474801061007,0.864367816091954,0,0.9973614775725593,0.8689655172413793,0,0.9973753280839895,0.8735632183908046,0,0.9973753280839895,0.8735632183908046,0,1.0,0.8022988505747126,0,1.0,0.8068965517241379,0,1.0,0.8091954022988506,0,1.0,0.8137931034482758,0,0.9972826086956522,0.8436781609195402,0,0.9972826086956522,0.8436781609195402,0,1.0,0.0,0
15,0.05,0.9672131147540983,0.9494252873563218,1,1.0,0.8505747126436781,0,1.0,0.8505747126436781,0,0.9974358974358974,0.8942528735632184,0,1.0,0.8275862068965517,0,0.9974358974358974,0.8942528735632184,0,0.9974424552429667,0.896551724137931,0,0.9923664122137404,0.896551724137931,0,0.9898734177215189,0.8988505747126436,0,1.0,0.8436781609195402,0,1.0,0.8505747126436781,0,1.0,0.8551724137931035,0,0.9973333333333333,0.8597701149425288,0,0.9974160206718347,0.8873563218390804,0,0.9974160206718347,0.8873563218390804,0,1.0,0.0,0
16,0.05,0.9624413145539906,0.9425287356321839,1,0.9946091644204852,0.8482758620689655,0,0.9946091644204852,0.8482758620689655,0,0.9898477157360406,0.896551724137931,0,0.9972375690607734,0.8298850574712644,0,0.9922680412371134,0.8850574712643678,0,0.989769820971867,0.8896551724137931,0,0.9898477157360406,0.896551724137931,0,0.9898477157360406,0.896551724137931,0,0.9972677595628415,0.8390804597701149,0,0.9946091644204852,0.8482758620689655,0,0.9946236559139785,0.8505747126436781,0,0.9946524064171123,0.8551724137931035,0,0.9948051948051948,0.8804597701149425,0,0.9948051948051948,0.8804597701149425,0,1.0,0.0,0
17,0.05,0.9665871121718377,0.9310344827586207,1,1.0,0.8206896551724138,0,1.0,0.8206896551724138,0,0.9922480620155039,0.8827586206896552,0,1.0,0.7908045977011494,0,1.0,0.8735632183908046,0,0.9947780678851175,0.8758620689655172,0,0.9921875,0.8758620689655172,0,0.9922480620155039,0.8827586206896552,0,1.0,0.8068965517241379,0,1.0,0.8137931034482758,0,1.0,0.8206896551724138,0,1.0,0.825287356321839,0,1.0,0.8620689655172413,0,1.0,0.8620689655172413,0,1.0,0.0,0
18,0.05,0.9489559164733179,0.9402298850574713,1,0.9945652173913043,0.8413793103448276,0,0.9945652173913043,0.8413793103448276,0,0.9872773536895675,0.8919540229885058,0,0.9972144846796658,0.8229885057471265,0,0.9872773536895675,0.8919540229885058,0,0.9872773536895675,0.8919540229885058,0,0.9847715736040609,0.8919540229885058,0,0.9848101265822785,0.8942528735632184,0,0.9945205479452055,0.8344827586206897,0,0.9945504087193461,0.8390804597701149,0,0.9945652173913043,0.8413793103448276,0,0.9945945945945946,0.8459770114942529,0,0.9897172236503856,0.8850574712643678,1,0.9897172236503856,0.8850574712643678,1,1.0,0.0,0
19,0.05,0.9737470167064439,0.9379310344827586,0,1.0,0.8137931034482758,0,1.0,0.8137931034482758,0,1.0,0.8942528735632184,0,1.0,0.7954022988505747,0,1.0,0.8781609195402299,0,1.0,0.8896551724137931,0,1.0,0.8942528735632184,0,0.9974358974358974,0.8942528735632184,0,1.0,0.8068965517241379,0,1.0,0.8160919540229885,0,1.0,0.8183908045977012,0,1.0,0.8229885057471265,0,1.0,0.8666666666666667,0,1.0,0.8666666666666667,0,1.0,0.0,0
20,0.05,0.969047619047619,0.9356321839080459,0,1.0,0.8229885057471265,0,1.0,0.8229885057471265,0,0.9948849104859335,0.8942528735632184,0,1.0,0.7954022988505747,0,0.9973753280839895,0.8735632183908046,0,0.9974025974025974,0.8827586206896552,0,0.9948186528497409,0.8827586206896552,0,0.9948453608247423,0.8873563218390804,0,1.0,0.8114942528735632,0,1.0,0.8206896551724138,0,1.0,0.825287356321839,0,1.0,0.8298850574712644,0,0.9973474801061007,0.864367816091954,0,0.9973474801061007,0.864367816091954,0,1.0,0.0,0
21,0.05,0.9478458049886621,0.960919540229885,1,0.9972972972972973,0.8482758620689655,0,0.9972972972972973,0.8482758620689655,0,0.989821882951654,0.8942528735632184,0,0.997275204359673,0.8413793103448276,0,0.989769820971867,0.8896551724137931,0,0.989821882951654,0.8942528735632184,0,0.9873096446700508,0.8942528735632184,0,0.9873737373737373,0.8988505747126436,0,0.9972972972972973,0.8482758620689655,0,0.9973045822102425,0.8505747126436781,0,0.9973190348525469,0.8551724137931035,0,0.9973262032085561,0.8574712643678161,0,0.9948186528497409,0.8827586206896552,1,0.9948186528497409,0.8827586206896552,1,1.0,0.0,0
22,0.05,0.9608294930875576,0.9586206896551724,1,0.9973474801061007,0.864367816091954,0,0.9973474801061007,0.864367816091954,0,0.9925,0.9126436781609195,1,0.9972972972972973,0.8482758620689655,0,0.9949874686716792,0.9126436781609195,0,0.9925,0.9126436781609195,0,0.9925187032418953,0.9149425287356322,0,0.9925187032418953,0.9149425287356322,0,0.9973262032085561,0.8574712643678161,0,0.9973474801061007,0.864367816091954,0,0.9973544973544973,0.8666666666666667,0,0.9973684210526316,0.871264367816092,0,0.9974747474747475,0.9080459770114943,0,0.9974747474747475,0.9080459770114943,0,1.0,0.0,0
23,0.05,0.9742388758782201,0.9563218390804598,1,0.9972602739726028,0.8367816091954023,0,0.9972602739726028,0.8367816091954023,0,0.9974554707379135,0.9011494252873563,0,0.9972067039106145,0.8206896551724138,0,0.9974358974358974,0.8942528735632184,0,0.9974489795918368,0.8988505747126436,0,0.9974619289340102,0.903448275862069,0,0.9974619289340102,0.903448275862069,0,0.9972451790633609,0.832183908045977,0,0.9972677595628415,0.8390804597701149,0,0.9972826086956522,0.8436781609195402,0,0.997289972899729,0.8459770114942529,0,0.9974025974025974,0.8827586206896552,0,0.9974025974025974,0.8827586206896552,0,1.0,0.0,0
24,0.05,0.9539170506912442,0.9517241379310345,0,0.9946666666666667,0.8574712643678161,0,0.9946666666666667,0.8574712643678161,0,0.9874371859296482,0.903448275862069,0,0.9972677595628415,0.8390804597701149,0,0.9874371859296482,0.903448275862069,0,0.9874371859296482,0.903448275862069,0,0.9849624060150376,0.903448275862069,0,0.9850746268656716,0.9103448275862069,0,0.9945945945945946,0.8459770114942529,0,0.9946236559139785,0.8505747126436781,0,0.9946666666666667,0.8574712643678161,0,0.9946949602122016,0.8620689655172413,0,0.9923469387755102,0.8942528735632184,1,0.9923469387755102,0.8942528735632184,1,1.0,0.0,0
25,0.05,0.9648711943793911,0.9471264367816092,0,0.997275204359673,0.8413793103448276,0,0.997275204359673,0.8413793103448276,0,0.9924050632911392,0.9011494252873563,0,0.9972222222222222,0.825287356321839,0,0.9923076923076923,0.8896551724137931,1,0.9923664122137404,0.896551724137931,0,0.9924050632911392,0.9011494252873563,0,0.9924050632911392,0.9011494252873563,0,0.9972527472527473,0.8344827586206897,0,0.997275204359673,0.8413793103448276,0,0.997289972899729,0.8459770114942529,0,0.9972972972972973,0.8482758620689655,0,0.9974093264248705,0.8850574712643678,0,0.9974160206718347,0.8873563218390804,0,1.0,0.0,0
26,0.05,0.9205298013245033,0.9586206896551724,1,0.9948586118251928,0.8896551724137931,0,0.9948586118251928,0.8896551724137931,0,0.9828850855745721,0.9241379310344827,0,0.9946949602122016,0.8620689655172413,0,0.9826302729528535,0.9103448275862069,0,0.9827160493827161,0.9149425287356322,0,0.9828431372549019,0.9218390804597701,0,0.9828850855745721,0.9241379310344827,0,0.9947916666666666,0.8781609195402299,0,0.9948186528497409,0.8827586206896552,0,0.9948453608247423,0.8873563218390804,0,0.9948717948717949,0.8919540229885058,0,0.9874371859296482,0.903448275862069,1,0.9849624060150376,0.903448275862069,1,1.0,0.0,0
27,0.05,0.9694117647058823,0.9471264367816092,1,0.9946380697050938,0.8528735632183908,0,0.9946380697050938,0.8528735632183908,0,0.9948979591836735,0.896551724137931,0,0.9972375690607734,0.8298850574712644,0,0.9948979591836735,0.896551724137931,0,0.9923664122137404,0.896551724137931,0,0.9923857868020305,0.8988505747126436,0,0.9923857868020305,0.8988505747126436,0,0.9972677595628415,0.8390804597701149,0,0.9946091644204852,0.8482758620689655,0,0.9946524064171123,0.8551724137931035,0,0.9946666666666667,0.8574712643678161,0,0.9948586118251928,0.8896551724137931,0,0.9948717948717949,0.8919540229885058,0,1.0,0.0,0
28,0.05,0.9491916859122402,0.9448275862068966,0,0.9946949602122016,0.8620689655172413,0,0.9946949602122016,0.8620689655172413,0,0.9797979797979798,0.8919540229885058,0,0.9945205479452055,0.8344827586206897,0,0.9871794871794872,0.8850574712643678,0,0.9821428571428571,0.8850574712643678,0,0.9822335025380711,0.8896551724137931,0,0.9797979797979798,0.8919540229885058,0,0.9945504087193461,0.8390804597701149,0,0.9946091644204852,0.8482758620689655,0,0.9946949602122016,0.8620689655172413,0,0.9947089947089947,0.864367816091954,0,0.9870801033591732,0.8781609195402299,1,0.9870801033591732,0.8781609195402299,1,1.0,0.0,0
29,0.05,0.9785202863961814,0.9425287356321839,1,1.0,0.8206896551724138,0,1.0,0.8206896551724138,0,1.0,0.8942528735632184,0,1.0,0.7954022988505747,0,1.0,0.8781609195402299,0,1.0,0.8850574712643678,0,1.0,0.8896551724137931,0,1.0,0.8942528735632184,0,1.0,0.8091954022988506,0,1.0,0.8160919540229885,0,1.0,0.8229885057471265,0,1.0,0.825287356321839,0,1.0,0.871264367816092,0,1.0,0.871264367816092,0,1.0,0.0,0
30,0.05,0.9582366589327146,0.9494252873563218,0,0.9973045822102425,0.8505747126436781,0,0.9973045822102425,0.8505747126436781,0,0.9924433249370277,0.9057471264367816,0,1.0,0.825287356321839,0,0.9923664122137404,0.896551724137931,1,0.9924242424242424,0.903448275862069,0,0.9924433249370277,0.9057471264367816,0,0.9924433249370277,0.9057471264367816,0,1.0,0.8344827586206897,0,0.997289972899729,0.8459770114942529,0,0.9973118279569892,0.8528735632183908,0,0.9973190348525469,0.8551724137931035,0,0.9974226804123711,0.8896551724137931,0,0.9974293059125964,0.8919540229885058,0,1.0,0.0,0
31,0.05,0.9714964370546318,0.9402298850574713,0,1.0,0.8160919540229885,0,1.0,0.8160919540229885,0,0.9897959183673469,0.8919540229885058,0,1.0,0.8,0,0.9973684210526316,0.871264367816092,0,0.9973890339425587,0.8781609195402299,0,0.9948186528497409,0.8827586206896552,0,0.9922480620155039,0.8827586206896552,0,1.0,0.8114942528735632,0,1.0,0.8160919540229885,0,1.0,0.8206896551724138,0,1.0,0.825287356321839,0,0.9973190348525469,0.8551724137931035,0,0.9973333333333333,0.8597701149425288,0,1.0,0.0,0
32,0.05,0.9760765550239234,0.9379310344827586,0,0.997275204359673,0.8413793103448276,0,0.997275204359673,0.8413793103448276,0,0.9974226804123711,0.8896551724137931,0,0.9972067039106145,0.8206896551724138,0,0.9974160206718347,0.8873563218390804,0,0.9974226804123711,0.8896551724137931,0,0.9974226804123711,0.8896551724137931,0,0.9974226804123711,0.8896551724137931,0,0.9972527472527473,0.8344827586206897,0,0.9972677595628415,0.8390804597701149,0,0.997275204359673,0.8413793103448276,0,0.997289972899729,0.8459770114942529,0,0.9973821989528796,0.8758620689655172,0,0.9973821989528796,0.8758620689655172,0,1.0,0.0,0
33,0.05,0.9605568445475638,0.9517241379310345,0,0.997289972899729,0.8459770114942529,0,0.997289972899729,0.8459770114942529,0,0.9924242424242424,0.903448275862069,0,0.9972451790633609,0.832183908045977,0,0.9923664122137404,0.896551724137931,0,0.9924242424242424,0.903448275862069,0,0.9924242424242424,0.903448275862069,0,0.9874371859296482,0.903448275862069,0,0.997289972899729,0.8459770114942529,0,0.9972972972972973,0.8482758620689655,0,0.9973045822102425,0.8505747126436781,0,0.9973190348525469,0.8551724137931035,0,0.9974160206718347,0.8873563218390804,0,0.9974160206718347,0.8873563218390804,0,1.0,0.0,0
34,0.05,0.9551886792452831,0.9310344827586207,0,0.9945205479452055,0.8344827586206897,0,0.9945205479452055,0.8344827586206897,0,0.9897435897435898,0.8873563218390804,0,0.9971988795518207,0.8183908045977012,0,0.9922680412371134,0.8850574712643678,0,0.9897435897435898,0.8873563218390804,0,0.9897435897435898,0.8873563218390804,0,0.9846938775510204,0.8873563218390804,0,0.994475138121547,0.8275862068965517,0,0.9945205479452055,0.8344827586206897,0,0.994535519125683,0.8367816091954023,0,0.9945652173913043,0.8413793103448276,0,0.9948051948051948,0.8804597701149425,0,0.9948051948051948,0.8804597701149425,0,1.0,0.0,0
35,0.05,0.969047619047619,0.9356321839080459,1,1.0,0.8459770114942529,0,1.0,0.8459770114942529,0,0.9974226804123711,0.8896551724137931,0,1.0,0.8206896551724138,0,0.9974025974025974,0.8827586206896552,0,0.9974160206718347,0.8873563218390804,0,0.9948586118251928,0.8896551724137931,0,0.9948586118251928,0.8896551724137931,0,1.0,0.8344827586206897,0,1.0,0.8390804597701149,0,1.0,0.8459770114942529,0,0.9972972972972973,0.8482758620689655,0,0.9973684210526316,0.871264367816092,0,0.9973684210526316,0.871264367816092,0,1.0,0.0,0
36,0.05,0.9760765550239234,0.9379310344827586,0,1.0,0.8275862068965517,0,1.0,0.8275862068965517,0,0.9974093264248705,0.8850574712643678,0,1.0,0.8045977011494253,0,0.9974093264248705,0.8850574712643678,0,0.9974160206718347,0.8873563218390804,0,0.9974226804123711,0.8896551724137931,0,0.9948586118251928,0.8896551724137931,0,1.0,0.8160919540229885,0,1.0,0.8275862068965517,0,1.0,0.832183908045977,0,1.0,0.8344827586206897,0,0.9973614775725593,0.8689655172413793,0,0.9973753280839895,0.8735632183908046,0,1.0,0.0,0
37,0.05,0.964622641509434,0.9402298850574713,0,0.9972972972972973,0.8482758620689655,0,0.9972972972972973,0.8482758620689655,0,0.989821882951654,0.8942528735632184,0,1.0,0.8298850574712644,0,0.9974093264248705,0.8850574712643678,0,0.9922879177377892,0.8873563218390804,0,0.989769820971867,0.8896551724137931,0,0.989821882951654,0.8942528735632184,0,1.0,0.8390804597701149,0,1.0,0.8436781609195402,0,0.9972972972972973,0.8482758620689655,0,0.9973118279569892,0.8528735632183908,0,0.9973890339425587,0.8781609195402299,0,0.9973890339425587,0.8781609195402299,0,1.0,0.0,0
38,0.05,0.9266666666666666,0.9586206896551724,1,0.9949109414758269,0.8988505747126436,0,0.9949109414758269,0.8988505747126436,0,0.9782082324455206,0.9287356321839081,0,0.9948453608247423,0.8873563218390804,0,0.9802955665024631,0.9149425287356322,0,0.980440097799511,0.9218390804597701,0,0.9782082324455206,0.9287356321839081,0,0.9782082324455206,0.9287356321839081,0,0.9948717948717949,0.8919540229885058,0,0.9948849104859335,0.8942528735632184,0,0.9949109414758269,0.8988505747126436,0,0.9949367088607595,0.903448275862069,0,0.9826302729528535,0.9103448275862069,1,0.9826302729528535,0.9103448275862069,1,1.0,0.0,0
39,0.05,0.9670588235294117,0.9448275862068966,1,0.9973262032085561,0.8574712643678161,0,0.9973262032085561,0.8574712643678161,0,0.9925,0.9126436781609195,1,0.997275204359673,0.8413793103448276,0,0.9974747474747475,0.9080459770114943,0,0.9949748743718593,0.9103448275862069,0,0.9925,0.9126436781609195,0,0.9925187032418953,0.9149425287356322,0,0.9973118279569892,0.8528735632183908,0,0.9973262032085561,0.8574712643678161,0,0.9973474801061007,0.864367816091954,0,0.9973684210526316,0.871264367816092,0,0.9974619289340102,0.903448275862069,0,0.9974619289340102,0.903448275862069,0,1.0,0.0,0
40,0.05,0.960093896713615,0.9402298850574713,1,1.0,0.8436781609195402,0,1.0,0.8436781609195402,0,0.9923664122137404,0.896551724137931,0,1.0,0.8275862068965517,0,1.0,0.8873563218390804,0,0.9948586118251928,0.8896551724137931,0,0.9923469387755102,0.8942528735632184,0,0.9923664122137404,0.896551724137931,0,1.0,0.832183908045977,0,1.0,0.8367816091954023,0,1.0,0.8436781609195402,0,1.0,0.8482758620689655,0,1.0,0.8827586206896552,0,1.0,0.8827586206896552,0,1.0,0.0,0
41,0.05,0.9325842696629214,0.9540229885057471,1,0.9948186528497409,0.8827586206896552,0,0.9948186528497409,0.8827586206896552,0,0.9824561403508771,0.9011494252873563,1,0.9947229551451188,0.8666666666666667,0,0.9825,0.903448275862069,0,0.9825,0.903448275862069,0,0.9826302729528535,0.9103448275862069,0,0.9801980198019802,0.9103448275862069,0,0.9948051948051948,0.8804597701149425,0,0.9948186528497409,0.8827586206896552,0,0.9948320413436692,0.8850574712643678,0,0.9948586118251928,0.8896551724137931,0,0.9874055415617129,0.9011494252873563,0,0.9874055415617129,0.9011494252873563,0,1.0,0.0,0
42,0.05,0.9557109557109558,0.9425287356321839,1,0.9944444444444445,0.8229885057471265,0,0.9944444444444445,0.8229885057471265,0,0.9923857868020305,0.8988505747126436,0,0.997134670487106,0.8,0,0.9948717948717949,0.8919540229885058,0,0.9923469387755102,0.8942528735632184,0,0.9923857868020305,0.8988505747126436,0,0.9923857868020305,0.8988505747126436,0,0.9971671388101983,0.8091954022988506,0,0.9971910112359551,0.8160919540229885,0,0.9944444444444445,0.8229885057471265,0,0.9944903581267217,0.8298850574712644,0,0.9948186528497409,0.8827586206896552,0,0.9948186528497409,0.8827586206896552,0,1.0,0.0,0
43,0.05,0.9716981132075472,0.9471264367816092,1,1.0,0.825287356321839,0,1.0,0.825287356321839,0,1.0,0.8735632183908046,0,1.0,0.7977011494252874,0,1.0,0.8735632183908046,0,1.0,0.8735632183908046,0,1.0,0.8804597701149425,0,1.0,0.8804597701149425,0,1.0,0.8091954022988506,0,1.0,0.8229885057471265,0,1.0,0.8275862068965517,0,1.0,0.832183908045977,0,1.0,0.864367816091954,0,1.0,0.864367816091954,0,1.0,0.0,0
