dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
503_wind_sample_1314,985772,0.0063121548124764545,0.006363273204825906,0.8098405990995708,0.6875,False,"[12, 11]"
503_wind_sample_1314,305711,0.005930643751651271,0.0059332307074112,0.04362015100315173,0.615234375,False,"[12, 11, 9, 13]"
503_wind_sample_1314,435829,0.007667661532929788,0.007733992603943572,0.8650756261073344,0.34765625,False,"[12, 11, 9, 13]"
503_wind_sample_1314,117952,0.009340409562461092,0.00933951489615658,-0.009578448338159525,0.3125,False,"[12, 11]"
503_wind_sample_1314,963395,0.0071945922682995584,0.007201430354927119,0.09504481105468776,0.3125,False,"[12, 11, 9]"
503_wind_sample_1314,152315,0.005554944123482393,0.0055385887669212215,-0.2944288222816193,0.34765625,False,"[12, 11]"
503_wind_sample_1314,882371,0.007218991669803905,0.007200804755662002,-0.25193150198492453,0.5390625,False,[12]
503_wind_sample_1314,359783,0.007979898036773616,0.008026770682082577,0.5873840128402433,0.384765625,False,[12]
503_wind_sample_1314,304137,0.008981211125045584,0.00893633909274755,-0.49962117217020563,0.75390625,False,"[12, 11, 9]"
503_wind_sample_1314,122579,0.007225663340548543,0.007236233827638949,0.14629088835466575,0.4609375,False,"[12, 11, 9]"
503_wind_sample_1314,610581,0.007332435971529351,0.007301556358827818,-0.42113716125764167,0.5390625,False,"[12, 11, 9, 13, 10]"
503_wind_sample_1314,448242,0.007900076182200351,0.007877186236367715,-0.2897433556933206,0.8623046875,False,"[12, 9, 11, 13]"
503_wind_sample_1314,374564,0.006251970973239505,0.006253996892667052,0.03240449189892227,0.34765625,False,"[12, 11, 9, 13, 10]"
503_wind_sample_1314,735831,0.007185100967315144,0.007190108377230168,0.06969157340728876,0.4609375,False,"[12, 11]"
503_wind_sample_1314,736326,0.007954095242846855,0.007954371641279533,0.0034749198273239744,0.5390625,False,[12]
