M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.09,1.10,1.09,1.06
1024,1.00,1.04,1.04,1.05,1.02
2048,1.00,1.13,1.15,1.13,1.14
4096,1.00,1.59,1.36,1.28,1.20
8192,1.00,1.59,1.36,1.27,1.19
16384,1.00,1.61,1.37,1.29,1.20
32768,1.00,1.62,1.37,1.29,1.20
65536,1.00,1.63,1.37,1.30,1.20
