M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,6422.629,6646.102,6681.398,6491.435,6789.535
1024,9678.801,13324.627,12721.717,12326.049,11565.041
2048,10273.538,17793.689,14615.214,13663.880,13100.729
4096,10514.244,18418.065,15016.614,14072.920,13422.043
8192,10646.625,18816.032,15192.683,14188.783,13528.442
16384,10646.090,18852.479,15201.058,14215.939,13475.711
32768,10671.360,18871.965,15181.860,14160.392,13440.371
65536,10681.709,18822.739,15093.407,14106.139,13391.405
