M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,9710.273,10607.977,10686.514,10560.178,10249.109
1024,20271.257,20980.868,21088.460,21292.603,20747.723
2048,37662.398,42737.384,43329.864,42483.367,42977.861
4096,40876.356,65128.296,55674.912,52237.736,48999.772
8192,42117.793,67025.311,57216.975,53616.801,50162.277
16384,42676.129,68805.485,58388.304,55054.730,51134.331
32768,42809.714,69526.938,58853.615,55409.630,51418.572
65536,42679.790,69508.397,58600.299,55540.492,51377.253
