M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,11946.602,10545.155,10616.476,10070.138,10527.507
1024,24608.918,20910.746,17549.746,20762.522,20575.958
2048,47878.204,41208.233,38869.102,40767.610,42242.731
4096,90288.057,79741.637,74539.222,79073.707,78888.168
8192,102543.563,140268.527,124439.857,125928.308,114023.877
16384,105508.017,156273.372,134608.841,130610.001,117825.492
32768,106680.339,159667.162,137105.628,132662.257,119821.025
65536,106805.795,160323.991,137320.879,133560.408,119999.954
