M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,10164.960,10657.217,11162.022,11348.923,11055.077
1024,18008.703,22329.885,22580.711,21230.350,20556.283
2048,19829.943,32364.238,26473.935,25038.763,23875.819
4096,20563.227,34736.602,28213.058,26666.604,25462.422
8192,20804.985,35857.756,29080.644,27434.813,26174.542
16384,20853.295,36505.966,29428.571,27876.811,26483.179
32768,20765.415,36319.203,29262.116,27743.751,26267.297
65536,,,,,
