M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.03,1.04,1.01,1.06
1024,1.00,1.38,1.31,1.27,1.19
2048,1.00,1.73,1.42,1.33,1.28
4096,1.00,1.75,1.43,1.34,1.28
8192,1.00,1.77,1.43,1.33,1.27
16384,1.00,1.77,1.43,1.34,1.27
32768,1.00,1.77,1.42,1.33,1.26
65536,1.00,1.76,1.41,1.32,1.25
