dataset,metric,mean,std
WineQuality_sample_1063,mse,0.022912014709919843,0.0034146242697104976
WineQuality_sample_1063,aug_mse,0.022835415757078443,0.004993533780462076
WineQuality_sample_1063,delta_mse,-0.34139397839040836,12.751503279393848
WineQuality_sample_1063,p_wilcoxon,0.00546875,0.008711317022748818
WineQuality_sample_1063,should_proceed,1.0,0.0
WineQuality_sample_2126,mse,0.015394431545509341,0.0010030055126979093
WineQuality_sample_2126,aug_mse,0.014581194232545966,0.001253908643584271
WineQuality_sample_2126,delta_mse,-5.241386941799819,6.112251146925049
WineQuality_sample_2126,p_wilcoxon,0.0024739583333333332,0.0032850197425892884
WineQuality_sample_2126,should_proceed,1.0,0.0
WineQuality_sample_3189,mse,0.014784329580198591,0.0008877227985481542
WineQuality_sample_3189,aug_mse,0.014225129486948169,0.0009203951694534698
WineQuality_sample_3189,delta_mse,-3.629345741585569,5.846921463882382
WineQuality_sample_3189,p_wilcoxon,0.010807291666666666,0.020625180844114573
WineQuality_sample_3189,should_proceed,0.9333333333333333,0.24944382578492946
WineQuality_sample_4252,mse,0.013862333669849264,0.0010533247425834735
WineQuality_sample_4252,aug_mse,0.013234682232550943,0.0009502919848106547
WineQuality_sample_4252,delta_mse,-4.443849434236042,3.1813641643002724
WineQuality_sample_4252,p_wilcoxon,0.012434895833333333,0.015050754158441605
WineQuality_sample_4252,should_proceed,0.8666666666666667,0.3399346342395189
WineQuality_sample_5315,mse,0.013971622941610562,0.000630832942313799
WineQuality_sample_5315,aug_mse,0.013278614632336013,0.0007446780427778817
WineQuality_sample_5315,delta_mse,-4.985383228444988,2.287377301795017
WineQuality_sample_5315,p_wilcoxon,0.025520833333333333,0.03103331997683655
WineQuality_sample_5315,should_proceed,0.8,0.4
