model_name,dataset_name,exp_name,type,normal_cosine_distance_mean,normal_mae_deg_mean,normal_acc_11_25,psnr,ssim,lpips
PhyGaP,owl_quat_white,${ITEM},test,,,,28.457164764404297,0.9612419605255127,0.04213787615299225
