model_name,dataset_name,exp_name,type,normal_cosine_distance_mean,normal_mae_deg_mean,normal_acc_11_25,psnr,ssim,lpips
PhyGaP,owl_quat_white,owl_quat_white,test,nan,nan,nan,28.179636001586914,0.9599008798599243,0.04312906265258789
