init_top30,bo_top30
4.0,7.1
4.4,7.7
4.5,7.6
4.6,7.5
4.6,7.5
4.6,7.8
4.6,7.6
4.7,8.0
6.8,8.3
4.9,7.2
6.3,7.7
6.7,7.6
5.8,7.3
5.6,8.0
5.7,7.3
5.2,7.5
4.8,7.4
6.3,8.2
7.0,8.1
5.5,7.7
10.4,7.7
6.7,7.2
5.3,8.0
6.4,7.7
5.7,8.1
6.4,7.2
6.1,7.5
5.4,7.5
5.9,8.8
5.1,7.2
