M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.25,1.14,1.12,1.08
128,1.00,1.21,1.09,1.05,1.03
256,1.00,1.26,1.12,1.08,1.04
512,1.00,1.31,1.16,1.12,1.09
