M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.10,1.00,0.91,0.96
128,1.00,1.05,0.98,1.01,0.97
256,1.00,1.07,1.03,1.01,0.99
512,1.00,1.09,1.06,1.06,1.02
