M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.28,1.14,1.10,1.08
128,1.00,1.24,1.12,1.09,1.04
256,1.00,1.35,1.19,1.13,1.10
512,1.00,1.40,1.23,1.17,1.14
