M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,7090.615,8224.192,7894.236,7808.787,7589.981
128,10942.664,12493.077,11730.929,11437.985,11322.589
256,15974.434,18135.688,16953.402,16702.511,16486.222
512,15926.753,18692.270,17391.276,17272.895,16976.133
