dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
503_wind_sample_5256,985772,0.005636951357948288,0.005476629641681067,-2.844120981125049,0.0009765625,True,"[11, 9, 10]"
503_wind_sample_5256,305711,0.005826388819488324,0.0058144991534791165,-0.20406578375679557,0.0009765625,True,"[12, 11, 9, 13]"
503_wind_sample_5256,435829,0.005651285201196216,0.005580735121744471,-1.2483900022743708,0.013671875,True,"[12, 11, 9]"
503_wind_sample_5256,117952,0.005718714899813159,0.005773495460986933,0.9579173316642142,0.0009765625,True,"[12, 11, 9]"
503_wind_sample_5256,963395,0.005418274109870504,0.005153056993318663,-4.894863404357732,0.0009765625,True,[11]
503_wind_sample_5256,152315,0.006018317045432796,0.005994749492508972,-0.39159706519132836,0.0009765625,True,"[11, 12]"
503_wind_sample_5256,882371,0.005660004703642043,0.005556495261621969,-1.8287872084888706,0.0009765625,True,"[11, 9, 10]"
503_wind_sample_5256,359783,0.005607159806137164,0.005543059159991233,-1.143192781410858,0.0009765625,True,"[12, 11, 9]"
503_wind_sample_5256,304137,0.00600356422367914,0.006083119517437201,1.3251343834097935,0.0068359375,True,[12]
503_wind_sample_5256,122579,0.005313656626657671,0.0052183589807149365,-1.7934475755291206,0.0009765625,True,"[11, 9]"
503_wind_sample_5256,610581,0.006107429839300873,0.005960791572423735,-2.4009816033175033,0.001953125,True,"[12, 11]"
503_wind_sample_5256,448242,0.005379816400172243,0.00530709501811939,-1.351744681296652,0.0009765625,True,"[12, 11, 9, 10, 13]"
503_wind_sample_5256,374564,0.0055086818758360995,0.005453283698070424,-1.0056521508108889,0.0009765625,True,"[12, 11, 9]"
503_wind_sample_5256,735831,0.005909942395616344,0.005749956087088883,-2.707070523159922,0.0009765625,True,"[12, 11, 9, 13]"
503_wind_sample_5256,736326,0.005772794019554759,0.005690912797836709,-1.4183984642563991,0.0009765625,True,[12]
