function,function_index,dimension,instance,best_f_cma,best_f_berw,label,misranking_rd,variance_rel_sd,pred_misranking,pred_variance
105,5,20,10,18.92903355,89.63424042,cma,0.013888888888888888,0.026234588384422518,cma,cma
105,5,20,11,19.6748511,19.69045512,cma,0.013888888888888888,0.01708669885168228,cma,cma
105,5,20,12,83.81129038,18.1792956,berw,0.027777777777777776,0.01888005928380948,cma,cma
105,5,20,13,19.67090221,19.81804967,cma,0.013888888888888888,0.021598741420961357,cma,cma
105,5,20,14,15.35251477,16.98204545,cma,0.013888888888888888,0.018246109972674104,cma,cma
105,5,20,15,19.23230866,19.74250211,cma,0.013888888888888888,0.01936032193658777,cma,cma
106,6,20,1,74.7497884,16.29139255,berw,0.0,1.3422268348151273e-07,cma,cma
106,6,20,2,15.5921395,17.34964992,cma,0.0,1.1565223681427202e-07,cma,cma
106,6,20,3,15.27339111,77.82888049,cma,0.0,1.040742468018772e-07,cma,cma
106,6,20,4,18.31206474,17.41707579,berw,0.0,2.3677334243257498e-08,cma,cma
106,6,20,5,15.27964702,17.24328686,cma,0.0,0.0,cma,cma
106,6,20,6,15.49126305,16.15115477,cma,0.0,0.0,cma,cma
106,6,20,7,15.39304391,15.07274829,berw,0.0,0.0,cma,cma
106,6,20,8,15.43370945,16.41265251,cma,0.0,1.25821310783452e-08,cma,cma
106,6,20,9,15.40432128,73.7285666,cma,0.0,2.6527407438229752e-06,cma,cma
106,6,20,10,15.69992929,17.41702564,cma,0.0,1.1459530191366876e-16,cma,cma
106,6,20,11,15.52984414,16.34437236,cma,0.0,0.0,cma,cma
106,6,20,12,15.73116808,19.37761381,cma,0.0,6.83672182500834e-07,cma,cma
106,6,20,13,19.47420919,16.93266301,berw,0.0,2.7217332424441326e-08,cma,cma
106,6,20,14,16.50709251,16.70880338,cma,0.0,6.043381809570082e-07,cma,cma
106,6,20,15,15.66406185,16.6649125,cma,0.0,0.0,cma,cma
107,7,20,1,14.0029038,33.2349003,cma,0.2916666666666667,0.6417139006227202,berw,berw
107,7,20,2,4.028665379,46.38803762,cma,0.3333333333333333,0.32931195614361203,berw,berw
107,7,20,3,12.08098446,25.63053248,cma,0.3194444444444445,1.1323256792168104,berw,berw
107,7,20,4,9.516953255,60.48068353,cma,0.3194444444444445,4.141317948983722,berw,berw
107,7,20,5,38.33366535,35.83773597,berw,0.2916666666666667,1.5915813126563971,berw,berw
107,7,20,6,27.52585558,37.01072438,cma,0.20833333333333334,2.4151889814349428,berw,berw
107,7,20,7,40.60206023,32.32427058,berw,0.2222222222222222,0.24584063371454334,berw,berw
107,7,20,8,29.69586124,34.07334012,cma,0.3055555555555555,1.6242308731019464,berw,berw
107,7,20,9,87.90748534,21.00963077,berw,0.20833333333333334,1.5519261311357426,berw,berw
107,7,20,10,23.52410669,25.17088578,cma,0.4166666666666667,0.6589146741581365,berw,berw
107,7,20,11,34.96891202,36.92320301,cma,0.2638888888888889,0.8099702585752546,berw,berw
107,7,20,12,39.36173864,51.74920308,cma,0.3194444444444445,0.11367436362990005,berw,berw
107,7,20,13,42.81904757,30.45303694,berw,0.25,3.1386173691913974,berw,berw
107,7,20,14,15.28193135,25.75975299,cma,0.34722222222222227,1.3564715747787206,berw,berw
107,7,20,15,30.15117251,95.05893766,cma,0.2638888888888889,0.9852936278062153,berw,berw
108,8,20,1,69.65894576,73.10570716,cma,0.2777777777777778,1.160535470454282,berw,berw
108,8,20,2,68.42933196,71.75933481,cma,0.375,1.335123258231832,berw,berw
108,8,20,3,110.1260457,75.83397357,berw,0.2638888888888889,2.0932351969083953,berw,berw
108,8,20,4,51.14804408,87.4360254,cma,0.2916666666666667,2.6171384720653914,berw,berw
108,8,20,5,52.19818706,62.31831799,cma,0.25,1.9801852252087648,berw,berw
108,8,20,6,37.7958507,64.74077035,cma,0.34722222222222227,1.2778933022273513,berw,berw
108,8,20,7,44.11544905,57.02650795,cma,0.3194444444444445,1.6182968404113585,berw,berw
108,8,20,8,71.49836598,102.1576822,cma,0.3611111111111111,2.3439485964148963,berw,berw
108,8,20,9,96.17007019,96.59190622,cma,0.25,1.3529750327299361,berw,berw
108,8,20,10,106.1604271,92.3402573,berw,0.4166666666666667,1.7848411613097668,berw,berw
108,8,20,11,82.99206122,101.8883034,cma,0.4166666666666667,1.6651493611221353,berw,berw
108,8,20,12,77.45379838,89.06149135,cma,0.4583333333333333,2.2032544715346196,berw,berw
108,8,20,13,87.24655349,91.44445752,cma,0.3194444444444445,1.600260639049268,berw,berw
108,8,20,14,126.4778424,60.97249761,berw,0.3055555555555555,2.465218429187124,berw,berw
108,8,20,15,60.19687941,120.4961652,cma,0.2916666666666667,1.4293153693584533,berw,berw
109,9,20,1,2.712236082e-06,0.003034188488,cma,0.0,0.001643192326099182,cma,cma
109,9,20,2,0.0002294714257,0.006383067941,cma,0.0,0.0008038326035784906,cma,cma
109,9,20,3,5.482581861e-05,0.002834630199,cma,0.0,0.00034192437115407396,cma,cma
109,9,20,4,4.969442793e-05,8.679327775e-05,cma,0.013888888888888888,0.0018818973686617088,cma,cma
109,9,20,5,2.211045516e-06,0.005434808268,cma,0.027777777777777776,0.00019371806267872007,cma,cma
109,9,20,6,3.309977882e-05,0.01142723199,cma,0.0,0.004265826949122685,cma,cma
109,9,20,7,0.0001595059496,0.0009235425781,cma,0.0,0.02274108488816344,cma,cma
109,9,20,8,1.337002588e-05,0.01862636758,cma,0.013888888888888888,2.123518890810663e-16,cma,cma
109,9,20,9,9.449879488e-05,0.1235874526,cma,0.0,0.0002552788060671732,cma,cma
109,9,20,10,3.864180173e-06,0.009048334052,cma,0.0,0.0032664663497021544,cma,cma
109,9,20,11,4.189121637e-05,0.02112139086,cma,0.0,0.0005314363691248113,cma,cma
109,9,20,12,2.615874394e-05,0.02003973361,cma,0.0,0.0003623290016519314,cma,cma
109,9,20,13,7.714243651e-06,0.0009901359772,cma,0.013888888888888888,0.00031551540399045474,cma,cma
109,9,20,14,6.770801852e-05,0.01387479523,cma,0.013888888888888888,0.001248225593432322,cma,cma
109,9,20,15,3.846239395e-06,0.02768329132,cma,0.125,0.0005183784418110506,berw,cma
110,10,20,1,653.0200057,1590.279492,cma,0.2777777777777778,0.9886778209231714,berw,berw
110,10,20,2,592.1276996,236.1796991,berw,0.3888888888888889,1.1092281181813446,berw,berw
110,10,20,3,359.4539264,342.4423853,berw,0.34722222222222227,0.7372115599854603,berw,berw
110,10,20,4,328.7812062,67.16610509,berw,0.3333333333333333,0.7418281677680981,berw,berw
110,10,20,5,2244.287561,304.7775951,berw,0.3055555555555555,1.2036050088099726,berw,berw
110,10,20,6,1017.328549,523.0124227,berw,0.3194444444444445,0.807615162252652,berw,berw
110,10,20,7,520.6585252,1329.815707,cma,0.3888888888888889,0.7308876922444645,berw,berw
110,10,20,8,595.2337472,57.63533541,berw,0.2916666666666667,0.9133505008261682,berw,berw
110,10,20,9,2312.112863,247.3089142,berw,0.3194444444444445,0.5194501047177341,berw,berw
110,10,20,10,1740.07783,136.2748099,berw,0.19444444444444445,2.6240089663245603,berw,berw
110,10,20,11,5144.613541,1983.852756,berw,0.34722222222222227,1.0377867226488213,berw,berw
110,10,20,12,2297.406502,81.28196052,berw,0.3333333333333333,1.3711542460725763,berw,berw
110,10,20,13,2376.485405,332.3026053,berw,0.20833333333333334,0.9455604585243151,berw,berw
110,10,20,14,296.0462172,143.0115972,berw,0.2916666666666667,1.050421959149294,berw,berw
110,10,20,15,341.4906515,761.4532308,cma,0.3055555555555555,1.2784604557338837,berw,berw
111,11,20,1,54789.46794,2456.964048,berw,0.3055555555555555,1.2677655660934584,berw,berw
111,11,20,2,24448.15984,36059.03124,cma,0.2638888888888889,1.4115466066916087,berw,berw
111,11,20,3,19239.15408,13087.50613,berw,0.3194444444444445,1.3913949253482552,berw,berw
111,11,20,4,26232.55368,17358.36418,berw,0.2222222222222222,1.6618141415977334,berw,berw
111,11,20,5,17254.87083,28336.68775,cma,0.2777777777777778,1.4462335667598991,berw,berw
111,11,20,6,11954.45117,16733.99503,cma,0.3055555555555555,1.335994790077595,berw,berw
111,11,20,7,31025.73111,11406.37636,berw,0.3055555555555555,1.2401327282915906,berw,berw
111,11,20,8,11884.44221,26304.13784,cma,0.4305555555555556,1.6223771701716097,berw,berw
111,11,20,9,16572.39056,10122.43291,berw,0.4305555555555556,1.238493179775828,berw,berw
111,11,20,10,24506.2706,13751.3789,berw,0.4166666666666667,1.6231932180574582,berw,berw
111,11,20,11,22030.95781,7759.697438,berw,0.3055555555555555,1.3371297974845435,berw,berw
111,11,20,12,27504.95151,10171.04998,berw,0.34722222222222227,1.7402869223674515,berw,berw
111,11,20,13,21654.28346,29347.58407,cma,0.4305555555555556,2.029722407395664,berw,berw
111,11,20,14,4251.229621,11348.19243,cma,0.3333333333333333,1.0888503192004706,berw,berw
111,11,20,15,10389.58402,34552.45706,cma,0.2916666666666667,1.4012541646657006,berw,berw
112,12,20,1,16.8927422,18.51543415,cma,0.0,1.337195120183684e-16,cma,cma
112,12,20,2,19.45163806,17.50891086,berw,0.0,1.399476188001977e-05,cma,cma
112,12,20,3,17.18490706,15.26919645,berw,0.0,3.924986681357503e-07,cma,cma
112,12,20,4,15.39283728,18.36862324,cma,0.0,0.0005694587725806275,cma,cma
112,12,20,5,17.82222922,18.17251772,cma,0.0,1.309431099269251e-05,cma,cma
112,12,20,6,11.96021964,19.22166093,cma,0.0,0.0,cma,cma
112,12,20,7,15.37743021,18.13335394,cma,0.0,5.3997198418822705e-05,cma,cma
112,12,20,8,19.46378237,19.00517427,berw,0.0,0.0,cma,cma
112,12,20,9,16.85288946,15.27163532,berw,0.0,1.549713240315831e-05,cma,cma
112,12,20,10,17.11666426,17.99237364,cma,0.0,3.4266067422260435e-06,cma,cma
112,12,20,11,17.39253537,19.03281027,cma,0.0,4.3015951782942655e-05,cma,cma
112,12,20,12,16.0691992,19.42618906,cma,0.0,3.7375691735888114e-05,cma,cma
112,12,20,13,16.85669627,18.57656238,cma,0.0,9.197094690698936e-06,cma,cma
112,12,20,14,14.92466813,77.98620319,cma,0.0,1.924399904379677e-06,cma,cma
112,12,20,15,18.19643063,25.30957119,cma,0.0,8.767423487191091e-06,cma,cma
113,13,20,1,80.48653704,49.47540806,berw,0.34722222222222227,1.0647599420722411,berw,berw
113,13,20,2,58.47319129,180.4061865,cma,0.4305555555555556,0.6081997652262473,berw,berw
113,13,20,3,110.7168981,87.85695225,berw,0.2916666666666667,0.7306589594059729,berw,berw
113,13,20,4,124.69119,123.2700348,berw,0.25,0.5063959948884472,berw,berw
113,13,20,5,134.5933827,168.8369249,cma,0.2916666666666667,1.035143230279378,berw,berw
113,13,20,6,144.4147858,117.3468431,berw,0.2777777777777778,0.7633552565838182,berw,berw
113,13,20,7,95.01024649,110.9893729,cma,0.2916666666666667,1.2678708642484948,berw,berw
113,13,20,8,137.1865002,284.4635519,cma,0.375,1.2240919587617007,berw,berw
113,13,20,9,93.8042235,116.4165801,cma,0.3055555555555555,0.7376055150082668,berw,berw
113,13,20,10,87.65938752,108.0328402,cma,0.25,1.9472657078685587,berw,berw
113,13,20,11,107.1936396,100.9240544,berw,0.34722222222222227,0.5843501741151703,berw,berw
113,13,20,12,280.62865,115.2374142,berw,0.3333333333333333,0.5349259447923086,berw,berw
113,13,20,13,61.164084,193.0764384,cma,0.3333333333333333,0.6100737807936333,berw,berw
113,13,20,14,52.89753207,128.0335009,cma,0.19444444444444445,0.9182745402036336,berw,berw
113,13,20,15,117.4637595,46.91550386,berw,0.3055555555555555,2.4609739381259077,berw,berw
114,14,20,1,289.4231189,753.1570585,cma,0.375,1.2299215763534994,berw,berw
114,14,20,2,269.8163339,344.358977,cma,0.4305555555555556,1.9167106257722926,berw,berw
114,14,20,3,375.6720425,299.8217254,berw,0.3194444444444445,2.0729926075424006,berw,berw
114,14,20,4,229.6198196,427.5211746,cma,0.2777777777777778,1.837094102422523,berw,berw
114,14,20,5,234.0871298,322.6587624,cma,0.375,1.2668897659013227,berw,berw
114,14,20,6,333.7078527,300.6455721,berw,0.3888888888888889,1.5821526889142066,berw,berw
114,14,20,7,284.4042028,286.9506173,cma,0.19444444444444445,1.1622061150869598,berw,berw
114,14,20,8,225.4718169,568.9238269,cma,0.3888888888888889,1.5860887097104077,berw,berw
114,14,20,9,616.3476354,530.3718456,berw,0.34722222222222227,1.2411042634698655,berw,berw
114,14,20,10,137.7949946,338.2456605,cma,0.34722222222222227,1.6893894552101776,berw,berw
114,14,20,11,169.3207998,219.8103867,cma,0.375,1.8185015937003335,berw,berw
114,14,20,12,232.4808644,239.4754351,cma,0.3055555555555555,1.3566574259223796,berw,berw
114,14,20,13,293.4576671,378.3092299,cma,0.34722222222222227,1.4895104671047945,berw,berw
114,14,20,14,153.9767659,416.9927009,cma,0.3333333333333333,1.2354368241343532,berw,berw
114,14,20,15,388.7267818,456.4648048,cma,0.3611111111111111,1.689772963336738,berw,berw
115,15,20,1,5.762046414,7.553534218,cma,0.0,3.4614634072533076e-05,cma,cma
115,15,20,2,5.092122173,3.226980509,berw,0.0,0.0002994992645621805,cma,cma
115,15,20,3,17.03792354,6.503721251,berw,0.013888888888888888,0.0009198021610590118,cma,cma
115,15,20,4,10.94991373,5.99421567,berw,0.0,7.107226327782233e-05,cma,cma
115,15,20,5,2.206891132,6.718129421,cma,0.0,0.0002637413115820137,cma,cma
115,15,20,6,4.195811423,8.091782595,cma,0.0,0.00116294396810601,cma,cma
115,15,20,7,10.46687167,12.01008399,cma,0.0,0.0020740903141761055,cma,cma
115,15,20,8,11.19975985,7.225215485,berw,0.0,0.0009470464122292478,cma,cma
115,15,20,9,6.124061511,24.19969805,cma,0.0,0.0028549927651760464,cma,cma
115,15,20,10,22.27800636,9.457419449,berw,0.0,0.0011907902815920985,cma,cma
115,15,20,11,5.79408904,7.814115441,cma,0.0,9.084576671048334e-05,cma,cma
115,15,20,12,16.93422801,3.282496555,berw,0.0,0.00019095833890770547,cma,cma
115,15,20,13,11.95196279,7.554655473,berw,0.0,0.0008519564011506622,cma,cma
115,15,20,14,11.97837667,11.99750218,cma,0.0,0.0005202985511759239,cma,cma
115,15,20,15,4.888490644,10.71315121,cma,0.0,0.0012635252657978132,cma,cma
116,16,20,1,13372.62343,16911.31153,cma,0.34722222222222227,1.0930228105690538,berw,berw
116,16,20,2,4044.895476,4109.207009,cma,0.3611111111111111,0.85009005998126,berw,berw
116,16,20,3,7122.749615,999.6416001,berw,0.25,1.0471392238606598,berw,berw
116,16,20,4,7239.430405,7992.697731,cma,0.25,0.9705558137490472,berw,berw
116,16,20,5,2913.386202,1647.0503,berw,0.2638888888888889,0.9014857747053987,berw,berw
116,16,20,6,3556.456679,4826.904046,cma,0.2777777777777778,0.45119012768431427,berw,berw
116,16,20,7,5101.857399,7080.571996,cma,0.375,1.0641812665118484,berw,berw
116,16,20,8,4988.191758,8007.527978,cma,0.1111111111111111,0.9391639452554453,cma,berw
116,16,20,9,7595.138161,5486.361594,berw,0.23611111111111113,0.7013005048320443,berw,berw
116,16,20,10,12543.01688,7973.603768,berw,0.2638888888888889,1.6216900674948727,berw,berw
116,16,20,11,2137.612549,5335.857904,cma,0.3333333333333333,0.6613481560118415,berw,berw
116,16,20,12,2313.194339,1759.325357,berw,0.2638888888888889,0.8204199365747236,berw,berw
116,16,20,13,12303.23257,2824.779342,berw,0.2222222222222222,1.3633074507743714,berw,berw
116,16,20,14,6176.433007,5486.59812,berw,0.3055555555555555,0.9008633725049319,berw,berw
116,16,20,15,3399.302145,2634.6201,berw,0.2222222222222222,0.6245836570976561,berw,berw
117,17,20,1,18328.13318,19303.39876,cma,0.3333333333333333,0.7201471919104793,berw,berw
117,17,20,2,11309.15844,20211.29589,cma,0.4166666666666667,2.1748015371797798,berw,berw
117,17,20,3,18706.0076,9685.977287,berw,0.2777777777777778,1.7874583872424432,berw,berw
117,17,20,4,18156.68822,13119.14646,berw,0.2777777777777778,1.2332815998205107,berw,berw
117,17,20,5,9386.188835,14659.66608,cma,0.3333333333333333,1.2024480212884616,berw,berw
117,17,20,6,15706.70378,13723.25206,berw,0.3888888888888889,1.0342305379184487,berw,berw
117,17,20,7,15009.84542,10601.64594,berw,0.4444444444444444,1.5358211118767067,berw,berw
117,17,20,8,13197.5156,4893.621737,berw,0.23611111111111113,1.082984752769484,berw,berw
117,17,20,9,13735.91868,17522.43972,cma,0.34722222222222227,2.2220501423774643,berw,berw
117,17,20,10,10858.67265,17924.62982,cma,0.3055555555555555,1.023140942477916,berw,berw
117,17,20,11,14335.30189,14535.52362,cma,0.2638888888888889,1.6946709862578115,berw,berw
117,17,20,12,15986.21752,13766.6052,berw,0.4444444444444444,1.253824487523353,berw,berw
117,17,20,13,17006.43685,18087.8776,cma,0.2222222222222222,1.4554967402267796,berw,berw
117,17,20,14,12119.64387,27037.49385,cma,0.3055555555555555,0.9189110571081127,berw,berw
117,17,20,15,17406.12028,16727.91754,berw,0.3611111111111111,1.3285152371993985,berw,berw
118,18,20,1,235.1788821,355.4573409,cma,0.0,1.3294000263773133e-05,cma,cma
118,18,20,2,301.8790717,446.4348985,cma,0.0,1.61054921256762e-05,cma,cma
118,18,20,3,112.1907446,664.685396,cma,0.0,1.4372421066315686e-05,cma,cma
118,18,20,4,209.3109779,62.42947448,berw,0.0,1.8987569746440215e-06,cma,cma
118,18,20,5,291.5422976,313.203904,cma,0.0,4.023839737498429e-06,cma,cma
118,18,20,6,170.7663084,131.8398239,berw,0.0,1.890581735426027e-16,cma,cma
118,18,20,7,283.6696364,627.0195512,cma,0.0,2.6512460027032677e-06,cma,cma
118,18,20,8,646.7284064,492.1769625,berw,0.0,2.8486542190264765e-06,cma,cma
118,18,20,9,379.3395346,180.3775942,berw,0.0,3.3671684567923295e-06,cma,cma
118,18,20,10,186.5763536,364.8348163,cma,0.0,1.394877719785849e-05,cma,cma
118,18,20,11,330.1168301,375.4483776,cma,0.0,8.964977195328708e-07,cma,cma
118,18,20,12,165.8233111,193.3440419,cma,0.0,1.4907816642372898e-05,cma,cma
118,18,20,13,282.0933528,331.8018169,cma,0.0,0.0,cma,cma
118,18,20,14,283.6242796,223.5416957,berw,0.0,2.1269814548383678e-06,cma,cma
118,18,20,15,406.0900125,424.1561573,cma,0.0,0.0047600319107969444,cma,cma
119,19,20,1,6.482889336,16.9526371,cma,0.20833333333333334,3.4779780540005563,berw,berw
119,19,20,2,4.209817141,1.67065832,berw,0.2222222222222222,0.3675589165285162,berw,berw
119,19,20,3,5.781675898,2.251934415,berw,0.34722222222222227,0.2808022721739275,berw,berw
119,19,20,4,7.785305841,21.0450677,cma,0.3194444444444445,0.9540959728704508,berw,berw
119,19,20,5,15.119876,18.37494052,cma,0.3055555555555555,30.229481050552042,berw,berw
119,19,20,6,11.06377609,7.852686674,berw,0.2916666666666667,1.5107350736236425,berw,berw
119,19,20,7,13.91959271,14.62426069,cma,0.375,5.157270621475248,berw,berw
119,19,20,8,17.52251366,10.98918225,berw,0.2916666666666667,0.7646616418296525,berw,berw
119,19,20,9,20.35618664,18.6432853,berw,0.3611111111111111,1.54917387570615,berw,berw
119,19,20,10,3.092405767,14.44194575,cma,0.4166666666666667,0.06391754293767357,berw,berw
119,19,20,11,8.796856227,16.36837881,cma,0.34722222222222227,3.636248419451684,berw,berw
119,19,20,12,9.367761291,23.41762936,cma,0.3194444444444445,1.1559099831330342,berw,berw
119,19,20,13,5.928942261,21.04585719,cma,0.2777777777777778,4.8009095843146845,berw,berw
119,19,20,14,13.59568233,7.294253289,berw,0.25,8.595805603650007,berw,berw
119,19,20,15,15.61928347,20.22356709,cma,0.2638888888888889,1.5752690901335036,berw,berw
120,20,20,1,28.67073297,17.83717525,berw,0.375,1.780562772121026,berw,berw
120,20,20,2,22.43688143,31.68050338,cma,0.3611111111111111,2.3455503528208106,berw,berw
120,20,20,3,16.38814636,27.50463655,cma,0.2222222222222222,1.444144246832154,berw,berw
120,20,20,4,19.89977192,18.67669297,berw,0.2777777777777778,1.6364903535304074,berw,berw
120,20,20,5,17.70454511,16.34299469,berw,0.4166666666666667,1.8046412707824198,berw,berw
120,20,20,6,13.57385782,21.86413726,cma,0.20833333333333334,1.7121040239934273,berw,berw
120,20,20,7,18.42490965,23.6527988,cma,0.4444444444444444,1.9947388046890462,berw,berw
120,20,20,8,20.91316214,22.61920001,cma,0.34722222222222227,1.660413781921926,berw,berw
120,20,20,9,23.79594839,13.58320836,berw,0.2638888888888889,1.8733594664202016,berw,berw
120,20,20,10,14.17898572,21.8112005,cma,0.3333333333333333,1.1822811158313378,berw,berw
120,20,20,11,21.80236775,16.31293455,berw,0.16666666666666666,1.1580418670237071,berw,berw
120,20,20,12,21.73000787,13.70012372,berw,0.3194444444444445,1.5511525027856055,berw,berw
120,20,20,13,12.46321272,23.58802613,cma,0.4166666666666667,1.4988557622133765,berw,berw
120,20,20,14,25.57657872,24.8329313,berw,0.3055555555555555,2.1148037778772126,berw,berw
120,20,20,15,15.0215867,38.13034687,cma,0.2777777777777778,1.6452359416923723,berw,berw
