init_top20,ori_top20
-6.5,-6.7
-6.400000095367432,-6.4
-6.199999809265137,-6.3
-6.199999809265137,-6.2
-6.199999809265137,-6.2
-6.099999904632568,-6.2
-6.099999904632568,-6.2
-6.099999904632568,-6.2
-6.0,-6.2
-6.0,-6.1
-6.0,-6.0
-6.0,-5.9
-6.0,-5.9
-5.900000095367432,-5.8
-5.900000095367432,-5.8
-5.800000190734863,-5.8
-5.800000190734863,-5.8
-5.800000190734863,-5.8
-5.800000190734863,-5.8
-5.699999809265137,-5.8
