init_top10,ori_top10
-11.399999618530272,-10.2
-10.899999618530272,-10.0
-10.800000190734863,-9.9
-10.600000381469728,-9.7
-10.600000381469728,-9.7
-10.5,-9.6
-10.399999618530272,-9.5
-10.399999618530272,-9.5
-10.0,-9.5
-9.899999618530272,-9.4
