M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.19,1.14,1.16,1.16
1024,1.00,1.34,1.13,1.07,1.04
2048,1.00,1.38,1.19,1.12,1.08
4096,1.00,1.35,1.18,1.11,1.07
8192,1.00,1.45,1.20,1.11,1.07
16384,1.00,1.43,1.19,1.11,1.07
32768,1.00,1.43,1.18,1.11,1.05
65536,1.00,1.43,1.18,1.12,1.07
