M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,10054.764,11984.029,11499.671,11648.391,11616.987
1024,16844.735,22541.012,19100.032,18094.314,17472.148
2048,18236.287,25252.515,21704.923,20498.123,19785.130
4096,19231.754,25984.436,22669.288,21351.294,20511.996
8192,19475.296,28178.108,23340.230,21699.434,20873.407
16384,19896.909,28363.701,23628.501,22157.112,21246.867
32768,19976.359,28562.168,23658.089,22157.684,21065.761
65536,20014.826,28547.130,23678.666,22351.189,21340.992
