M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,11540.485,12156.704,11415.905,12239.466,11401.757
1024,18524.640,21807.556,18612.779,17488.276,16952.181
2048,19749.354,24568.887,20995.554,19382.064,18953.723
4096,20275.663,26341.195,21788.925,20221.402,19599.660
8192,20754.127,27039.211,22507.390,20941.915,19899.715
16384,20863.154,27366.620,22388.221,20853.481,20069.010
32768,21102.299,27476.278,22681.113,21054.449,20023.863
65536,20889.431,27373.870,22686.490,21175.993,20222.636
