M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.15,1.28,1.24,1.25
1024,1.00,1.21,1.16,1.15,1.11
2048,1.00,1.30,1.09,1.03,1.00
4096,1.00,1.26,1.05,1.00,0.96
8192,1.00,1.40,1.18,1.11,1.06
16384,1.00,1.41,1.18,1.12,1.08
32768,1.00,1.42,1.19,1.12,1.06
65536,,,,,
