M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,0.87,0.90,0.85,0.91
1024,1.00,0.88,0.90,0.87,0.90
2048,1.00,0.93,0.83,0.90,0.93
4096,1.00,0.88,0.86,0.87,0.86
8192,1.00,1.09,1.02,0.96,0.95
16384,1.00,1.20,1.12,1.12,1.02
32768,1.00,1.30,1.12,1.11,1.04
65536,1.00,1.29,1.13,1.10,1.03
