M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.05,0.99,1.06,0.99
1024,1.00,1.18,1.00,0.94,0.92
2048,1.00,1.24,1.06,0.98,0.96
4096,1.00,1.30,1.07,1.00,0.97
8192,1.00,1.30,1.08,1.01,0.96
16384,1.00,1.31,1.07,1.00,0.96
32768,1.00,1.30,1.07,1.00,0.95
65536,1.00,1.31,1.09,1.01,0.97
