M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,14551.737,16740.046,18584.973,18075.496,18163.886
1024,29132.980,35246.965,33896.266,33551.971,32428.297
2048,36530.016,47438.431,39924.935,37739.675,36571.988
4096,39967.254,50347.013,41951.448,40110.022,38278.798
8192,37030.597,51796.964,43544.393,41280.247,39318.673
16384,37681.081,52963.656,44507.825,42152.792,40520.229
32768,37655.826,53656.888,44654.698,42101.121,39928.398
65536,,,,,
