M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,20163.213,16325.510,16790.283,15456.940,16259.667
1024,39164.005,32418.932,32468.774,31230.564,32163.881
2048,73563.742,61593.092,64654.386,61595.425,61606.222
4096,135187.330,113774.057,117409.861,121153.473,113057.158
8192,170244.061,170979.294,163221.936,152678.704,151901.077
16384,190254.317,214401.293,184624.464,180043.543,172047.242
32768,196668.177,223293.409,193686.018,190017.671,176827.955
65536,198488.541,223495.984,198042.078,189760.712,178363.706
