M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,14945.210,16394.443,17192.333,17249.401,16337.850
1024,30565.494,33663.085,34794.512,33056.662,33578.681
2048,56698.913,66879.269,63672.502,64626.497,65745.668
4096,79292.468,95519.490,88024.830,86675.439,83164.061
8192,88749.470,105119.943,97225.839,93326.393,90608.081
16384,92167.765,115086.788,100521.364,97143.722,94697.668
32768,94114.107,117446.832,102454.715,99237.190,96147.587
65536,,,,,
