M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,18189.713,15910.309,16327.194,15428.180,16481.707
1024,35603.052,31481.606,31944.610,30952.165,32172.264
2048,68394.431,63373.353,56798.091,61759.281,63425.625
4096,130689.684,114401.695,112250.161,113517.378,112725.014
8192,159347.499,174210.226,162372.719,153090.239,152173.571
16384,167949.589,202371.282,188150.784,187491.133,171739.900
32768,174867.737,226490.269,196677.606,193830.325,181281.577
65536,178062.346,229477.931,201793.588,196240.781,183342.342
