M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.02,0.98,1.01,1.03
1024,1.00,1.12,0.99,0.94,0.92
2048,1.00,1.21,1.05,1.03,0.96
4096,1.00,1.24,1.05,0.99,0.93
8192,1.00,1.27,1.06,0.99,0.94
16384,1.00,1.30,1.08,1.02,0.97
32768,1.00,1.26,1.04,0.98,0.94
65536,,,,,
