M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.15,1.25,1.23,1.19
1024,1.00,1.11,1.15,1.16,1.15
2048,1.00,1.17,1.17,1.12,1.09
4096,1.00,1.31,1.16,1.12,1.07
8192,1.00,1.29,1.13,1.08,1.04
16384,1.00,1.29,1.14,1.08,1.03
32768,1.00,1.31,1.14,1.07,1.02
65536,1.00,1.32,1.14,1.08,1.02
