Name,LogDis-0,LogDis-5,LogDis-10,LogDis-20,LogDis-30,LogDis-40,LogDis-50
Rand,0.002/1.049,0.002/1.049,0.002/1.049,0.002/1.049,0.002/1.049,0.002/1.049,0.002/1.049
LRU,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051
Marker,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051
OnlineMin,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051
Predict[Belady],0.049/1.000,0.043/1.006,0.035/1.015,0.029/1.020,0.028/1.022,0.028/1.022,0.027/1.023
PredMark[Belady],0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051
LMarker[Belady],0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051
LNonMarker[Belady],0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051,0.000/1.051
FollowerRobust[OracleState],0.049/1.000,0.037/1.012,0.026/1.024,0.020/1.030,0.018/1.032,0.017/1.033,0.017/1.033
PredictiveOnlineMin[Belady]-msf-100,0.049/1.000,0.042/1.007,0.032/1.018,0.026/1.024,0.025/1.025,0.024/1.026,0.024/1.026
RPB-OnlineMin[Belady]-msf-100-pb-0,0.049/1.000,0.042/1.007,0.033/1.017,0.027/1.023,0.025/1.025,0.025/1.025,0.024/1.026
RPB-OnlineMin[Belady]-msf-100-pb-1,0.049/1.000,0.043/1.007,0.035/1.014,0.031/1.019,0.028/1.022,0.027/1.023,0.027/1.023
RPB-OnlineMin[Belady]-msf-100-pb-2,0.049/1.000,0.043/1.006,0.035/1.014,0.031/1.019,0.029/1.021,0.028/1.022,0.026/1.024
RPB-OnlineMin[Belady]-msf-100-pb-4,0.049/1.000,0.043/1.007,0.035/1.014,0.030/1.020,0.028/1.022,0.027/1.023,0.027/1.023
RPB-OnlineMin[Belady]-msf-100-pb-5,0.049/1.000,0.043/1.006,0.035/1.015,0.030/1.020,0.029/1.021,0.027/1.023,0.026/1.024
RPB-OnlineMin[Belady]-msf-100-pb-10,0.049/1.000,0.043/1.006,0.036/1.014,0.030/1.019,0.029/1.022,0.027/1.023,0.027/1.023
RPB-OnlineMin[Belady]-msf-100-pb-20,0.049/1.000,0.043/1.006,0.036/1.014,0.030/1.020,0.028/1.022,0.027/1.023,0.027/1.023
RPB-OnlineMin[Belady]-msf-100-pb-50,0.049/1.000,0.043/1.006,0.035/1.014,0.031/1.019,0.028/1.022,0.028/1.022,0.027/1.023
RPB-OnlineMin[Belady]-msf-100-pb-100,0.049/1.000,0.043/1.006,0.035/1.014,0.031/1.019,0.029/1.021,0.027/1.023,0.027/1.023
RPB-OnlineMin[Belady]-msf-100-pb-200,0.049/1.000,0.044/1.006,0.036/1.014,0.030/1.020,0.028/1.022,0.028/1.022,0.026/1.024
RPB-OnlineMin[Belady]-msf-100-pb-500,0.049/1.000,0.043/1.007,0.035/1.014,0.030/1.020,0.028/1.022,0.028/1.022,0.027/1.024
RPB-OnlineMin[Belady]-msf-100-pb-1000,0.049/1.000,0.043/1.006,0.036/1.014,0.031/1.019,0.029/1.021,0.029/1.021,0.026/1.024
"CombDet[Predict[Belady], LRU]",0.049/1.000,0.043/1.006,0.035/1.014,0.030/1.020,0.029/1.021,0.028/1.023,0.028/1.023
"CombineRandom[Predict[Belady], LRU]",0.049/1.000,0.043/1.006,0.036/1.014,0.030/1.020,0.029/1.021,0.027/1.023,0.027/1.023
