Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,16938,4022,20960,0.8081,1.000
Rand,12477,8483,20960,0.5953,2.109
LRU,13375,7585,20960,0.6381,1.886
Marker,13232,7728,20960,0.6313,1.921
OnlineMin,12755,8205,20960,0.6085,2.040
Predict[PLECO],10803,10157,20960,0.5154,2.525
PredMark[PLECO],12997,7963,20960,0.6201,1.980
LMarker[PLECO],13043,7917,20960,0.6223,1.968
LNonMarker[PLECO],12872,8088,20960,0.6141,2.011
FollowerRobust[PLECOState],12899,8061,20960,0.6154,2.004
PredictiveOnlineMin[PLECO]-msf-100,12936,8024,20960,0.6172,1.995
RPB-OnlineMin[PLECO]-msf-100-pb-0,12957,8003,20960,0.6182,1.990
RPB-OnlineMin[PLECO]-msf-100-pb-1,12845,8115,20960,0.6128,2.018
RPB-OnlineMin[PLECO]-msf-100-pb-2,12792,8168,20960,0.6103,2.031
RPB-OnlineMin[PLECO]-msf-100-pb-4,12731,8229,20960,0.6074,2.046
RPB-OnlineMin[PLECO]-msf-100-pb-8,12731,8229,20960,0.6074,2.046
RPB-OnlineMin[PLECO]-msf-100-pb-16,12734,8226,20960,0.6075,2.045
RPB-OnlineMin-CF[PLECO]-msf-100-pb-0,12906,8054,20960,0.6157,2.002
RPB-OnlineMin-CF[PLECO]-msf-100-pb-1,13026,7934,20960,0.6215,1.973
RPB-OnlineMin-CF[PLECO]-msf-100-pb-2,12948,8012,20960,0.6177,1.992
RPB-OnlineMin-CF[PLECO]-msf-100-pb-4,12906,8054,20960,0.6157,2.002
RPB-OnlineMin-CF[PLECO]-msf-100-pb-8,12928,8032,20960,0.6168,1.997
RPB-OnlineMin-CF[PLECO]-msf-100-pb-16,12922,8038,20960,0.6165,1.999
RPB-OM-HC[PLECO]-msf-100-pb-0,12909,8051,20960,0.6159,2.002
RPB-OM-HC[PLECO]-msf-100-pb-1,12819,8141,20960,0.6116,2.024
RPB-OM-HC[PLECO]-msf-100-pb-2,12766,8194,20960,0.6091,2.037
RPB-OM-HC[PLECO]-msf-100-pb-4,12727,8233,20960,0.6072,2.047
RPB-OM-HC[PLECO]-msf-100-pb-8,12734,8226,20960,0.6075,2.045
RPB-OM-HC[PLECO]-msf-100-pb-16,12734,8226,20960,0.6075,2.045
RPB-OM-S[PLECO]-msf-100-pb-0,12941,8019,20960,0.6174,1.994
RPB-OM-S[PLECO]-msf-100-pb-1,12927,8033,20960,0.6167,1.997
RPB-OM-S[PLECO]-msf-100-pb-2,12800,8160,20960,0.6107,2.029
RPB-OM-S[PLECO]-msf-100-pb-4,12735,8225,20960,0.6076,2.045
RPB-OM-S[PLECO]-msf-100-pb-8,12732,8228,20960,0.6074,2.046
RPB-OM-S[PLECO]-msf-100-pb-16,12734,8226,20960,0.6075,2.045
"CombDet[Predict[PLECO], LRU]",13265,7695,20960,0.6329,1.913
"CombineRandom[Predict[PLECO], LRU]",11351,9609,20960,0.5416,2.389
