Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,4915,3725,8640,0.5689,1.000
Rand,3294,5346,8640,0.3812,1.435
LRU,3895,4745,8640,0.4508,1.274
Marker,3742,4898,8640,0.4331,1.315
OnlineMin,3188,5452,8640,0.369,1.464
Predict[PLECO],2484,6156,8640,0.2875,1.653
PredMark[PLECO],3635,5005,8640,0.4207,1.344
LMarker[PLECO],3670,4970,8640,0.4248,1.334
LNonMarker[PLECO],3638,5002,8640,0.4211,1.343
FollowerRobust[PLECOState],3720,4920,8640,0.4306,1.321
PredictiveOnlineMin[PLECO]-msf-100,3506,5134,8640,0.4058,1.378
RPB-OnlineMin[PLECO]-msf-100-pb-0,3502,5138,8640,0.4053,1.379
RPB-OnlineMin[PLECO]-msf-100-pb-1,3436,5204,8640,0.3977,1.397
RPB-OnlineMin[PLECO]-msf-100-pb-2,3369,5271,8640,0.3899,1.415
RPB-OnlineMin[PLECO]-msf-100-pb-4,3318,5322,8640,0.384,1.429
RPB-OnlineMin[PLECO]-msf-100-pb-8,3299,5341,8640,0.3818,1.434
RPB-OnlineMin[PLECO]-msf-100-pb-16,3299,5341,8640,0.3818,1.434
RPB-OnlineMin-CF[PLECO]-msf-100-pb-0,3495,5145,8640,0.4045,1.381
RPB-OnlineMin-CF[PLECO]-msf-100-pb-1,3476,5164,8640,0.4023,1.386
RPB-OnlineMin-CF[PLECO]-msf-100-pb-2,3498,5142,8640,0.4049,1.380
RPB-OnlineMin-CF[PLECO]-msf-100-pb-4,3496,5144,8640,0.4046,1.381
RPB-OnlineMin-CF[PLECO]-msf-100-pb-8,3440,5200,8640,0.3981,1.396
RPB-OnlineMin-CF[PLECO]-msf-100-pb-16,3375,5265,8640,0.3906,1.413
RPB-OM-HC[PLECO]-msf-100-pb-0,3473,5167,8640,0.402,1.387
RPB-OM-HC[PLECO]-msf-100-pb-1,3411,5229,8640,0.3948,1.404
RPB-OM-HC[PLECO]-msf-100-pb-2,3348,5292,8640,0.3875,1.421
RPB-OM-HC[PLECO]-msf-100-pb-4,3311,5329,8640,0.3832,1.431
RPB-OM-HC[PLECO]-msf-100-pb-8,3294,5346,8640,0.3812,1.435
RPB-OM-HC[PLECO]-msf-100-pb-16,3299,5341,8640,0.3818,1.434
RPB-OM-S[PLECO]-msf-100-pb-0,3464,5176,8640,0.4009,1.390
RPB-OM-S[PLECO]-msf-100-pb-1,3385,5255,8640,0.3918,1.411
RPB-OM-S[PLECO]-msf-100-pb-2,3367,5273,8640,0.3897,1.416
RPB-OM-S[PLECO]-msf-100-pb-4,3317,5323,8640,0.3839,1.429
RPB-OM-S[PLECO]-msf-100-pb-8,3295,5345,8640,0.3814,1.435
RPB-OM-S[PLECO]-msf-100-pb-16,3299,5341,8640,0.3818,1.434
"CombDet[Predict[PLECO], LRU]",3764,4876,8640,0.4356,1.309
"CombineRandom[Predict[PLECO], LRU]",2538,6102,8640,0.2938,1.638
