Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,27637,61867,89504,0.3088,1.000
Rand,8573,80931,89504,0.0958,1.308
LRU,8493,81011,89504,0.0949,1.309
Marker,8425,81079,89504,0.0941,1.311
OnlineMin,8644,80860,89504,0.0966,1.307
Predict[PLECO],6223,83281,89504,0.0695,1.346
PredMark[PLECO],8496,81008,89504,0.0949,1.309
LMarker[PLECO],8461,81043,89504,0.0945,1.310
LNonMarker[PLECO],8914,80590,89504,0.0996,1.303
FollowerRobust[PLECOState],9430,80074,89504,0.1054,1.294
PredictiveOnlineMin[PLECO]-msf-100,15009,74495,89504,0.1677,1.204
RPB-OnlineMin[PLECO]-msf-100-pb-0,14931,74573,89504,0.1668,1.205
RPB-OnlineMin[PLECO]-msf-100-pb-1,15052,74452,89504,0.1682,1.203
RPB-OnlineMin[PLECO]-msf-100-pb-2,15046,74458,89504,0.1681,1.204
RPB-OnlineMin[PLECO]-msf-100-pb-4,15048,74456,89504,0.1681,1.203
RPB-OnlineMin[PLECO]-msf-100-pb-8,15049,74455,89504,0.1681,1.203
RPB-OnlineMin[PLECO]-msf-100-pb-16,15049,74455,89504,0.1681,1.203
RPB-OnlineMin-CF[PLECO]-msf-100-pb-0,14994,74510,89504,0.1675,1.204
RPB-OnlineMin-CF[PLECO]-msf-100-pb-1,14976,74528,89504,0.1673,1.205
RPB-OnlineMin-CF[PLECO]-msf-100-pb-2,15003,74501,89504,0.1676,1.204
RPB-OnlineMin-CF[PLECO]-msf-100-pb-4,14946,74558,89504,0.167,1.205
RPB-OnlineMin-CF[PLECO]-msf-100-pb-8,15023,74481,89504,0.1678,1.204
RPB-OnlineMin-CF[PLECO]-msf-100-pb-16,14977,74527,89504,0.1673,1.205
RPB-OM-HC[PLECO]-msf-100-pb-0,14995,74509,89504,0.1675,1.204
RPB-OM-HC[PLECO]-msf-100-pb-1,15055,74449,89504,0.1682,1.203
RPB-OM-HC[PLECO]-msf-100-pb-2,15042,74462,89504,0.1681,1.204
RPB-OM-HC[PLECO]-msf-100-pb-4,15048,74456,89504,0.1681,1.203
RPB-OM-HC[PLECO]-msf-100-pb-8,15049,74455,89504,0.1681,1.203
RPB-OM-HC[PLECO]-msf-100-pb-16,15049,74455,89504,0.1681,1.203
RPB-OM-S[PLECO]-msf-100-pb-0,14935,74569,89504,0.1669,1.205
RPB-OM-S[PLECO]-msf-100-pb-1,15040,74464,89504,0.168,1.204
RPB-OM-S[PLECO]-msf-100-pb-2,15041,74463,89504,0.168,1.204
RPB-OM-S[PLECO]-msf-100-pb-4,15049,74455,89504,0.1681,1.203
RPB-OM-S[PLECO]-msf-100-pb-8,15049,74455,89504,0.1681,1.203
RPB-OM-S[PLECO]-msf-100-pb-16,15049,74455,89504,0.1681,1.203
"CombDet[Predict[PLECO], LRU]",8872,80632,89504,0.0991,1.303
"CombineRandom[Predict[PLECO], LRU]",7239,82265,89504,0.0809,1.330
