Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,24274,73486,97760,0.2483,1.000
Rand,2155,95605,97760,0.022,1.301
LRU,0,97760,97760,0.0,1.330
Marker,21,97739,97760,0.0002,1.330
OnlineMin,1790,95970,97760,0.0183,1.306
Predict[PLECO],463,97297,97760,0.0047,1.324
PredMark[PLECO],113,97647,97760,0.0012,1.329
LMarker[PLECO],113,97647,97760,0.0012,1.329
LNonMarker[PLECO],117,97643,97760,0.0012,1.329
FollowerRobust[PLECOState],614,97146,97760,0.0063,1.322
PredictiveOnlineMin[PLECO]-msf-100,10600,87160,97760,0.1084,1.186
RPB-OnlineMin[PLECO]-msf-100-pb-0,10604,87156,97760,0.1085,1.186
RPB-OnlineMin[PLECO]-msf-100-pb-1,10601,87159,97760,0.1084,1.186
RPB-OnlineMin[PLECO]-msf-100-pb-2,10589,87171,97760,0.1083,1.186
RPB-OnlineMin[PLECO]-msf-100-pb-4,10584,87176,97760,0.1083,1.186
RPB-OnlineMin[PLECO]-msf-100-pb-8,10584,87176,97760,0.1083,1.186
RPB-OnlineMin[PLECO]-msf-100-pb-16,10584,87176,97760,0.1083,1.186
RPB-OnlineMin-CF[PLECO]-msf-100-pb-0,10600,87160,97760,0.1084,1.186
RPB-OnlineMin-CF[PLECO]-msf-100-pb-1,10598,87162,97760,0.1084,1.186
RPB-OnlineMin-CF[PLECO]-msf-100-pb-2,10606,87154,97760,0.1085,1.186
RPB-OnlineMin-CF[PLECO]-msf-100-pb-4,10594,87166,97760,0.1084,1.186
RPB-OnlineMin-CF[PLECO]-msf-100-pb-8,10609,87151,97760,0.1085,1.186
RPB-OnlineMin-CF[PLECO]-msf-100-pb-16,10588,87172,97760,0.1083,1.186
RPB-OM-HC[PLECO]-msf-100-pb-0,10605,87155,97760,0.1085,1.186
RPB-OM-HC[PLECO]-msf-100-pb-1,10600,87160,97760,0.1084,1.186
RPB-OM-HC[PLECO]-msf-100-pb-2,10591,87169,97760,0.1083,1.186
RPB-OM-HC[PLECO]-msf-100-pb-4,10584,87176,97760,0.1083,1.186
RPB-OM-HC[PLECO]-msf-100-pb-8,10584,87176,97760,0.1083,1.186
RPB-OM-HC[PLECO]-msf-100-pb-16,10584,87176,97760,0.1083,1.186
RPB-OM-S[PLECO]-msf-100-pb-0,10599,87161,97760,0.1084,1.186
RPB-OM-S[PLECO]-msf-100-pb-1,10601,87159,97760,0.1084,1.186
RPB-OM-S[PLECO]-msf-100-pb-2,10591,87169,97760,0.1083,1.186
RPB-OM-S[PLECO]-msf-100-pb-4,10584,87176,97760,0.1083,1.186
RPB-OM-S[PLECO]-msf-100-pb-8,10584,87176,97760,0.1083,1.186
RPB-OM-S[PLECO]-msf-100-pb-16,10584,87176,97760,0.1083,1.186
"CombDet[Predict[PLECO], LRU]",463,97297,97760,0.0047,1.324
"CombineRandom[Predict[PLECO], LRU]",463,97297,97760,0.0047,1.324
