Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,960,68640,69600,0.0138,1.000
Rand,20,69580,69600,0.0003,1.014
LRU,9,69591,69600,0.0001,1.014
Marker,11,69589,69600,0.0002,1.014
OnlineMin,8,69592,69600,0.0001,1.014
Predict[POPU],747,68853,69600,0.0107,1.003
PredMark[POPU],12,69588,69600,0.0002,1.014
LMarker[POPU],12,69588,69600,0.0002,1.014
LNonMarker[POPU],12,69588,69600,0.0002,1.014
FollowerRobust[POPUState],494,69106,69600,0.0071,1.007
PredictiveOnlineMin[POPU]-msf-100,479,69121,69600,0.0069,1.007
RPB-OnlineMin[POPU]-msf-100-pb-0,482,69118,69600,0.0069,1.007
RPB-OnlineMin[POPU]-msf-100-pb-1,474,69126,69600,0.0068,1.007
RPB-OnlineMin[POPU]-msf-100-pb-2,474,69126,69600,0.0068,1.007
RPB-OnlineMin[POPU]-msf-100-pb-4,474,69126,69600,0.0068,1.007
RPB-OnlineMin[POPU]-msf-100-pb-8,474,69126,69600,0.0068,1.007
RPB-OnlineMin[POPU]-msf-100-pb-16,474,69126,69600,0.0068,1.007
RPB-OM-HC[POPU]-msf-100-pb-0,472,69128,69600,0.0068,1.007
RPB-OM-HC[POPU]-msf-100-pb-1,474,69126,69600,0.0068,1.007
RPB-OM-HC[POPU]-msf-100-pb-2,474,69126,69600,0.0068,1.007
RPB-OM-HC[POPU]-msf-100-pb-4,474,69126,69600,0.0068,1.007
RPB-OM-HC[POPU]-msf-100-pb-8,474,69126,69600,0.0068,1.007
RPB-OM-HC[POPU]-msf-100-pb-16,474,69126,69600,0.0068,1.007
"CombDet[Predict[POPU], LRU]",747,68853,69600,0.0107,1.003
"CombineRandom[Predict[POPU], LRU]",747,68853,69600,0.0107,1.003
