Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,29461,39979,69440,0.4243,1.000
Rand,12291,57149,69440,0.177,1.429
LRU,14191,55249,69440,0.2044,1.382
Marker,14110,55330,69440,0.2032,1.384
OnlineMin,10998,58442,69440,0.1584,1.462
Predict[PLECO],6832,62608,69440,0.0984,1.566
PredMark[PLECO],14045,55395,69440,0.2023,1.386
LMarker[PLECO],14107,55333,69440,0.2032,1.384
LNonMarker[PLECO],13737,55703,69440,0.1978,1.393
FollowerRobust[PLECOState],13883,55557,69440,0.1999,1.390
PredictiveOnlineMin[PLECO]-msf-100,10974,58466,69440,0.158,1.462
RPB-OnlineMin[PLECO]-msf-100-pb-0,11011,58429,69440,0.1586,1.461
RPB-OnlineMin[PLECO]-msf-100-pb-1,11000,58440,69440,0.1584,1.462
RPB-OnlineMin[PLECO]-msf-100-pb-2,11004,58436,69440,0.1585,1.462
RPB-OnlineMin[PLECO]-msf-100-pb-4,10955,58485,69440,0.1578,1.463
RPB-OnlineMin[PLECO]-msf-100-pb-8,10959,58481,69440,0.1578,1.463
RPB-OnlineMin[PLECO]-msf-100-pb-16,10957,58483,69440,0.1578,1.463
RPB-OnlineMin-CF[PLECO]-msf-100-pb-0,11047,58393,69440,0.1591,1.461
RPB-OnlineMin-CF[PLECO]-msf-100-pb-1,11063,58377,69440,0.1593,1.460
RPB-OnlineMin-CF[PLECO]-msf-100-pb-2,11057,58383,69440,0.1592,1.460
RPB-OnlineMin-CF[PLECO]-msf-100-pb-4,11119,58321,69440,0.1601,1.459
RPB-OnlineMin-CF[PLECO]-msf-100-pb-8,11156,58284,69440,0.1607,1.458
RPB-OnlineMin-CF[PLECO]-msf-100-pb-16,10968,58472,69440,0.1579,1.463
RPB-OM-HC[PLECO]-msf-100-pb-0,10998,58442,69440,0.1584,1.462
RPB-OM-HC[PLECO]-msf-100-pb-1,11026,58414,69440,0.1588,1.461
RPB-OM-HC[PLECO]-msf-100-pb-2,11007,58433,69440,0.1585,1.462
RPB-OM-HC[PLECO]-msf-100-pb-4,10966,58474,69440,0.1579,1.463
RPB-OM-HC[PLECO]-msf-100-pb-8,10958,58482,69440,0.1578,1.463
RPB-OM-HC[PLECO]-msf-100-pb-16,10957,58483,69440,0.1578,1.463
RPB-OM-S[PLECO]-msf-100-pb-0,10974,58466,69440,0.158,1.462
RPB-OM-S[PLECO]-msf-100-pb-1,11079,58361,69440,0.1595,1.460
RPB-OM-S[PLECO]-msf-100-pb-2,10961,58479,69440,0.1578,1.463
RPB-OM-S[PLECO]-msf-100-pb-4,10968,58472,69440,0.1579,1.463
RPB-OM-S[PLECO]-msf-100-pb-8,10961,58479,69440,0.1578,1.463
RPB-OM-S[PLECO]-msf-100-pb-16,10957,58483,69440,0.1578,1.463
"CombDet[Predict[PLECO], LRU]",13834,55606,69440,0.1992,1.391
"CombineRandom[Predict[PLECO], LRU]",9531,59909,69440,0.1373,1.499
