Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,9348,18396,27744,0.3369,1.000
Rand,1209,26535,27744,0.0436,1.442
LRU,0,27744,27744,0.0,1.508
Marker,329,27415,27744,0.0119,1.490
OnlineMin,1694,26050,27744,0.0611,1.416
Predict[PLECO],1075,26669,27744,0.0387,1.450
PredMark[PLECO],829,26915,27744,0.0299,1.463
LMarker[PLECO],829,26915,27744,0.0299,1.463
LNonMarker[PLECO],806,26938,27744,0.0291,1.464
FollowerRobust[PLECOState],841,26903,27744,0.0303,1.462
PredictiveOnlineMin[PLECO]-msf-100,4274,23470,27744,0.1541,1.276
RPB-OnlineMin[PLECO]-msf-100-pb-0,4259,23485,27744,0.1535,1.277
RPB-OnlineMin[PLECO]-msf-100-pb-1,4792,22952,27744,0.1727,1.248
RPB-OnlineMin[PLECO]-msf-100-pb-2,4837,22907,27744,0.1743,1.245
RPB-OnlineMin[PLECO]-msf-100-pb-4,4845,22899,27744,0.1746,1.245
RPB-OnlineMin[PLECO]-msf-100-pb-8,4845,22899,27744,0.1746,1.245
RPB-OnlineMin[PLECO]-msf-100-pb-16,4845,22899,27744,0.1746,1.245
RPB-OnlineMin-CF[PLECO]-msf-100-pb-0,4293,23451,27744,0.1547,1.275
RPB-OnlineMin-CF[PLECO]-msf-100-pb-1,4221,23523,27744,0.1521,1.279
RPB-OnlineMin-CF[PLECO]-msf-100-pb-2,4247,23497,27744,0.1531,1.277
RPB-OnlineMin-CF[PLECO]-msf-100-pb-4,4247,23497,27744,0.1531,1.277
RPB-OnlineMin-CF[PLECO]-msf-100-pb-8,4268,23476,27744,0.1538,1.276
RPB-OnlineMin-CF[PLECO]-msf-100-pb-16,4277,23467,27744,0.1542,1.276
RPB-OM-HC[PLECO]-msf-100-pb-0,4248,23496,27744,0.1531,1.277
RPB-OM-HC[PLECO]-msf-100-pb-1,4791,22953,27744,0.1727,1.248
RPB-OM-HC[PLECO]-msf-100-pb-2,4837,22907,27744,0.1743,1.245
RPB-OM-HC[PLECO]-msf-100-pb-4,4845,22899,27744,0.1746,1.245
RPB-OM-HC[PLECO]-msf-100-pb-8,4845,22899,27744,0.1746,1.245
RPB-OM-HC[PLECO]-msf-100-pb-16,4845,22899,27744,0.1746,1.245
RPB-OM-S[PLECO]-msf-100-pb-0,4251,23493,27744,0.1532,1.277
RPB-OM-S[PLECO]-msf-100-pb-1,4791,22953,27744,0.1727,1.248
RPB-OM-S[PLECO]-msf-100-pb-2,4840,22904,27744,0.1745,1.245
RPB-OM-S[PLECO]-msf-100-pb-4,4845,22899,27744,0.1746,1.245
RPB-OM-S[PLECO]-msf-100-pb-8,4845,22899,27744,0.1746,1.245
RPB-OM-S[PLECO]-msf-100-pb-16,4845,22899,27744,0.1746,1.245
"CombDet[Predict[PLECO], LRU]",1075,26669,27744,0.0387,1.450
"CombineRandom[Predict[PLECO], LRU]",1075,26669,27744,0.0387,1.450
