init_top30,bo_top30
4.0,6.3
4.0,6.3
4.1,6.3
4.2,6.4
4.3,6.4
4.4,6.4
4.5,6.7
5.7,6.5
4.9,6.6
5.8,6.6
5.7,6.7
5.3,7.1
5.9,7.4
4.8,7.2
6.1,7.1
4.7,7.3
6.7,7.0
5.6,6.9
4.6,6.7
6.1,6.8
5.3,7.1
8.3,6.7
5.7,6.8
5.0,6.8
4.8,7.5
4.8,6.8
4.7,7.2
5.0,7.0
4.6,7.2
4.8,6.9
