M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,7789.918,8642.896,8910.051,8569.152,8688.702
1024,16034.121,17760.249,17024.564,17155.576,16681.549
2048,31494.156,35128.951,35684.137,33736.672,35462.850
4096,47153.601,67509.833,54579.341,58071.788,53319.951
8192,53580.123,70299.436,56696.321,56132.087,55572.993
16384,53233.320,68968.982,56756.517,60445.255,57135.057
32768,54528.267,71486.466,60713.724,60364.018,59026.507
65536,,,,,
