M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,9208.643,8334.245,8366.300,8085.358,8308.643
1024,18713.770,15934.075,16464.472,16667.984,16268.228
2048,36805.867,33411.065,32510.743,33459.584,32639.011
4096,70227.135,64469.884,63448.203,65557.800,64110.361
8192,91421.987,113003.000,103882.250,100723.365,96269.416
16384,90891.495,118337.567,105607.157,102752.072,95931.324
32768,92362.941,119710.258,107150.647,103871.669,95597.422
65536,92618.582,120512.679,108722.947,43077.720,60864.378
