M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.06,1.11,1.07,
1024,1.00,1.02,1.07,1.07,
2048,1.00,1.43,1.21,1.14,
4096,1.00,1.40,1.19,1.12,
8192,1.00,1.40,1.17,1.12,
16384,1.00,1.40,1.19,,
32768,,,,,
65536,,,,,
