M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.00,1.03,1.04,
1024,1.00,1.17,1.18,1.13,
2048,1.00,1.55,1.29,1.20,
4096,1.00,1.58,1.31,1.22,
8192,1.00,1.57,1.29,1.22,
16384,1.00,1.57,1.30,,
32768,,,,,
65536,,,,,
