M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.01,1.01,1.00,1.00
1024,1.00,1.10,1.11,1.10,1.07
2048,1.00,1.48,1.23,1.15,1.11
4096,1.00,1.50,1.25,1.17,1.12
8192,1.00,1.52,1.27,1.19,1.14
16384,1.00,1.55,1.30,0.77,0.61
32768,1.00,0.51,0.38,0.34,0.32
65536,1.00,,,,
