M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,7239.659,7367.015,7547.748,7634.712,7120.394
1024,14738.537,15005.546,14791.705,14643.567,14631.838
2048,28308.676,30051.890,29960.149,30350.902,30044.513
4096,33173.831,47736.564,41846.795,39133.036,36397.208
8192,32385.149,46778.856,40594.976,38326.485,36388.200
16384,32691.283,46860.155,40557.566,37873.270,36239.350
32768,32747.350,46866.446,40628.101,38054.518,36265.106
65536,29066.454,21494.750,18176.322,17638.469,13554.926
