M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,0.91,0.88,0.87,0.88
1024,1.00,0.86,0.87,0.84,0.85
2048,1.00,0.88,0.87,0.86,0.86
4096,1.00,0.91,0.91,0.90,0.86
8192,1.00,1.28,1.15,1.10,1.05
16384,1.00,1.34,1.18,1.13,1.07
32768,1.00,1.36,1.19,1.14,1.08
65536,1.00,6.85,2.60,1.72,0.78
