M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,6636.518,7151.875,7420.154,7261.880,7406.253
1024,13841.696,14002.006,15494.400,14773.788,15353.115
2048,27824.604,30337.426,31116.313,30832.746,29438.372
4096,40381.680,52510.644,48489.146,44837.785,43904.486
8192,39361.539,53018.372,46683.127,44649.341,42801.177
16384,39581.675,53053.282,46896.367,44332.338,42984.381
32768,39773.574,53345.320,47128.723,44804.379,42991.383
65536,5554.753,24213.725,18465.375,17229.496,14402.476
