M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.08,1.12,1.09,1.12
1024,1.00,1.01,1.12,1.07,1.11
2048,1.00,1.09,1.12,1.11,1.06
4096,1.00,1.30,1.20,1.11,1.09
8192,1.00,1.35,1.19,1.13,1.09
16384,1.00,1.34,1.18,1.12,1.09
32768,1.00,1.34,1.18,1.13,1.08
65536,1.00,4.36,3.32,3.10,2.59
