M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.06,1.06,1.07,1.06
1024,1.00,1.07,1.09,1.05,1.04
2048,1.00,1.36,1.18,1.10,1.06
4096,1.00,1.42,1.21,1.13,1.08
8192,1.00,1.39,1.18,1.11,1.08
16384,1.00,1.39,1.18,0.58,0.40
32768,1.00,0.41,0.31,0.27,0.25
65536,,,,,
