M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.02,1.04,1.05,0.98
1024,1.00,1.02,1.00,0.99,0.99
2048,1.00,1.06,1.06,1.07,1.06
4096,1.00,1.44,1.26,1.18,1.10
8192,1.00,1.44,1.25,1.18,1.12
16384,1.00,1.43,1.24,1.16,1.11
32768,1.00,1.43,1.24,1.16,1.11
65536,1.00,0.74,0.63,0.61,0.47
