M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,4491.075,4750.091,4978.087,4809.180,
1024,9257.583,9436.276,9948.146,9872.390,
2048,11086.844,15827.225,13419.966,12608.571,
4096,11438.323,16025.192,13585.491,12758.105,
8192,11386.029,15905.453,13341.753,12742.239,
16384,11267.483,15819.906,13415.493,,
32768,,15890.010,,,
65536,,,,,
