M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,8064.801,8429.964,8273.801,8541.596,8227.810
1024,16029.041,16479.989,16304.705,17559.832,16796.538
2048,31178.520,33441.901,33372.251,31352.233,32745.149
4096,46134.760,61270.308,54880.484,53897.027,52274.159
8192,48279.416,63289.727,54938.785,52698.398,52807.924
16384,46451.946,63874.428,55619.694,53104.731,52091.294
32768,46199.359,63978.712,56447.192,52831.436,51995.613
65536,,,,,
