Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,9348,18396,27744,0.3369,1.000
Rand,1188,26556,27744,0.0428,1.444
LRU,0,27744,27744,0.0,1.508
Marker,337,27407,27744,0.0121,1.490
OnlineMin,1624,26120,27744,0.0585,1.420
Predict[PLECO],1075,26669,27744,0.0387,1.450
PredMark[PLECO],829,26915,27744,0.0299,1.463
LMarker[PLECO],829,26915,27744,0.0299,1.463
LNonMarker[PLECO],816,26928,27744,0.0294,1.464
FollowerRobust[PLECOState],798,26946,27744,0.0288,1.465
PredictiveOnlineMin[PLECO]-msf-100,4260,23484,27744,0.1535,1.277
RPB-OnlineMin[PLECO]-msf-100-pb-0,4283,23461,27744,0.1544,1.275
RPB-OnlineMin[PLECO]-msf-100-pb-1,4240,23504,27744,0.1528,1.278
RPB-OnlineMin[PLECO]-msf-100-pb-2,4236,23508,27744,0.1527,1.278
RPB-OnlineMin[PLECO]-msf-100-pb-4,4230,23514,27744,0.1525,1.278
RPB-OnlineMin[PLECO]-msf-100-pb-8,4273,23471,27744,0.154,1.276
RPB-OnlineMin[PLECO]-msf-100-pb-16,4340,23404,27744,0.1564,1.272
RPB-OM-A[PLECO]-msf-100-pb-0,4261,23483,27744,0.1536,1.277
RPB-OM-A[PLECO]-msf-100-pb-1,4265,23479,27744,0.1537,1.276
RPB-OM-A[PLECO]-msf-100-pb-2,4223,23521,27744,0.1522,1.279
RPB-OM-A[PLECO]-msf-100-pb-4,4230,23514,27744,0.1525,1.278
RPB-OM-A[PLECO]-msf-100-pb-8,4227,23517,27744,0.1524,1.278
RPB-OM-A[PLECO]-msf-100-pb-16,4268,23476,27744,0.1538,1.276
RPB-OM-A-sum[PLECO]-msf-100-pb-0,4241,23503,27744,0.1529,1.278
RPB-OM-A-sum[PLECO]-msf-100-pb-1,4307,23437,27744,0.1552,1.274
RPB-OM-A-sum[PLECO]-msf-100-pb-4,4237,23507,27744,0.1527,1.278
RPB-OM-A-sum[PLECO]-msf-100-pb-16,4295,23449,27744,0.1548,1.275
RPB-OM-A-pr[PLECO]-msf-100-pb-0,4320,23424,27744,0.1557,1.273
RPB-OM-A-pr[PLECO]-msf-100-pb-1,4254,23490,27744,0.1533,1.277
RPB-OM-A-pr[PLECO]-msf-100-pb-4,4268,23476,27744,0.1538,1.276
RPB-OM-A-pr[PLECO]-msf-100-pb-16,4281,23463,27744,0.1543,1.275
RPB-OM-B[PLECO]-msf-100-pb-0-c-2.0,4285,23459,27744,0.1544,1.275
RPB-OM-B[PLECO]-msf-100-pb-1-c-2.0,4282,23462,27744,0.1543,1.275
RPB-OM-B[PLECO]-msf-100-pb-4-c-2.0,4306,23438,27744,0.1552,1.274
RPB-OM-B[PLECO]-msf-100-pb-16-c-2.0,4250,23494,27744,0.1532,1.277
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.5,4248,23496,27744,0.1531,1.277
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.2,4241,23503,27744,0.1529,1.278
"CombDet[Predict[PLECO], LRU]",1075,26669,27744,0.0387,1.450
"CombineRandom[Predict[PLECO], LRU]",1075,26669,27744,0.0387,1.450
