Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,16938,4022,20960,0.8081,1.000
Rand,12385,8575,20960,0.5909,2.132
LRU,13375,7585,20960,0.6381,1.886
Marker,13165,7795,20960,0.6281,1.938
OnlineMin,12714,8246,20960,0.6066,2.050
Predict[PLECO],10803,10157,20960,0.5154,2.525
PredMark[PLECO],12997,7963,20960,0.6201,1.980
LMarker[PLECO],13039,7921,20960,0.6221,1.969
LNonMarker[PLECO],13014,7946,20960,0.6209,1.976
FollowerRobust[PLECOState],12870,8090,20960,0.614,2.011
PredictiveOnlineMin[PLECO]-msf-100,13001,7959,20960,0.6203,1.979
RPB-OnlineMin[PLECO]-msf-100-pb-0,12944,8016,20960,0.6176,1.993
RPB-OnlineMin[PLECO]-msf-100-pb-1,12974,7986,20960,0.619,1.986
RPB-OnlineMin[PLECO]-msf-100-pb-2,13001,7959,20960,0.6203,1.979
RPB-OnlineMin[PLECO]-msf-100-pb-4,12908,8052,20960,0.6158,2.002
RPB-OnlineMin[PLECO]-msf-100-pb-8,12921,8039,20960,0.6165,1.999
RPB-OnlineMin[PLECO]-msf-100-pb-16,12892,8068,20960,0.6151,2.006
RPB-OM-A[PLECO]-msf-100-pb-0,12896,8064,20960,0.6153,2.005
RPB-OM-A[PLECO]-msf-100-pb-1,12945,8015,20960,0.6176,1.993
RPB-OM-A[PLECO]-msf-100-pb-2,12945,8015,20960,0.6176,1.993
RPB-OM-A[PLECO]-msf-100-pb-4,12937,8023,20960,0.6172,1.995
RPB-OM-A[PLECO]-msf-100-pb-8,12896,8064,20960,0.6153,2.005
RPB-OM-A[PLECO]-msf-100-pb-16,12928,8032,20960,0.6168,1.997
RPB-OM-A-sum[PLECO]-msf-100-pb-0,12931,8029,20960,0.6169,1.996
RPB-OM-A-sum[PLECO]-msf-100-pb-1,12988,7972,20960,0.6197,1.982
RPB-OM-A-sum[PLECO]-msf-100-pb-4,12867,8093,20960,0.6139,2.012
RPB-OM-A-sum[PLECO]-msf-100-pb-16,12890,8070,20960,0.615,2.006
RPB-OM-A-pr[PLECO]-msf-100-pb-0,12896,8064,20960,0.6153,2.005
RPB-OM-A-pr[PLECO]-msf-100-pb-1,12849,8111,20960,0.613,2.017
RPB-OM-A-pr[PLECO]-msf-100-pb-4,12909,8051,20960,0.6159,2.002
RPB-OM-A-pr[PLECO]-msf-100-pb-16,12770,8190,20960,0.6093,2.036
RPB-OM-B[PLECO]-msf-100-pb-0-c-2.0,12988,7972,20960,0.6197,1.982
RPB-OM-B[PLECO]-msf-100-pb-1-c-2.0,12990,7970,20960,0.6198,1.982
RPB-OM-B[PLECO]-msf-100-pb-4-c-2.0,12937,8023,20960,0.6172,1.995
RPB-OM-B[PLECO]-msf-100-pb-16-c-2.0,12905,8055,20960,0.6157,2.003
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.5,12899,8061,20960,0.6154,2.004
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.2,12764,8196,20960,0.609,2.038
"CombDet[Predict[PLECO], LRU]",13265,7695,20960,0.6329,1.913
"CombineRandom[Predict[PLECO], LRU]",11080,9880,20960,0.5286,2.456
